param,gene,rhat,ess_bulk,ess_tail,rhat_issue,ess_issue
beta,RPL27,1.001997837051327,6934.047962967318,2069.19777473743,False,False
beta,PPP1R14D,1.000067203244828,6667.75691731812,1923.5162693931604,False,False
beta,HAUS2,1.0024144092540122,5682.982083483289,1988.950734324947,False,False
beta,NDUFA12,1.0002413745050531,5120.1926396277695,2163.2395618079227,False,False
beta,MRPL20,1.0051685632489764,5897.124246838858,1997.884406939372,False,False
beta,2023-03-05 00,1.0051537663645513,7632.730904848927,1773.0136593833395,False,False
beta,MACC1,1.0009508446109603,6639.325502172104,1984.628627903131,False,False
beta,GLDC,1.0000085403620842,6082.901319230241,1861.568919861801,False,False
beta,CRYZL1,1.0024241652326398,6367.238504127144,1783.8687778759497,False,False
beta,SOAT1,1.0015830723507215,7685.56766462363,1966.1324112027123,False,False
beta,IFNK,1.002404002629416,5294.762250284185,1941.5548131523328,False,False
beta,UBQLN4,1.0028394662436664,5045.923949521661,2079.986597859415,False,False
beta,HSPA4L,1.0048105944643821,6826.7330393788,2082.9791410893854,False,False
beta,KRT19,1.003021798764108,6490.6765610803295,2029.9651583999596,False,False
beta,INPP5A,1.0004330050401973,5574.666420379467,2200.4016299445966,False,False
beta,PROX2,1.0007106329796525,4938.229158527148,2087.681754636752,False,False
beta,ZNF600,0.9993213213333499,6083.853482962533,1826.100090936021,False,False
beta,USP17L4,1.0008572611048299,6482.809573940597,1866.843381855642,False,False
beta,EYA1,1.001576610036875,7592.450356982345,1791.9972206149337,False,False
beta,PHLDB1,1.0036273808479892,5663.179694494643,1943.3429014846877,False,False
beta,RAB6C,0.9997053986689519,6394.677981940506,2454.305963863204,False,False
beta,GLIPR1L2,1.0013785091217549,5287.506296692024,1862.1382471255602,False,False
beta,VENTX,1.0016730802867047,6415.024899725131,1609.6442450763345,False,False
beta,TTI2,1.00465262970217,5596.593920925452,2010.5865358055269,False,False
beta,SHBG,1.002058437842257,5788.296924274702,1976.9819645304672,False,False
beta,TMC1,1.0006547738661247,8343.40642996668,2107.599785538686,False,False
beta,UGGT1,1.001395338629356,5254.955108628298,1795.3748617224896,False,False
beta,PARP2,1.0001708592655218,5998.954362013475,1876.654011546849,False,False
beta,LGALS14,1.0030923290812483,5335.9266086096195,1955.1742525392185,False,False
beta,PROX1,1.000916542222668,4584.92665204484,1459.5421319119257,False,False
beta,ADCY4,1.0009764400793797,5850.805572253737,2199.2095407889583,False,False
beta,PIK3C2A,1.001275912659264,8298.476361652685,1794.6372594890456,False,False
beta,GRIN1,1.0022651840671393,5860.729412548828,1880.1507836744822,False,False
beta,OR5B17,1.0030804132500468,6314.569354184356,1879.882729165684,False,False
beta,TP53INP2,1.006233947582986,5993.018388856877,2027.5909607898104,False,False
beta,FBXO5,1.000908290021836,6172.240344246241,2072.946091877009,False,False
beta,DCTN5,1.0004528387564178,5721.211805659373,2374.2777855262084,False,False
beta,USP32,1.0007313388628742,6457.423110564092,2032.7849266575672,False,False
beta,THOC3,1.002430354316143,5885.9934044581,2011.8635458846154,False,False
beta,FNDC4,1.000737609344369,7212.067862797521,1502.4374727973604,False,False
beta,RASL12,0.9999799533384115,5462.618869641993,2346.100681092268,False,False
beta,OR10K2,0.9999797547699258,5937.6478293683585,1813.5985289229184,False,False
beta,ABT1,1.001593571525505,5150.823154628536,2142.1920060776033,False,False
beta,METAP1,1.0029040624587207,7029.7364463702115,1829.7115865158441,False,False
beta,LRIT3,0.9999249545572764,7224.326377951995,2001.0020269118206,False,False
beta,P2RX2,1.0044112945096688,5319.439339300065,1913.978873489408,False,False
beta,HOXD10,1.0000191415804547,6180.799206106278,2136.328416410516,False,False
beta,MTCH2,1.0039259818312458,5721.610250443436,1845.6408707880073,False,False
beta,BBS7,1.0015396460416248,5907.986825007148,1809.6189250398065,False,False
beta,SPDYE6,0.9999462647956483,5340.345993352149,1984.1929576981,False,False
beta,CARD18,1.0035229537575603,6076.058476839345,1957.3765091943465,False,False
beta,CALCR,1.0003697238002713,4003.881104489511,2086.7215566852337,False,False
beta,RALGPS2,1.0003725749668282,6553.700255879607,2002.2382790397953,False,False
beta,DUXA,0.9995557277255512,5757.474966246681,1803.1849833388796,False,False
beta,THBD,1.0017159323822775,6422.738839439584,2155.6468343940087,False,False
beta,GDNF-AS1,1.0004871554081018,6053.673278337671,2013.9859485641175,False,False
beta,C11orf94,1.0055543747374802,6064.760197061465,2307.8068155163655,False,False
beta,AKR1C3,1.0013740379988927,6278.887770549407,1829.2571916469199,False,False
beta,SH3KBP1,1.00311633381392,6574.1241697013475,1901.9078611179489,False,False
beta,PRPH2,1.0013337917272092,7053.718938408792,2155.946789835771,False,False
beta,METTL16,1.0000586133199363,7600.6432333947,1824.5322257602434,False,False
beta,FAM9B,1.00447780264871,6613.367521447303,1986.2614342727115,False,False
beta,GPCPD1,1.00214702720527,6110.859915968623,1473.2950148056461,False,False
beta,WRNIP1,1.0048109994543095,5737.131960691508,2091.5696665752607,False,False
beta,POLR3G,1.00161239626344,6750.301999772869,2135.5092670441554,False,False
beta,TBC1D30,1.0012938041571697,7534.7448022124045,2277.920752204972,False,False
beta,TMEM248,1.002605268905909,6785.156283301426,1987.247243841801,False,False
beta,BNC2,0.9992516604602918,5889.569958642095,2057.264964574163,False,False
beta,YTHDF2,0.9995041795755962,6060.283103153096,1991.4638786932467,False,False
beta,HSBP1L1,0.9995692590390253,6797.722295154805,1963.3328818614373,False,False
beta,UTS2R,1.003373809217079,5653.610666096364,1874.9494787380634,False,False
beta,SYT13,1.002159026293956,6909.945463260928,1974.1587083078757,False,False
beta,IMPA1,1.000034997356984,6114.271985032173,1965.4880625299002,False,False
beta,FAM198A,1.000604168908477,7505.489708841082,2173.657469263313,False,False
beta,LINGO1,1.001951420119971,5614.270327400278,1900.9960556234846,False,False
beta,CHMP6,1.0022226583844733,5750.524204080876,2040.2494727098028,False,False
beta,PMF1-BGLAP,1.0007094760399566,4641.759867435873,1942.1074243899004,False,False
beta,RBFOX2,1.0014358467120752,4141.833181633104,1607.335151051788,False,False
beta,LEMD3,1.0012572342429455,6373.220749729227,1946.0412086916047,False,False
beta,FKBP9,1.001051826762449,6738.197049624233,1889.8114190069705,False,False
beta,MYO6,1.000015846468157,6376.770847936891,2192.3522171987584,False,False
beta,RLTPR,1.0007256194870484,5880.271595441968,1900.9134310143302,False,False
beta,FCHO1,1.0009934849865025,6745.868553527134,2062.168353417008,False,False
beta,GHDC,1.0008541238065483,5818.276323685392,1957.2014291796124,False,False
beta,TRAPPC2L,1.0024878870111127,5935.566883802475,1947.2443801400277,False,False
beta,DLG1,1.000490925182445,5085.575133945825,1946.391623526114,False,False
beta,OR10W1,0.9996200876399932,6342.03070340406,2040.564535777376,False,False
beta,MOK,1.002022416843961,7045.631056489742,2090.5551187820993,False,False
beta,CAMK1G,1.0009309978789904,6216.573311661438,1612.5415329518617,False,False
beta,IRS4,1.0005330784116053,5315.896389762405,2351.868334463448,False,False
beta,OR10H2,1.0040205748472866,5271.364112830258,2110.24991084373,False,False
beta,ACOT7,1.0004444992193646,7590.972276619405,2398.80306899265,False,False
beta,MMP27,1.0044341887706565,5619.55950250882,1870.3063216000057,False,False
beta,TACC1,1.0039711357032235,4837.7915517192505,2211.007121957391,False,False
beta,CPLX3,1.0005268389474882,5853.425075592913,1790.0755914328054,False,False
beta,FAM35A,0.9996536903503168,6504.42388300849,2146.647005391453,False,False
beta,TAB3,1.0021127572079271,6233.381055944952,1819.9030410082323,False,False
beta,RAB4A,1.0019066443443794,5165.697093183039,2037.3420550330786,False,False
beta,UCP2,1.000973152936993,6194.134815740191,1995.6383461757644,False,False
beta,ZNF214,1.0000681941421359,6254.561728004255,2028.5789581846566,False,False
beta,KDM4E,1.0016347428658692,5640.650869659657,1808.157293475922,False,False
beta,SLU7,1.0001867761938343,5368.677278281338,1842.641160579059,False,False
beta,DMXL1,1.0022573898308944,6032.383033711751,2131.303532884928,False,False
beta,PTPN9,1.002273839526601,4366.469728438851,1686.3233125010765,False,False
beta,CBLL1,1.0000786231606937,7625.105079802927,1971.5181413673708,False,False
beta,SLC43A3,1.0022498642428643,5894.711498411443,2007.187047522035,False,False
beta,OSBPL11,1.0030285074907974,5730.686003743304,1862.4011127951676,False,False
beta,PTH1R,0.9995510144762912,5805.21579606378,2088.876702139233,False,False
beta,FAM109A,1.000938031800202,6600.1434474581265,1944.6135012536768,False,False
beta,OR4D11,1.0023095711399805,5432.478845415684,1929.9792543053584,False,False
beta,SRP54,1.0011976406983154,6093.56415918055,1957.1710640260744,False,False
beta,CXCR2,1.0008963710507004,5745.242946177213,2115.675035711812,False,False
beta,TRHR,1.001778055614476,4797.083353953358,2106.5147909585903,False,False
beta,HAUS6,1.0000717200906497,6312.336334202891,2080.3785024087606,False,False
beta,SIRT7,1.001415276381166,5277.036841855142,2014.1945795280756,False,False
beta,ATP5G1,1.0020846683756026,6375.952500730434,1894.493524470663,False,False
beta,COL17A1,1.0046263445403785,6358.866379537767,2270.4525602298154,False,False
beta,MAATS1,1.0003285454114124,5565.148849177219,2174.2678547579726,False,False
beta,RALGAPA2,1.002814603683554,6900.737189748578,1861.1936726029498,False,False
beta,RBM18,0.9997620230278528,7112.220191826827,2099.3477513698895,False,False
beta,DNAJB7,1.0034597397247356,4655.85633920084,1709.0566551586473,False,False
beta,SPINT2,1.0018987785569486,6386.346455999807,1936.2455480442331,False,False
beta,ANKRD33,1.0000109223346028,5904.936387375862,1800.254471475562,False,False
beta,SMYD2,1.0018264641638077,4768.419692469143,1750.419933930766,False,False
beta,ZNF576,1.004956326154348,7470.631652686488,1667.3680714196516,False,False
beta,SLC18A2,1.0046719051178028,7087.836856812065,1539.9689724845914,False,False
beta,SURF6,1.001638819981049,4587.936592719152,2073.6912960875366,False,False
beta,ATOH8,1.000869081830927,6207.190572663758,2008.5019060810876,False,False
beta,TUBA8,1.002345351663539,5651.985663738032,2200.015153649458,False,False
beta,MLLT11,1.0019586783005967,6022.950942682403,2080.5626402736852,False,False
beta,LDLRAP1,1.0043373142955156,5351.167030378439,1696.6739589215786,False,False
beta,FCN1,1.0002598928066377,5455.86834496634,1839.9180230592717,False,False
beta,HMCN2,1.0014933735004246,4094.3126827673386,1455.4323151668823,False,False
beta,ZNF354C,1.0001175788679093,5358.213510047684,2115.7713707614016,False,False
beta,CCDC47,1.000094442294483,5505.658293864793,2025.4970167148015,False,False
beta,ENOSF1,1.0001056458955284,5933.2646776379415,2011.4898314120896,False,False
beta,NEK4,0.9999447991138605,5400.703865039237,1550.5427822494091,False,False
beta,LNX1,1.001211355129575,4753.630126935153,1828.2142434554569,False,False
beta,CERS5,1.0012500734627008,6267.348030045896,2324.792704890878,False,False
beta,KRR1,1.002628164547706,6851.087351999833,2276.7417493977473,False,False
beta,PI4K2A,1.0042567735742274,4716.926350316332,1758.3970387243342,False,False
beta,RFPL2,1.0016058397637397,6585.340059782786,1880.0001183683023,False,False
beta,MS4A4A,1.0027184623690115,6317.620885410842,1992.7856716844974,False,False
beta,CTAGE4,0.9993368479245667,7179.883633383331,1933.7642537763747,False,False
beta,STAMBP,1.0052546880092241,7210.454517563007,1918.1417566971004,False,False
beta,N4BP2L2,1.0028754867700798,5540.167617199565,2178.446632673608,False,False
beta,CMSS1,1.0001754282717814,4907.444845228375,2098.3700611351164,False,False
beta,KPNA1,1.0051230966589098,5814.511038838885,2051.1077574541127,False,False
beta,TMEM120A,1.0022503935998959,5823.6203308565155,1824.806154878017,False,False
beta,GABARAPL1,0.9998611480550501,5446.72557990243,2158.4545824906145,False,False
beta,SNRPA1,1.0040079891106202,5405.4863198276225,1905.3153137397182,False,False
beta,DNM3,1.0029237690960144,5180.543976248242,1880.2191706525616,False,False
beta,RAB43,1.0005910970869485,7579.8454754255945,2147.172281227956,False,False
beta,RCC2,1.0034201519308363,6006.406106347951,1646.4728474905085,False,False
beta,PPP2CA,0.999891294075359,7104.581512948217,1841.687208545013,False,False
beta,SST,0.9996185925910256,5768.409703184726,2250.2796125664736,False,False
beta,OR2C1,1.0031133896003335,6181.184341481825,1920.2062685556714,False,False
beta,TRAPPC3L,1.0024484832312572,6868.484773643154,2131.889025792753,False,False
beta,LIPC,1.0015522079739427,6126.35052602954,1920.0993691306012,False,False
beta,PLEKHA2,1.0045784792296342,5188.858211517857,1845.1075714563253,False,False
beta,PLXDC2,1.0004926796462486,5654.591056630157,1947.0433085198013,False,False
beta,PLEKHA8,0.9997753987273704,4572.5885895022875,2171.8657279294007,False,False
beta,TBC1D31,1.000214758266753,6076.4660891434405,2047.0249855373809,False,False
beta,LOC100134391,1.000963612455368,5594.674330715356,2004.3201795675993,False,False
beta,PPP1CB,1.0021538006005881,6101.338177831539,1761.043047944258,False,False
beta,PEX5L,1.0020137817174102,6719.496828655515,2028.0283836553392,False,False
beta,C10orf90,1.0005240393827157,5292.103634681808,1805.842627906387,False,False
beta,SLC45A4,0.9994993317635238,6229.051340167322,1815.6653779674168,False,False
beta,PM20D1,1.0007378537865523,6779.578074600359,2061.138196001576,False,False
beta,FAM98C,1.0000011481150777,5761.158104131049,2127.0462422246305,False,False
beta,DNAH9,1.001912724373784,5929.666261836048,1788.9328197603154,False,False
beta,KLHL15,1.0009029614467433,5537.338999989295,2004.6435812253808,False,False
beta,PRND,1.0003989861586937,7160.887631269964,2233.1529456830476,False,False
beta,IFNA1,1.0085675734833432,4655.003700238743,1963.5490065923075,False,False
beta,ALG1L,1.0004323042017988,7783.090134136479,2270.276209099127,False,False
beta,SCGB2B2,1.0003187626447092,5142.586724134022,1783.905913221975,False,False
beta,TOPAZ1,1.0006813134231423,5470.980703133846,1718.8962078936484,False,False
beta,KANSL3,1.0001854540571173,7050.024096010431,1851.3668847230635,False,False
beta,PSG8,1.0036184455421766,5236.816221653173,1944.4186214847566,False,False
beta,AMELY,1.0011622794135082,6385.949248733833,2155.4103864640215,False,False
beta,ANTXR2,1.0000229611679385,5399.3563054934775,1791.2681078026433,False,False
beta,C3orf79,1.0004692315080048,6666.620080039633,1969.5620337889939,False,False
beta,TEX33,1.0012861886757007,6666.550062472136,2174.6114655346537,False,False
beta,CAMK1,1.0004184161992786,4895.702724613102,1960.7929002592603,False,False
beta,CCDC186,1.0002091668372974,6481.354894730741,1649.3136373019606,False,False
beta,COL4A2,0.9996481030021834,5819.6894788197915,2038.1946585499345,False,False
beta,UPP1,1.0007454386645551,6130.777974413276,1895.7767042382409,False,False
beta,DNAJC28,1.0018613845905777,7456.037270629251,1888.25125303434,False,False
beta,FOSL1,0.9995859679651952,4744.154956773081,1812.0932614106562,False,False
beta,PCDHB16,0.9999694564898813,5166.051226336398,2022.391645452272,False,False
beta,FBLIM1,1.0031864463961853,6588.2102300851175,2343.13626177675,False,False
beta,KIRREL2,1.0019484641254948,6176.262930049205,1809.1946099037766,False,False
beta,FAM107A,1.0001557955233629,6582.944746612349,2341.5021931872193,False,False
beta,C22orf23,0.9999524894546007,6370.022348514177,2032.4405081599555,False,False
beta,C9orf173,1.0015382317373072,7079.881306527665,1956.2247900684406,False,False
beta,RIC8A,1.0061482263203085,7217.863021411734,1948.1673670464256,False,False
beta,KIAA1211,1.0017949609346735,4699.940717682801,2090.5181998287194,False,False
beta,LOC158434,1.0022007207558592,5065.436520382363,1881.2482541212648,False,False
beta,MIB1,1.0003741862141327,5128.550054888984,1941.7524567956614,False,False
beta,TLDC2,1.0011687061309325,8284.474428243291,2166.1155104375907,False,False
beta,LKAAEAR1,1.0007802789948594,4187.3608342565,1961.2938348189741,False,False
beta,2023-03-01 00,1.0007023626569278,5098.821895341886,2014.4467812119888,False,False
beta,BBC3,1.0039485285589753,5509.111928268599,1849.378340516435,False,False
beta,ID3,1.0016160668098706,5576.846034464687,2051.0732721692966,False,False
beta,APOBR,1.0000647337195079,5715.893727908865,1819.8469998192259,False,False
beta,POGLUT1,1.0001077979916644,6098.959092792304,1901.8835358913245,False,False
beta,MZT1,1.0021561690552414,4964.693950670894,1236.394670422111,False,False
beta,CASD1,1.0015033610001878,5596.944949082138,1848.2020357102958,False,False
beta,TNK1,1.0021808665946033,5252.64557796784,1757.9607360824366,False,False
beta,OR2T12,1.0034161987719112,5315.553529867758,1936.2166445690605,False,False
beta,DMRTC2,1.0016976376836662,5337.84427950833,1616.3634944200687,False,False
beta,SLC35G4,1.0006049024023216,6215.053988446935,2332.3510943621563,False,False
beta,RNF34,1.0011722124681277,5322.78178251258,2104.1878479657094,False,False
beta,FAM189A2,1.0000159425278325,4749.960265986339,1971.7393288028386,False,False
beta,TRIM48,0.9995116470251897,6831.27358424126,1710.7952531537765,False,False
beta,TIMM44,1.000341879820589,5895.245478192722,1659.3350101083458,False,False
beta,SIAE,1.000810788236341,5302.874414853407,1873.3472289364404,False,False
beta,IRAK1BP1,1.002192687626648,6976.333059887466,2092.9879255972796,False,False
beta,MGEA5,1.0020094734400975,4032.8780784116884,1993.1461066606087,False,False
beta,PHF6,1.0002654795094026,3184.160116805277,1872.1184023164817,False,False
beta,ZNF707,1.0003825689687444,4441.6459207591715,1998.2244792845177,False,False
beta,ORAI1,1.0008760066140008,4494.223851911345,1855.2243373631304,False,False
beta,DPF2,1.0000933414070998,3323.7957133379537,1977.83184799644,False,False
beta,VRK1,1.0006769918580596,3878.3224562347004,1695.2703742628637,False,False
beta,DHDDS,0.9996302816408833,4935.676561666213,2196.500090164456,False,False
beta,UBE2H,1.002117577223677,4255.12879764496,1736.7405031335472,False,False
beta,BTBD8,1.0004960498382522,3744.6478892861696,1997.1144771642062,False,False
beta,PAXBP1,1.0041957282696483,4277.347113286166,1699.187850069946,False,False
beta,PCDHGA2,0.9996015211374049,3564.984016501359,2129.3869202288697,False,False
beta,TUSC5,1.001269886201933,4077.1179624902984,2097.2773277752203,False,False
beta,TAF1,1.0015713676181675,3499.7841756329876,1772.2962274173346,False,False
beta,ERCC3,1.002098308953629,3870.2752778476615,2287.0652039857487,False,False
beta,WDR77,1.0000188598037518,4015.4825581107993,1722.1857693543795,False,False
beta,GRIPAP1,1.0003434395193884,3707.6120704689124,1693.9159214884694,False,False
beta,SOCS1,1.001856396763563,3553.5004799325643,1987.898174921706,False,False
beta,POLR2D,1.0008634736034523,4120.032270867572,1853.3923825230331,False,False
beta,ALDOA,1.0002488353006016,4034.5675435358417,2017.058420783683,False,False
beta,ZNF624,1.0066561613582083,3984.7322484898073,1870.529041124546,False,False
beta,SYVN1,1.0021840711933923,3567.2097006901768,1702.7282248438662,False,False
beta,SIAH2,1.0080429256176555,5062.427778690059,1946.2272272267014,False,False
beta,TMEM258,1.002372318706133,3601.205486227631,2141.5866149808403,False,False
beta,METTL3,1.0006088794404442,3611.6203728199425,2294.934973489859,False,False
beta,DOHH,1.0003261574789208,3875.5679078044577,1638.6309062236191,False,False
beta,PRKAR1A,1.0002583885436764,4617.504045762588,2371.358983438355,False,False
beta,DCUN1D5,1.0002716657196462,4184.495588691327,2022.1710777993824,False,False
beta,TMEM203,1.002073629267613,4195.479602762741,1650.1956570865475,False,False
beta,NFKB1,1.0003696705177978,4427.355415637209,1624.3733879769845,False,False
beta,RICTOR,1.0007243804990469,3913.6185456033295,1804.4291947356762,False,False
beta,TSR3,1.0063454004444716,4107.446249476839,1843.199271101604,False,False
beta,XRCC3,1.0005928027352138,3629.815458766672,1946.9991256865217,False,False
beta,RNF169,1.0026241916918364,4102.673260397831,1871.2550948248086,False,False
beta,ZNF384,1.0028326015300282,4042.82710439684,1682.6395464865386,False,False
beta,ANKIB1,1.0024480801671605,4706.012048674984,2153.8222745263665,False,False
beta,C16orf72,1.0005488489046355,4372.1895022451,1736.457602784248,False,False
beta,CCND3,1.0030248399180137,4288.086543209102,1720.1784952331416,False,False
beta,CSNK2B,0.9995278103618513,3815.3341456552102,2005.1605635905435,False,False
beta,RQCD1,1.000087983664069,3859.3364292593924,1795.1161602723323,False,False
beta,GTF2B,1.0039836306833054,3805.739365248687,2031.1183343251778,False,False
beta,CBLB,1.00010491038213,3679.947576914092,2070.887934482531,False,False
beta,POLR2C,1.0001219566748616,4110.06588141289,2202.2879847672216,False,False
beta,GADD45B,1.0000774060751343,3572.6139420540094,1762.3798670914955,False,False
beta,NCOR1,1.0007942938467707,4855.232354064979,2080.125408868329,False,False
beta,UBE2D3,1.000051624488727,3565.906699462016,1917.4689083082867,False,False
beta,PRKDC,1.0005164214519309,3946.737920951676,1948.7252283979478,False,False
beta,DDX6,1.0039479236539026,4409.711591778708,1480.795501124759,False,False
beta,ARL6IP6,1.0030715888614896,3827.8423342376877,1559.2013464561985,False,False
beta,SUPT5H,1.0014964365178032,3878.8672178768334,1791.3488520217861,False,False
beta,RFT1,0.99986480791455,4637.699495727121,2091.771372359588,False,False
beta,NCKAP1L,1.0039298698827583,3945.1912640503515,1859.7269209687556,False,False
beta,DHX16,0.9999073999928108,4485.943656818691,1958.762873876931,False,False
beta,ARMC7,1.0006227649333403,3919.9256349220213,1782.0462188098898,False,False
beta,CRCP,1.0001795077043327,3790.349393969387,2112.026798350902,False,False
beta,EXOSC6,1.000101000153961,3717.5753196281366,2104.3297224129847,False,False
beta,PHIP,1.0080703987348874,3222.5606633742623,1826.3899011110936,False,False
beta,APITD1,1.0006415155190462,3688.848652889765,1949.4253740402671,False,False
beta,OLIG2,1.000227598232025,3909.2868099367665,1700.8824172714583,False,False
beta,PRKCQ,1.0010017899617512,4479.986464623382,1915.594711408507,False,False
beta,POLG,0.999752796535694,3868.135232757877,2094.077157761818,False,False
beta,PNKP,1.0002879207246422,4120.778181557092,1769.6602342103663,False,False
beta,ATL1,1.0048367251542267,4355.909496041504,1454.2568254679709,False,False
beta,GPR83,0.9999961882333338,4442.859198405025,2041.6775105081517,False,False
beta,TEX15,1.0020630217926558,3587.8433812612548,1790.5951842927432,False,False
beta,CDCA5,1.0002263490334078,3767.3223804885397,1701.9977753270728,False,False
beta,DLX2,1.0016864589823324,4118.5058939720575,1715.4832617851064,False,False
beta,RANBP9,1.0042271158206846,3670.7945476679893,1943.9489891901042,False,False
beta,ALG3,1.002200986059911,3387.904382798645,1609.2405382034337,False,False
beta,ATP2B2,1.0021250996501843,3934.3896369215595,1795.1942665047754,False,False
beta,NAA40,1.0008630860414662,3504.7758064173977,1713.5380471503513,False,False
beta,SEC63,1.001542453839649,4027.2747765116555,1644.4817431573908,False,False
beta,WTAP,1.0009400130734514,3624.1205191622344,1639.9817395213572,False,False
beta,TRNAU1AP,1.002461534087066,4397.184692696007,1710.0112765755398,False,False
beta,GIMAP8,1.0024839687474953,3981.381820465135,1566.816668819648,False,False
beta,UBL5,1.0001740019050744,4339.597801262607,1925.653790286493,False,False
beta,PSAP,1.0024514541017637,3557.479343679869,1698.0775594823622,False,False
beta,SCX,1.0010678008054026,4021.471232130085,1646.0147254188457,False,False
beta,ALG5,1.003322740890458,3911.598661392604,1840.7692729231278,False,False
beta,APOBEC2,1.0015812805882682,3848.0325547487164,1680.037370524542,False,False
beta,ANP32A,1.0004011939557635,3923.1764497475515,2025.5705264960336,False,False
beta,AGFG1,1.0004264841551878,4037.06747171963,1647.5273431489857,False,False
beta,LSM14A,1.000355625220708,4139.535445346904,1734.7907303036236,False,False
beta,ZSCAN23,1.0007127360565264,3446.420520619523,1706.8804820409553,False,False
beta,PARVB,1.001645142099194,4083.508774998918,2003.6326847808998,False,False
beta,MED23,1.0007821142915487,3953.2379223667403,1742.36485693827,False,False
beta,ZNF740,1.0005029721832763,4036.693133807191,1568.515966701031,False,False
beta,PRR23A,1.00215090169585,4317.6995554975465,1982.1654827736531,False,False
beta,LOC100289561,1.0036640324612924,3752.5625159472547,1451.2145604487348,False,False
beta,CAMK1D,0.9994772485763095,4755.8902668920555,1660.234674285511,False,False
beta,COPRS,1.0024457968247846,3632.9478510709478,1574.865489657048,False,False
beta,S100A16,1.0012669522349873,3813.5588445371277,1817.8951247618297,False,False
beta,KRTAP19-7,1.0004848232159633,3888.279052970102,1557.0191242767542,False,False
beta,HIC1,0.9995517695419728,3729.0034650229386,2003.912468106775,False,False
beta,CCT5,1.0026044105708956,3405.563346557012,1598.6145121545812,False,False
beta,CEP85,1.0026871715887788,4001.111953568647,1555.5056675433007,False,False
beta,GDAP2,0.9998828771911447,3393.581675162307,1651.8418684532146,False,False
beta,BRPF3,1.0030116020696862,4342.438219577124,1955.8954037082674,False,False
beta,GZMK,1.0029653262556324,4193.695487459071,1838.1302816031396,False,False
beta,THAP7,1.000842707579579,3445.785475151178,1582.9250477748026,False,False
beta,NINJ1,1.0040777116043678,4113.395825538543,1849.9770369049884,False,False
beta,ARR3,1.0009739618295939,3805.8671230314794,1995.3927881127838,False,False
beta,GMNN,1.0004573360761295,3888.7983472978076,1875.819374499472,False,False
beta,MEF2D,1.0003059566781962,4593.516056789572,2204.6419743555048,False,False
beta,FBXO43,0.9996583526581344,4040.983328226055,2177.523244268625,False,False
beta,DYNLRB2,0.9998753478109792,3430.2806728420364,1729.068801087017,False,False
beta,OR13C5,1.0000881023527048,3925.7392804095866,1757.8805947041162,False,False
beta,KIAA0355,1.0025046369366974,3443.423928080269,1817.9726757225396,False,False
beta,IRF2BP1,1.0027378679721717,4709.131809234453,2042.75376339516,False,False
beta,OLFM1,1.000117195546546,3743.4690803486433,1594.8109815055793,False,False
beta,SYNGR3,1.002924736072702,4051.3348654817296,1899.8807093332257,False,False
beta,CCDC34,0.9998777126833871,3448.313871612594,1828.05309064471,False,False
beta,PAGE2B,1.0029124962706473,4070.6619555947377,1815.8756310253827,False,False
beta,LINGO3,0.9999853518923532,3894.784975786256,1941.7555018567728,False,False
beta,C12orf80,1.00203066267031,4460.626419573733,1786.4283701873433,False,False
beta,ADAMTS6,1.0002616106132072,3783.2058198438235,1905.4825676092078,False,False
beta,CBFA2T3,1.0008828538895362,3495.6311904334334,1572.1183667662608,False,False
beta,TNFRSF14,1.003978946468205,5164.827921967661,1571.9123076936335,False,False
beta,ZFP62,1.003348415983652,4010.491326152441,1936.7502160634126,False,False
beta,FUT5,1.00061732630779,4059.023334738287,1986.5021499362103,False,False
beta,MLANA,1.0012833289052079,4501.856670061051,1651.6891391229683,False,False
beta,INAFM2,1.0076635723066232,3818.213943015449,1786.4555011267153,False,False
beta,C17orf47,1.0004931819565117,4417.413886214547,1608.7886750859136,False,False
beta,MFAP4,1.0011811782208726,4264.557099782337,1729.2629984842442,False,False
beta,TAS2R10,1.002742343568594,4366.855334107622,1715.3939080388293,False,False
beta,MNT,1.0001834784768482,3205.656743067354,1582.6986497249313,False,False
beta,LUC7L3,1.0050166670601095,4199.660937711343,1626.0168382019938,False,False
beta,NSF,1.0004367861764956,4146.641436718741,2168.7864972723446,False,False
beta,SLC26A9,1.0015376098251414,4812.887668691463,1679.2592511081136,False,False
beta,C1orf146,1.002190756149995,4106.531945940733,2032.8653870508365,False,False
beta,KNSTRN,1.0035663778314377,4670.405047273241,1581.6468506885565,False,False
beta,BRIP1,1.0064008822846575,3576.6605373206903,1671.9576358371255,False,False
beta,EGFL7,1.000349516865264,3647.61645291692,1776.600592791976,False,False
beta,CD82,1.0029142971043445,4003.662676941916,1934.6114424950085,False,False
beta,OAT,1.0021866792941072,4049.53218294383,1873.284987672542,False,False
beta,ENY2,1.002081145894364,4322.442013252164,1899.3309232684662,False,False
beta,TDGF1,1.0020614794326133,3843.767114657075,1862.0170851974035,False,False
beta,DNAJC21,1.0025019358870435,4204.139104317399,1881.896293673433,False,False
beta,ABR,1.0016297477856186,5154.666670171654,1486.292867131754,False,False
beta,NDUFB9,1.0012097019491717,4633.35685074505,1850.7242919098135,False,False
beta,MYBPC3,1.0005335207275279,3298.4990797298988,1657.5885874265466,False,False
beta,ITK,1.0048976736164612,4841.521862398518,1522.4560577236762,False,False
beta,COL8A2,0.9995207379267762,4484.719012520261,1648.6430364908076,False,False
