id,num,neg|score,neg|p-value,neg|fdr,neg|rank,neg|goodsgrna,neg|lfc,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna,pos|lfc
Non-Targeting,1000,-2.1955e-75,2.5901e-07,0.000225,1,0,0.0,-5.5791e-81,2.5901e-07,0.000121,1,0,0.0
HDAC3,4,2.5286e-14,2.5901e-07,0.000225,2,4,-1.9595,1.0,1.0,1.0,19113,0,-1.9595
ZBTB7B,4,8.6669e-14,2.5901e-07,0.000225,3,4,-1.4922,1.0,1.0,1.0,19112,0,-1.4922
ZC3H12A,4,2.9808e-12,2.5901e-07,0.000225,4,4,-1.1337,1.0,1.0,1.0,19111,0,-1.1337
NCOR2,4,7.7217e-12,2.5901e-07,0.000225,5,4,-1.1135,1.0,1.0,1.0,19110,0,-1.1135
CCNC,4,2.1097e-10,2.5901e-07,0.000225,6,4,-0.78938,1.0,1.0,1.0,19109,0,-0.78938
HIRA,4,2.1682e-10,2.5901e-07,0.000225,7,4,-1.1016,1.0,1.0,1.0,19108,0,-1.1016
PRKAR1A,4,3.0448e-10,2.5901e-07,0.000225,8,4,-0.85812,1.0,1.0,1.0,19107,0,-0.85812
ITPKB,4,1.3682e-09,2.5901e-07,0.000225,9,4,-0.94231,1.0,1.0,1.0,19105,0,-0.94231
TLE3,4,1.3957e-09,2.5901e-07,0.000225,10,4,-1.1792,1.0,1.0,1.0,19106,0,-1.1792
RBPJ,4,1.4463e-09,2.5901e-07,0.000225,11,4,-1.5297,1.0,1.0,1.0,19098,0,-1.5297
MTF1,4,3.4338e-09,2.5901e-07,0.000225,12,4,-1.0683,1.0,1.0,1.0,19104,0,-1.0683
GRB2,4,7.962e-09,2.5901e-07,0.000225,13,4,-0.85893,1.0,1.0,1.0,19103,0,-0.85893
PFN1,4,1.2048e-08,2.5901e-07,0.000225,14,4,-1.1524,1.0,1.0,1.0,19090,0,-1.1524
C16orf72,4,1.5145e-08,2.5901e-07,0.000225,15,4,-0.91205,1.0,1.0,1.0,19102,0,-0.91205
GPS2,4,1.7404e-08,2.5901e-07,0.000225,16,4,-0.99538,1.0,1.0,1.0,19101,0,-0.99538
TBL1XR1,4,2.2571e-08,2.5901e-07,0.000225,17,4,-1.3007,1.0,1.0,1.0,19100,0,-1.3007
BRK1,4,2.2765e-08,2.5901e-07,0.000225,18,4,-1.0504,1.0,1.0,1.0,19099,0,-1.0504
UHRF1,4,3.1039e-08,2.5901e-07,0.000225,19,4,-1.6346,1.0,1.0,1.0,19096,0,-1.6346
IRF4,4,3.2919e-08,2.5901e-07,0.000225,20,4,-1.4469,0.99999,0.99999,1.0,19085,0,-1.4469
CREBBP,4,7.8558e-08,2.5901e-07,0.000225,21,4,-1.1008,1.0,1.0,1.0,19097,0,-1.1008
STK11,4,1.352e-07,2.5901e-07,0.000225,22,4,-0.93286,1.0,1.0,1.0,19093,0,-0.93286
TSR3,4,3.6773e-07,7.7704e-07,0.000646,23,4,-0.75919,1.0,1.0,1.0,19095,0,-0.75919
TNRC18,4,3.9584e-07,1.2951e-06,0.000952,24,4,-0.93992,1.0,1.0,1.0,19094,0,-0.93992
CHD1,4,4.1388e-07,1.2951e-06,0.000952,25,4,-0.72634,0.99993,0.99994,1.0,19077,0,-0.72634
SIK3,4,4.4571e-07,1.2951e-06,0.000952,26,4,-1.0074,0.99944,0.99945,1.0,19045,0,-1.0074
BAZ1B,4,6.3404e-07,1.8131e-06,0.001155,27,3,-0.99342,0.99199,0.99205,1.0,18822,0,-0.99342
NCKAP1L,4,6.4789e-07,1.8131e-06,0.001155,28,4,-0.88128,0.99996,0.99995,1.0,19080,0,-0.88128
EED,4,6.5723e-07,1.8131e-06,0.001155,29,4,-0.7999,1.0,1.0,1.0,19091,0,-0.7999
AIP,4,6.955e-07,1.8131e-06,0.001155,30,4,-1.1047,0.99966,0.99967,1.0,19052,0,-1.1047
FBXO42,4,7.738e-07,2.3311e-06,0.001392,31,4,-0.76914,1.0,1.0,1.0,19092,0,-0.76914
JUNB,4,7.7525e-07,2.3311e-06,0.001392,32,3,-0.82832,0.90095,0.90059,1.0,16792,0,-0.82832
ANKRD17,4,1.2542e-06,3.8852e-06,0.00225,33,4,-1.3719,0.99602,0.99605,1.0,18939,0,-1.3719
ETS1,4,1.6077e-06,4.4032e-06,0.002338,34,4,-1.4307,0.99999,0.99999,1.0,19086,0,-1.4307
VAPA,4,1.9727e-06,4.4032e-06,0.002338,35,3,-0.68812,0.97445,0.97439,1.0,18394,0,-0.68812
CABIN1,4,1.9923e-06,4.4032e-06,0.002338,36,3,-0.92788,0.90035,0.89999,1.0,16779,0,-0.92788
CCDC6,4,2.5905e-06,5.9573e-06,0.003077,37,4,-0.7922,1.0,1.0,1.0,19089,0,-0.7922
FUS,4,2.6651e-06,6.9933e-06,0.003517,38,4,-0.66834,0.99973,0.99973,1.0,19054,0,-0.66834
RAD51D,4,3.1572e-06,9.5834e-06,0.004468,39,3,-0.61775,0.98368,0.98369,1.0,18615,0,-0.61775
MCMBP,4,3.2379e-06,9.5834e-06,0.004468,40,3,-0.97322,0.64139,0.66089,1.0,12010,1,-0.97322
UBE2T,4,3.2788e-06,9.5834e-06,0.004468,41,4,-0.63786,0.99256,0.99263,1.0,18836,0,-0.63786
SPOP,4,3.4315e-06,1.0101e-05,0.004597,42,4,-0.90113,0.99949,0.99951,1.0,19046,0,-0.90113
UBE2N,4,4.4174e-06,1.321e-05,0.005872,43,4,-0.71872,1.0,1.0,1.0,19088,0,-0.71872
ARIH1,4,5.1719e-06,1.58e-05,0.006863,44,4,-0.75656,0.99999,1.0,1.0,19087,0,-0.75656
ZNF592,4,5.5336e-06,1.7354e-05,0.007371,45,3,-0.75632,0.95062,0.95056,1.0,17835,0,-0.75632
BHLHE40,4,5.6851e-06,1.7872e-05,0.007426,46,3,-0.70999,0.98188,0.98192,1.0,18574,0,-0.70999
NCOR1,4,7.1405e-06,2.0462e-05,0.008321,47,4,-0.87649,0.99933,0.99934,1.0,19041,0,-0.87649
NMT1,4,9.144e-06,2.9268e-05,0.011416,48,4,-0.85853,0.99909,0.99907,1.0,19031,0,-0.85853
MAP4K1,4,9.1868e-06,2.9268e-05,0.011416,49,3,-0.69416,0.83204,0.83142,1.0,15379,0,-0.69416
EDC4,4,9.7684e-06,3.2376e-05,0.012328,50,4,-0.79549,0.99402,0.99407,1.0,18875,0,-0.79549
RHOG,4,1.0286e-05,3.2895e-05,0.012328,51,3,-0.84466,0.89007,0.88976,1.0,16547,0,-0.84466
TNPO1,4,1.1532e-05,3.6521e-05,0.013423,52,4,-0.57882,0.99932,0.99933,1.0,19038,0,-0.57882
MGEA5,4,1.8037e-05,6.294e-05,0.022698,53,4,-0.75008,0.99998,0.99998,1.0,19084,0,-0.75008
DSCC1,4,1.9279e-05,6.9156e-05,0.024477,54,4,-0.8079,0.99992,0.99992,1.0,19073,0,-0.8079
CUL3,4,2.167e-05,7.6927e-05,0.026733,55,4,-0.99368,0.99998,0.99998,1.0,19083,0,-0.99368
SIGLEC8,4,2.3251e-05,8.4697e-05,0.028907,56,3,-0.69742,0.77577,0.77534,1.0,14211,0,-0.69742
DNMT1,4,2.4733e-05,8.8841e-05,0.029787,57,3,-1.1447,0.56468,0.60957,1.0,11011,1,-1.1447
KIAA0101,4,2.6235e-05,9.1431e-05,0.029787,58,3,-0.57576,0.78485,0.78441,1.0,14378,0,-0.57576
NAA30,4,2.6346e-05,9.1949e-05,0.029787,59,3,-0.78906,0.98986,0.98988,1.0,18778,0,-0.78906
TARDBP,4,2.9977e-05,0.0001049,0.03303,60,4,-0.86359,0.99997,0.99997,1.0,19082,0,-0.86359
BIRC6,4,3.0076e-05,0.00010542,0.03303,61,2,-0.45892,0.28794,0.41937,1.0,7438,1,-0.45892
IFNGR1,4,3.4812e-05,0.00012303,0.037927,62,3,-0.62883,0.9872,0.98723,1.0,18700,0,-0.62883
F8A1,4,3.5804e-05,0.00012769,0.03874,63,4,-0.80085,0.99996,0.99996,1.0,19081,0,-0.80085
FAM89A,4,4.0335e-05,0.00014841,0.044322,64,4,-0.77374,0.99988,0.99988,1.0,19067,0,-0.77374
ZMYND8,4,4.4851e-05,0.00016551,0.04808,65,4,-0.73901,0.99864,0.99865,1.0,19012,0,-0.73901
DOCK2,4,4.5305e-05,0.00016603,0.04808,66,3,-0.90334,0.66218,0.67608,1.0,12306,1,-0.90334
SRSF5,4,4.6576e-05,0.00017017,0.048544,67,4,-0.71295,0.99929,0.99929,1.0,19037,0,-0.71295
ALX1,4,5.04e-05,0.00018519,0.052053,68,4,-0.41201,0.99995,0.99995,1.0,19079,0,-0.41201
XRCC3,4,5.149e-05,0.00018934,0.052447,69,4,-0.95607,0.99959,0.99961,1.0,19049,0,-0.95607
MAD2L2,4,5.2974e-05,0.000194,0.05297,70,3,-0.81719,0.97522,0.97517,1.0,18417,0,-0.81719
CHTF18,4,5.5262e-05,0.00020177,0.054316,71,4,-0.69167,0.99869,0.99869,1.0,19013,0,-0.69167
ZNF384,4,5.7989e-05,0.00021317,0.056587,72,4,-0.87847,0.99994,0.99994,1.0,19078,0,-0.87847
MAPK1,4,5.9844e-05,0.00021938,0.057439,73,3,-0.6118,0.96963,0.96958,1.0,18284,0,-0.6118
JMJD1C,4,6.8199e-05,0.00025513,0.065895,74,3,-0.8835,0.91565,0.91545,1.0,17090,0,-0.8835
DAXX,4,7.0056e-05,0.00026316,0.066988,75,4,-0.53257,0.99993,0.99993,1.0,19076,0,-0.53257
MCM5,4,7.1428e-05,0.00026756,0.066988,76,4,-0.58557,0.99592,0.99595,1.0,18935,0,-0.58557
REV1,4,7.2384e-05,0.00027015,0.066988,77,3,-0.94716,0.83607,0.83543,1.0,15464,0,-0.94716
C17orf70,4,7.3348e-05,0.00027378,0.066988,78,4,-0.7225,0.99727,0.99728,1.0,18975,0,-0.7225
SYNCRIP,4,7.4213e-05,0.00027688,0.066988,79,4,-0.80971,0.99277,0.99283,1.0,18846,0,-0.80971
ZNF148,4,7.5451e-05,0.00028776,0.06875,80,4,-0.52369,0.99992,0.99993,1.0,19075,0,-0.52369
LRRC71,4,7.7461e-05,0.00029605,0.069857,81,4,-0.56966,0.99992,0.99993,1.0,19074,0,-0.56966
TMEM30A,4,8.1142e-05,0.00031366,0.07311,82,4,-0.8144,0.99634,0.99636,1.0,18946,0,-0.8144
CBLB,4,8.6418e-05,0.00032765,0.074906,83,4,-0.51958,0.99991,0.99991,1.0,19072,0,-0.51958
CCND3,4,8.6911e-05,0.0003292,0.074906,84,4,-0.87425,0.99457,0.99462,1.0,18895,0,-0.87425
PIGT,4,9.3467e-05,0.00035459,0.079732,85,4,-0.37053,0.99991,0.99991,1.0,19071,0,-0.37053
ALKBH5,4,9.8464e-05,0.00037583,0.083525,86,3,-0.81251,0.87819,0.87776,1.0,16321,0,-0.81251
DZANK1,4,0.00010153,0.00038774,0.085183,87,2,-0.45055,0.95212,0.95201,1.0,17880,0,-0.45055
STIP1,4,0.0001057,0.00040432,0.087162,88,3,-0.58802,0.95083,0.95076,1.0,17841,0,-0.58802
PSMF1,4,0.00010604,0.00040587,0.087162,89,4,-0.70525,0.99989,0.9999,1.0,19070,0,-0.70525
CARM1,4,0.00010763,0.00041261,0.087624,90,4,-0.59275,0.99989,0.99989,1.0,19069,0,-0.59275
DYNLL1,4,0.00011515,0.0004411,0.092645,91,4,-0.56203,0.99813,0.99815,1.0,18997,0,-0.56203
AMD1,4,0.00011687,0.00045042,0.093575,92,4,-0.72904,0.99988,0.99989,1.0,19068,0,-0.72904
DPH1,4,0.00013324,0.00051828,0.105488,93,4,-0.77832,0.99987,0.99987,1.0,19066,0,-0.77832
C15orf39,4,0.00013337,0.0005188,0.105488,94,4,-0.52065,0.99987,0.99987,1.0,19065,0,-0.52065
C1orf122,4,0.00016213,0.00062189,0.12351,95,3,-0.50728,0.76231,0.762,1.0,13951,1,-0.50728
EDRF1,4,0.00016249,0.00062396,0.12351,96,4,-0.55769,0.99492,0.99497,1.0,18905,0,-0.55769
PAICS,4,0.00016341,0.00062759,0.12351,97,4,-0.88166,0.9996,0.99961,1.0,19050,0,-0.88166
MBD2,4,0.00016499,0.00063328,0.12351,98,4,-0.71924,0.9974,0.9974,1.0,18980,0,-0.71924
OTUD5,4,0.00017007,0.00064986,0.124406,99,4,-0.55082,0.99983,0.99983,1.0,19064,0,-0.55082
MAFG,4,0.00017045,0.0006509,0.124406,100,3,-0.46461,0.79209,0.79167,1.0,14536,0,-0.46461
SHOC2,4,0.00017743,0.00067524,0.127782,101,4,-0.81859,0.99982,0.99983,1.0,19063,0,-0.81859
SLC39A11,4,0.00018853,0.00071617,0.134197,102,3,-0.5771,0.97426,0.97418,1.0,18391,0,-0.5771
TUSC5,4,0.00019286,0.00073119,0.135682,103,4,-0.47843,0.99981,0.99981,1.0,19062,0,-0.47843
INTS6,4,0.00019857,0.00075347,0.138471,104,4,-0.58257,0.9998,0.9998,1.0,19061,0,-0.58257
GCC2,4,0.00021482,0.00080941,0.1466,105,2,-0.31207,0.45669,0.54805,1.0,9869,1,-0.31207
AUP1,4,0.00021647,0.00081304,0.1466,106,4,-0.53216,0.99978,0.99978,1.0,19060,0,-0.53216
OLA1,4,0.00023052,0.00086743,0.154946,107,4,-0.49435,0.99977,0.99977,1.0,19059,0,-0.49435
FANCD2,4,0.00023436,0.00087986,0.155711,108,4,-0.74139,0.99977,0.99977,1.0,19058,0,-0.74139
SGMS1,4,0.00023774,0.00089074,0.15619,109,4,-0.42874,0.99976,0.99976,1.0,19057,0,-0.42874
MYO9B,4,0.00024885,0.00092131,0.159161,110,4,-0.49773,0.99975,0.99975,1.0,19056,0,-0.49773
USP3,4,0.00025099,0.00093063,0.159161,111,3,-0.52147,0.90929,0.90905,1.0,16953,0,-0.52147
AEBP2,4,0.00025172,0.00093477,0.159161,112,3,-0.56772,0.98713,0.98716,1.0,18698,0,-0.56772
BACH2,4,0.00025367,0.00094099,0.159161,113,3,-0.71916,0.97346,0.97338,1.0,18370,0,-0.71916
YBX1,4,0.00025852,0.0009586,0.15932,114,4,-0.7366,0.99974,0.99974,1.0,19055,0,-0.7366
RABGEF1,4,0.00025859,0.0009586,0.15932,115,4,-0.69605,0.99345,0.9935,1.0,18861,0,-0.69605
ZNF609,4,0.00027746,0.0010306,0.168111,116,3,-0.43652,0.96332,0.96326,1.0,18135,0,-0.43652
ANKIB1,4,0.00027968,0.0010363,0.168111,117,3,-0.49776,0.72998,0.73163,1.0,13393,1,-0.49776
HRH4,4,0.00028384,0.001055,0.168111,118,3,-0.58664,0.85624,0.85573,1.0,15870,0,-0.58664
ECT2,4,0.00028387,0.001055,0.168111,119,3,-0.78654,0.98997,0.99,1.0,18779,0,-0.78654
DDX6,4,0.00028416,0.0010555,0.168111,120,4,-0.71642,0.99972,0.99972,1.0,19053,0,-0.71642
ARGLU1,4,0.00028731,0.0010658,0.168358,121,3,-0.60696,0.98837,0.9884,1.0,18731,0,-0.60696
LSM10,4,0.00031918,0.0011767,0.184345,122,3,-0.74485,0.9398,0.93976,1.0,17606,0,-0.74485
TBC1D10C,4,0.00035604,0.001314,0.204178,123,3,-0.58991,0.98465,0.98466,1.0,18642,0,-0.58991
DOCK8,4,0.00038041,0.001402,0.214851,124,4,-0.80394,0.99933,0.99934,1.0,19039,0,-0.80394
H3F3B,4,0.00038193,0.0014051,0.214851,125,4,-0.5468,0.99962,0.99962,1.0,19051,0,-0.5468
FANCI,4,0.00039397,0.0014476,0.216468,126,4,-0.84272,0.997,0.997,1.0,18966,0,-0.84272
RNF6,4,0.00039462,0.0014492,0.216468,127,3,-0.47246,0.69538,0.70207,1.0,12813,1,-0.47246
OLFM4,4,0.00039495,0.0014497,0.216468,128,3,-0.54039,0.65255,0.66887,1.0,12158,1,-0.54039
E2F4,4,0.00040885,0.001502,0.222542,129,3,-0.3986,0.47782,0.55934,1.0,10089,1,-0.3986
SOX4,4,0.00041572,0.0015253,0.224257,130,4,-0.52725,0.99958,0.9996,1.0,19048,0,-0.52725
MTMR3,4,0.00042273,0.0015466,0.225644,131,4,-0.67352,0.99881,0.9988,1.0,19016,0,-0.67352
UCN2,4,0.00047802,0.001761,0.254988,132,4,-0.33867,0.99952,0.99954,1.0,19047,0,-0.33867
CIAO1,4,0.0005133,0.0018874,0.271235,133,4,-0.64559,0.99851,0.99852,1.0,19007,0,-0.64559
C9orf41,4,0.00052151,0.0019164,0.273349,134,3,-0.456,0.54476,0.59725,1.0,10772,1,-0.456
TOX2,4,0.00053303,0.0019542,0.276678,135,3,-0.65851,0.95694,0.95688,1.0,17991,0,-0.65851
COG8,4,0.00055516,0.0020309,0.285418,136,3,-0.78835,0.91735,0.91716,1.0,17122,0,-0.78835
TLN1,4,0.00057885,0.0021314,0.297355,137,4,-0.46889,0.99845,0.99847,1.0,19003,0,-0.46889
RAD51C,4,0.00058506,0.0021516,0.297998,138,4,-0.48286,0.99941,0.99943,1.0,19044,0,-0.48286
FOXM1,4,0.00059928,0.0021977,0.302194,139,3,-0.4127,0.8044,0.80402,1.0,14789,0,-0.4127
SMAD2,4,0.00061946,0.0022744,0.30843,140,4,-0.50742,0.99919,0.99918,1.0,19035,0,-0.50742
SLC2A7,4,0.00062252,0.0022879,0.30843,141,4,-0.49292,0.99938,0.99939,1.0,19043,0,-0.49292
P2RX1,4,0.00062419,0.0022915,0.30843,142,2,-0.18353,0.8586,0.85814,1.0,15914,0,-0.18353
CKS1B,4,0.00065423,0.0023977,0.320467,143,4,-0.47659,0.99935,0.99935,1.0,19042,0,-0.47659
JAK2,4,0.00066651,0.0024474,0.324842,144,4,-0.54817,0.99933,0.99934,1.0,19040,0,-0.54817
CA9,4,0.00070724,0.0025981,0.342472,145,3,-0.58029,0.97396,0.97389,1.0,18384,0,-0.58029
BEAN1,4,0.00071904,0.0026338999999999998,0.344805,146,3,-0.61454,0.56639,0.61062,1.0,11025,1,-0.61454
DDX5,4,0.00073478,0.0026971,0.350677,147,3,-0.50742,0.9835,0.98351,1.0,18608,0,-0.50742
UBE2D3,4,0.00075514,0.0027603,0.356469,148,3,-0.72114,0.93534,0.93523,1.0,17499,0,-0.72114
RCAN3,4,0.00078971,0.0028898,0.367719,149,4,-0.34566,0.99746,0.99747,1.0,18982,0,-0.34566
KRTAP21-3,4,0.00079695,0.0029136,0.367719,150,3,-0.39337,0.57045,0.61313,1.0,11074,1,-0.39337
DNAJC24,4,0.00079979,0.0029245,0.367719,151,4,-0.39788,0.9992,0.99919,1.0,19036,0,-0.39788
CHTF8,4,0.0008079,0.0029525,0.367719,152,4,-0.40672,0.99573,0.99576,1.0,18931,0,-0.40672
KIAA0232,4,0.00080947,0.0029592,0.367719,153,3,-0.62605,0.98581,0.98581,1.0,18671,0,-0.62605
USP53,4,0.00081053,0.0029628,0.367719,154,4,-0.48948,0.99919,0.99918,1.0,19034,0,-0.48948
PEX19,4,0.00081894,0.002996,0.369435,155,3,-0.66694,0.96475,0.96471,1.0,18165,0,-0.66694
PPFIA3,4,0.00082772,0.0030234,0.37043,156,2,-0.44894,0.74065,0.7413,1.0,13577,1,-0.44894
IDI1,4,0.00084317,0.0030747,0.374314,157,4,-0.33324,0.99916,0.99915,1.0,19033,0,-0.33324
HTT,4,0.00085051,0.0031027,0.375329,158,3,-0.44811,0.86051,0.86002,1.0,15953,0,-0.44811
USP21,4,0.00086439,0.0031566,0.379445,159,2,-0.47007,0.83932,0.83863,1.0,15526,0,-0.47007
WNT1,4,0.00086995,0.0031773,0.379548,160,3,-0.51906,0.98145,0.98148,1.0,18564,0,-0.51906
MAP7D1,4,0.00090242,0.0032959,0.389568,161,4,-0.4995,0.99408,0.99414,1.0,18879,0,-0.4995
ARID2,4,0.00090674,0.0033068,0.389568,162,4,-0.31576,0.99909,0.99908,1.0,19032,0,-0.31576
ASF1A,4,0.00091387,0.0033322,0.389568,163,4,-0.46365,0.99909,0.99907,1.0,19030,0,-0.46365
ITGA6,4,0.00091938,0.003356,0.389568,164,4,-0.31346,0.99908,0.99907,1.0,19029,0,-0.31346
BCAS3,4,0.00092468,0.0033819,0.389568,165,2,-0.4522,0.91798,0.91777,1.0,17132,0,-0.4522
MED13,4,0.00092519,0.0033835,0.389568,166,4,-0.33327,0.99907,0.99906,1.0,19028,0,-0.33327
TTC26,4,0.00094124,0.0034332,0.391236,167,3,-0.46647,0.95684,0.95678,1.0,17990,0,-0.46647
PIBF1,4,0.00094223,0.0034389,0.391236,168,4,-0.39765,0.99906,0.99904,1.0,19027,0,-0.39765
ZNF540,4,0.0009635,0.0035068,0.396596,169,4,-0.34968,0.99904,0.99903,1.0,19026,0,-0.34968
DTNBP1,4,0.0010033,0.003642,0.409464,170,3,-0.41223,0.69127,0.69879,1.0,12752,1,-0.41223
NPIPA5,4,0.001022,0.0037046,0.413453,171,4,-0.564,0.99898,0.99897,1.0,19025,0,-0.564
MUC6,4,0.0010264,0.0037207,0.413453,172,3,-0.67459,0.98864,0.9887,1.0,18738,0,-0.67459
HERC4,4,0.0010403,0.0037772,0.415163,173,4,-0.30778,0.99896,0.99895,1.0,19024,0,-0.30778
TEX35,4,0.0010452,0.0037922,0.415163,174,4,-0.40936,0.99895,0.99895,1.0,19023,0,-0.40936
FHOD3,4,0.0010473,0.0038013,0.415163,175,4,-0.39747,0.99895,0.99895,1.0,19022,0,-0.39747
HSCB,4,0.0010562,0.0038316,0.416095,176,4,-0.4739,0.99894,0.99894,1.0,19021,0,-0.4739
LSM11,4,0.0011239,0.0040792,0.435561,177,3,-0.32491,0.97049,0.97043,1.0,18304,0,-0.32491
SDC2,4,0.0011259,0.0040875,0.435561,178,4,-0.45906,0.99887,0.99886,1.0,19020,0,-0.45906
SLX4,4,0.0011291,0.0040947,0.435561,179,4,-0.37798,0.99887,0.99886,1.0,19019,0,-0.37798
LAT2,4,0.0011326,0.004102,0.435561,180,4,-0.25507,0.99887,0.99885,1.0,19018,0,-0.25507
MED16,4,0.0011492,0.0041574,0.439008,181,2,-0.29412,0.78061,0.78015,1.0,14294,0,-0.29412
ANXA6,4,0.0011699,0.0042403,0.4453,182,4,-0.42601,0.99883,0.99882,1.0,19017,0,-0.42601
HGC6.3,4,0.0011939,0.0043227,0.451469,183,3,-0.41952,0.83302,0.83239,1.0,15399,0,-0.41952
PIDD1,4,0.0012075,0.0043755,0.454504,184,3,-0.68341,0.77943,0.77898,1.0,14278,0,-0.68341
ZCCHC13,4,0.0012287,0.0044537,0.460128,185,3,-0.45436,0.91328,0.91307,1.0,17040,0,-0.45436
EDF1,4,0.0012627,0.0045822,0.469906,186,2,-0.26764,0.77369,0.77326,1.0,14164,0,-0.26764
MTA2,4,0.0012706,0.0046122,0.469906,187,4,-0.41181,0.99873,0.99872,1.0,19015,0,-0.41181
KIAA2013,4,0.0012807,0.0046423,0.469906,188,1,-0.066261,0.93307,0.93286,1.0,17445,0,-0.066261
RCE1,4,0.0012872,0.0046677,0.469906,189,4,-0.33686,0.99871,0.99871,1.0,19014,0,-0.33686
SPHKAP,4,0.0012889,0.0046713,0.469906,190,3,-0.4973,0.97519,0.97513,1.0,18415,0,-0.4973
CYFIP2,4,0.0013213,0.0047878,0.479109,191,3,-0.56012,0.93578,0.93567,1.0,17512,0,-0.56012
FANCE,4,0.0013282,0.0048137,0.479192,192,2,-0.22,0.23761,0.36292,1.0,6376,2,-0.22
NPAT,4,0.001379,0.0049868,0.491451,193,3,-0.47264,0.8797,0.87923,1.0,16359,0,-0.47264
CTNNBIP1,4,0.0013791,0.0049883,0.491451,194,4,-0.33856,0.99862,0.99862,1.0,19011,0,-0.33856
BTBD16,4,0.0014139,0.0051038,0.494777,195,4,-0.39339,0.99859,0.99859,1.0,19010,0,-0.39339
ERP44,4,0.0014165,0.0051132,0.494777,196,3,-0.5146,0.37409,0.50684,1.0,9106,1,-0.5146
HMGB4,4,0.0014226,0.0051354,0.494777,197,3,-0.61639,0.78291,0.7825,1.0,14340,0,-0.61639
SLC27A5,4,0.001426,0.0051505,0.494777,198,2,-0.25938,0.46367,0.55174,1.0,9940,1,-0.25938
SS18,4,0.0014323,0.0051748,0.494777,199,4,-0.45951,0.99857,0.99857,1.0,19009,0,-0.45951
MROH7,4,0.0014331,0.0051774,0.494777,200,2,-0.21254,0.15624,0.27067,1.0,4740,1,-0.21254
WHSC1,4,0.001454,0.005253,0.499263,201,4,-0.37418,0.99855,0.99855,1.0,19008,0,-0.37418
TNNI3,4,0.0014693,0.0053121,0.499263,202,3,-0.39274,0.98505,0.98506,1.0,18653,0,-0.39274
CMIP,4,0.0014737,0.0053297,0.499263,203,3,-0.46492,0.95076,0.95069,1.0,17838,0,-0.46492
FDX1L,4,0.0014786,0.0053432,0.499263,204,3,-0.54559,0.98773,0.98775,1.0,18712,0,-0.54559
ARPC2,4,0.0014896,0.0053805,0.499263,205,3,-0.65312,0.89277,0.89243,1.0,16616,0,-0.65312
GLS,4,0.0015003,0.0054312,0.499263,206,2,-0.34076,0.42842,0.53349,1.0,9577,1,-0.34076
GATAD1,4,0.0015005,0.0054317,0.499263,207,3,-0.65734,0.7274,0.72933,1.0,13348,1,-0.65734
CDK2AP1,4,0.001525,0.0055203,0.499263,208,4,-0.32228,0.99621,0.99625,1.0,18942,0,-0.32228
YDJC,4,0.001533,0.0055498,0.499263,209,4,-0.45643,0.99361,0.99365,1.0,18865,0,-0.45643
ZC3H12D,4,0.0015379,0.0055654,0.499263,210,4,-0.37355,0.99846,0.99848,1.0,19006,0,-0.37355
UBE2H,4,0.0015407,0.0055742,0.499263,211,4,-0.36296,0.99846,0.99848,1.0,19005,0,-0.36296
BRINP3,4,0.0015433,0.0055814,0.499263,212,3,-0.54944,0.69596,0.70252,1.0,12818,1,-0.54944
PGBD5,4,0.0015436,0.0055825,0.499263,213,4,-0.24329,0.99846,0.99847,1.0,19004,0,-0.24329
SRRM1,4,0.0015468,0.0055949,0.499263,214,3,-0.46178,0.88077,0.88028,1.0,16379,0,-0.46178
SIVA1,4,0.0015513,0.0056162,0.499263,215,4,-0.3121,0.99845,0.99847,1.0,19002,0,-0.3121
PHTF2,4,0.0015616,0.0056498,0.499931,216,3,-0.54538,0.88961,0.88927,1.0,16539,0,-0.54538
ZC3H12B,4,0.0015804,0.0057161,0.503468,217,3,-0.48417,0.98603,0.98604,1.0,18677,0,-0.48417
MCM9,4,0.0016513,0.0059694,0.523367,218,3,-0.56167,0.73606,0.73709,1.0,13502,1,-0.56167
CCDC103,4,0.0016622,0.0060083,0.52428,219,2,-0.35461,0.84902,0.84843,1.0,15720,0,-0.35461
ARL14EPL,4,0.0016699,0.0060347,0.52428,220,3,-0.48816,0.71815,0.72113,1.0,13174,1,-0.48816
AGAP3,4,0.0016883,0.0060938,0.526373,221,3,-0.44251,0.78341,0.78301,1.0,14352,0,-0.44251
LIN9,4,0.0016951,0.0061145,0.526373,222,3,-0.46511,0.99143,0.99149,1.0,18811,0,-0.46511
FANCL,4,0.0017019,0.0061414,0.526373,223,3,-0.63183,0.96556,0.9655,1.0,18178,0,-0.63183
STOML1,4,0.0017182,0.0062046,0.529416,224,3,-0.49052,0.7614,0.76109,1.0,13937,1,-0.49052
POTEI,4,0.0017527,0.0063264,0.537404,225,3,-0.52272,0.87372,0.8733,1.0,16226,0,-0.52272
PEX1,4,0.0017837,0.0064481,0.544234,226,4,-0.32999,0.99822,0.99824,1.0,19001,0,-0.32999
MMS19,4,0.0017987,0.0064942,0.544234,227,4,-0.61489,0.9982,0.99822,1.0,19000,0,-0.61489
POT1,4,0.0018106,0.0065299,0.544234,228,4,-0.33374,0.99819,0.99821,1.0,18999,0,-0.33374
DYNC2LI1,4,0.0018178,0.0065527,0.544234,229,3,-0.38333,0.59452,0.6287,1.0,11401,1,-0.38333
