id,num,neg|score,neg|p-value,neg|fdr,neg|rank,neg|goodsgrna,neg|lfc,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna,pos|lfc
NR1D2,4,0.82427,0.82376,1.0,15290,0,-0.028384,0.79997,0.79958,1.0,14695,0,-0.028384
SARAF,4,0.8243,0.82379,1.0,15291,0,-0.028661,0.088597,0.19325,1.0,3412,1,-0.028661
HAP1,4,0.82433,0.82381,1.0,15292,0,0.31195,0.030544,0.077696,1.0,1452,3,0.31195
LILRA4,4,0.82434,0.82382,1.0,15293,0,-0.087753,0.85897,0.8585,1.0,15923,0,-0.087753
DCTN5,4,0.82441,0.82389,1.0,15294,0,0.091089,0.1358,0.24743,1.0,4307,2,0.091089
RGS11,4,0.82447,0.82393,1.0,15295,0,0.20612,0.088375,0.19283,1.0,3403,2,0.20612
TRAK2,4,0.8246,0.82407,1.0,15296,0,-0.018648,0.84633,0.8457,1.0,15669,0,-0.018648
OTOP2,4,0.82467,0.82414,1.0,15297,0,0.034055,0.2896,0.42124,1.0,7474,2,0.034055
MB,4,0.82471,0.82417,1.0,15298,0,0.14606,0.17073,0.28716,1.0,5031,2,0.14606
C8orf48,4,0.82475,0.82421,1.0,15299,0,-0.078113,0.38658,0.51284,1.0,9220,1,-0.078113
HOXC10,4,0.82477,0.82422,1.0,15300,0,0.13714,0.23053,0.35503,1.0,6236,2,0.13714
MRO,4,0.82478,0.82424,1.0,15301,0,0.19444,0.049026,0.1159,1.0,2032,2,0.19444
TIMD4,4,0.82482,0.82428,1.0,15302,0,0.099747,0.33529,0.47265,1.0,8450,2,0.099747
PAX6,4,0.82486,0.82432,1.0,15303,0,0.057787,0.20219,0.32291,1.0,5669,2,0.057787
POU4F2,4,0.82489,0.82435,1.0,15304,0,-0.010882,0.9045,0.90417,1.0,16865,0,-0.010882
HOXA4,4,0.82495,0.82441,1.0,15305,0,0.0063174,0.47734,0.55908,1.0,10082,1,0.0063174
TMEM242,4,0.82498,0.82444,1.0,15306,0,0.31647,0.016067,0.046339,0.885215,998,3,0.31647
ROPN1L,4,0.82518,0.82461,1.0,15307,0,0.088391,0.66116,0.6753,1.0,12287,1,0.088391
C3orf36,4,0.8252,0.82463,1.0,15308,0,0.18638,0.0074026,0.025371,0.669188,724,2,0.18638
CAP1,4,0.8253,0.82473,1.0,15309,0,-0.030358,0.60473,0.63546,1.0,11530,1,-0.030358
NOV,4,0.82532,0.82474,1.0,15310,0,-0.082622,0.14922,0.26273,1.0,4590,1,-0.082622
C10orf2,4,0.82533,0.82475,1.0,15311,0,-0.034303,0.14913,0.26263,1.0,4589,1,-0.034303
HTATIP2,4,0.82537,0.82479,1.0,15312,0,0.036731,0.19697,0.31701,1.0,5560,2,0.036731
CADPS,4,0.82544,0.82488,1.0,15313,0,-0.076319,0.91511,0.9149,1.0,17079,0,-0.076319
CENPW,4,0.82554,0.82497,1.0,15314,0,0.21638,0.14546,0.25846,1.0,4522,2,0.21638
EXOSC3,4,0.82556,0.82499,1.0,15315,0,0.07766,0.26884,0.39789,1.0,7003,2,0.07766
MCF2,4,0.82559,0.82501,1.0,15316,0,-0.079028,0.34428,0.48282,1.0,8627,1,-0.079028
PRRG3,4,0.82561,0.82504,1.0,15317,0,0.10351,0.20748,0.32894,1.0,5765,2,0.10351
INTS3,4,0.82564,0.82507,1.0,15318,0,0.37024,0.027305,0.07087,1.0,1345,2,0.37024
COA5,4,0.82567,0.82509,1.0,15319,0,-0.024795,0.08552,0.18743,1.0,3302,1,-0.024795
SMG8,4,0.8257,0.82511,1.0,15320,0,0.069643,0.42914,0.53387,1.0,9581,1,0.069643
NPIPA1,4,0.82574,0.82516,1.0,15321,0,0.42072,0.064221,0.14634,1.0,2542,2,0.42072
RORB,4,0.82581,0.82523,1.0,15322,0,0.080689,0.13889,0.251,1.0,4371,2,0.080689
C12orf40,4,0.82583,0.82525,1.0,15323,0,0.010269,0.41556,0.52702,1.0,9474,1,0.010269
NPIPB5,4,0.82597,0.82538,1.0,15324,0,0.13831,0.10317,0.21002,1.0,3675,2,0.13831
DHRS4,4,0.82599,0.82541,1.0,15325,0,-0.10052,0.92169,0.92149,1.0,17205,0,-0.10052
PWWP2B,4,0.82602,0.82544,1.0,15326,0,0.033247,0.4084,0.52345,1.0,9402,1,0.033247
PTAR1,4,0.82604,0.82545,1.0,15327,0,0.047946,0.33384,0.47099,1.0,8423,2,0.047946
RPL27,4,0.82605,0.82546,1.0,15328,0,0.33432,0.034187,0.085472,1.0,1569,3,0.33432
NXPE1,4,0.82609,0.8255,1.0,15329,0,0.047953,0.68176,0.69121,1.0,12608,1,0.047953
NGB,4,0.82623,0.82565,1.0,15330,0,0.0083482,0.55473,0.60337,1.0,10903,1,0.0083482
ZNF512,4,0.82628,0.82569,1.0,15331,0,-0.041228,0.75957,0.75929,1.0,13901,1,-0.041228
FXYD1,4,0.8263,0.82572,1.0,15332,0,-0.12966,0.55442,0.6032,1.0,10899,1,-0.12966
FAM72C,4,0.82635,0.82577,1.0,15333,0,0.26907,0.27033,0.39955,1.0,7038,2,0.26907
RASL11B,4,0.82643,0.82586,1.0,15334,0,-0.018722,0.12156,0.23106,1.0,4041,1,-0.018722
ACTRT3,4,0.82646,0.82588,1.0,15335,0,0.32108,0.025417,0.066866,1.0,1272,3,0.32108
IGFN1,4,0.82647,0.8259,1.0,15336,0,0.020473,0.12502,0.23498,1.0,4102,1,0.020473
OR10A3,4,0.82649,0.82591,1.0,15337,0,0.21585,0.091471,0.19661,1.0,3472,2,0.21585
TGM5,4,0.8265,0.82593,1.0,15338,0,0.12234,0.12366,0.23348,1.0,4076,2,0.12234
SLITRK2,4,0.82656,0.826,1.0,15339,0,0.079833,0.43737,0.53809,1.0,9677,1,0.079833
CMTM2,4,0.82661,0.82606,1.0,15340,0,0.25677,0.040662,0.098946,1.0,1772,3,0.25677
AGTR2,4,0.82663,0.82608,1.0,15341,0,0.075904,0.44803,0.54355,1.0,9779,1,0.075904
OR10J1,4,0.82668,0.82613,1.0,15342,0,0.2523,0.054039,0.12619,1.0,2200,3,0.2523
ETV2,4,0.8267,0.82615,1.0,15343,0,0.1549,0.077283,0.17176,1.0,2997,2,0.1549
ZNF165,4,0.82674,0.82619,1.0,15344,0,0.22587,0.35651,0.49646,1.0,8904,2,0.22587
KRTCAP3,4,0.82677,0.82621,1.0,15345,0,0.082405,0.30401,0.43739,1.0,7794,2,0.082405
ICA1L,4,0.82694,0.82637,1.0,15346,0,0.0052588,0.57543,0.61631,1.0,11131,1,0.0052588
LAD1,4,0.82695,0.82638,1.0,15347,0,0.19837,0.12696,0.23721,1.0,4139,2,0.19837
HELZ,4,0.82699,0.82642,1.0,15348,0,0.1361,0.16519,0.28087,1.0,4924,2,0.1361
PIWIL4,4,0.82701,0.82644,1.0,15349,0,0.15428,0.23015,0.3546,1.0,6224,1,0.15428
BRS3,4,0.82709,0.82652,1.0,15350,0,0.06395,0.3274,0.46372,1.0,8274,2,0.06395
CFAP43,4,0.82712,0.82655,1.0,15351,0,0.23705,0.083717,0.18405,1.0,3236,3,0.23705
CSNK1G3,4,0.82729,0.8267,1.0,15352,0,0.012438,0.55899,0.60596,1.0,10953,1,0.012438
PSMD6,4,0.82733,0.82674,1.0,15353,0,0.12811,0.20151,0.32214,1.0,5654,2,0.12811
SHCBP1L,4,0.82734,0.82676,1.0,15354,0,-0.074419,0.92111,0.92092,1.0,17194,0,-0.074419
SLC22A5,4,0.82736,0.82677,1.0,15355,0,-0.10852,0.7826,0.78217,1.0,14335,0,-0.10852
NME9,4,0.82743,0.82685,1.0,15356,0,0.15006,0.20207,0.32277,1.0,5665,2,0.15006
COL23A1,4,0.82744,0.82686,1.0,15357,0,0.18435,0.20592,0.32716,1.0,5736,2,0.18435
FAM19A3,4,0.82753,0.82694,1.0,15358,0,0.073782,0.35145,0.49085,1.0,8793,1,0.073782
GDF15,4,0.82762,0.82703,1.0,15359,0,0.018197,0.18975,0.30883,1.0,5409,1,0.018197
TBP,4,0.82771,0.82712,1.0,15360,0,0.41043,0.0067168,0.023148,0.636487,695,3,0.41043
FAM20A,4,0.82778,0.82718,1.0,15361,0,0.004524,0.57416,0.61548,1.0,11118,1,0.004524
BMP10,4,0.82781,0.82721,1.0,15362,0,-0.0052874,0.45662,0.54802,1.0,9868,1,-0.0052874
C9orf131,4,0.82786,0.82727,1.0,15363,0,0.12717,0.1793,0.29695,1.0,5202,2,0.12717
PNPLA8,4,0.8279,0.8273,1.0,15364,0,-0.071487,0.69628,0.70278,1.0,12827,1,-0.071487
ZNF425,4,0.82792,0.82732,1.0,15365,0,0.13025,0.22529,0.34905,1.0,6126,2,0.13025
ZNF48,4,0.82794,0.82734,1.0,15366,0,0.16251,0.055048,0.12816,1.0,2226,2,0.16251
MOCS2,4,0.82796,0.82736,1.0,15367,0,0.090224,0.23966,0.3652,1.0,6416,2,0.090224
VCX3A,4,0.82797,0.82737,1.0,15368,0,0.31646,0.012531,0.038268,0.811777,901,3,0.31646
DEFA6,4,0.828,0.8274,1.0,15369,0,0.014046,0.86686,0.86643,1.0,16080,0,0.014046
DCXR,4,0.82807,0.82748,1.0,15370,0,0.16605,0.24476,0.3709,1.0,6534,2,0.16605
JMJD6,4,0.82808,0.82749,1.0,15371,0,0.455,0.013267,0.039958,0.827419,923,3,0.455
R3HDML,4,0.82827,0.82766,1.0,15372,0,0.064534,0.55396,0.60293,1.0,10895,1,0.064534
FAM214A,4,0.82828,0.82767,1.0,15373,0,0.097482,0.10661,0.21404,1.0,3738,2,0.097482
GTPBP6,4,0.82829,0.82769,1.0,15374,0,0.10721,0.13774,0.24967,1.0,4344,2,0.10721
ABCD4,4,0.82838,0.82777,1.0,15375,0,-0.029065,0.16084,0.2759,1.0,4829,1,-0.029065
CASC5,4,0.82839,0.82778,1.0,15376,0,0.073189,0.64787,0.66553,1.0,12099,1,0.073189
AGPAT3,4,0.82843,0.82782,1.0,15377,0,0.029813,0.49699,0.56978,1.0,10269,1,0.029813
CTTN,4,0.82863,0.82801,1.0,15378,0,0.094704,0.30923,0.44324,1.0,7900,2,0.094704
PPP5D1,4,0.82868,0.82807,1.0,15379,0,0.042213,0.78835,0.78794,1.0,14458,0,0.042213
DNPH1,4,0.82871,0.8281,1.0,15380,0,0.10218,0.1253,0.23531,1.0,4106,2,0.10218
MYADM,4,0.82873,0.82811,1.0,15381,0,-0.0079685,0.72552,0.72768,1.0,13320,1,-0.0079685
TCEAL5,4,0.8288,0.82817,1.0,15382,0,0.24747,0.10148,0.2081,1.0,3649,2,0.24747
GYPC,4,0.82887,0.82825,1.0,15383,0,0.036712,0.27204,0.4015,1.0,7082,1,0.036712
CFLAR,4,0.82889,0.82827,1.0,15384,0,0.27516,0.2058,0.327,1.0,5734,1,0.27516
ATXN3,4,0.82892,0.8283,1.0,15385,0,0.078118,0.31209,0.44651,1.0,7956,2,0.078118
CELA1,4,0.82896,0.82833,1.0,15386,0,0.099657,0.26966,0.3988,1.0,7021,2,0.099657
TDRD3,4,0.82898,0.82836,1.0,15387,0,0.020982,0.85605,0.85554,1.0,15865,0,0.020982
CCDC87,4,0.82903,0.8284,1.0,15388,0,0.14288,0.191,0.31026,1.0,5435,2,0.14288
APLNR,4,0.8293,0.82866,1.0,15389,0,-0.047718,0.2073,0.32872,1.0,5761,1,-0.047718
SCRN1,4,0.82931,0.82868,1.0,15390,0,0.11034,0.20901,0.33066,1.0,5794,2,0.11034
CT47A3,4,0.82939,0.82877,1.0,15391,0,0.017699,0.81107,0.81065,1.0,14943,0,0.017699
KIAA1586,4,0.82945,0.82881,1.0,15392,0,-0.014109,0.26816,0.39713,1.0,6988,1,-0.014109
TBC1D3K,4,0.82953,0.8289,1.0,15393,0,0.019166,0.62029,0.64612,1.0,11732,1,0.019166
MC2R,4,0.82966,0.82902,1.0,15394,0,0.13347,0.16607,0.28187,1.0,4943,2,0.13347
ASB8,4,0.82967,0.82903,1.0,15395,0,0.11259,0.28919,0.42078,1.0,7463,1,0.11259
MT4,4,0.8298,0.82916,1.0,15396,0,-0.055811,0.099717,0.20611,1.0,3611,1,-0.055811
ZBED6,4,0.82981,0.82918,1.0,15397,0,0.05362,0.15781,0.27247,1.0,4771,2,0.05362
RBM38,4,0.82988,0.82925,1.0,15398,0,0.20844,0.07076,0.15916,1.0,2772,2,0.20844
NAMPT,4,0.82989,0.82926,1.0,15399,0,0.26982,0.012363,0.037905,0.809796,894,2,0.26982
CLNK,4,0.82991,0.82928,1.0,15400,0,0.2514,0.083301,0.18327,1.0,3220,2,0.2514
ZFP2,4,0.82992,0.8293,1.0,15401,0,0.052377,0.59946,0.63199,1.0,11463,1,0.052377
SPIN1,4,0.82996,0.82933,1.0,15402,0,0.25826,0.068034,0.15378,1.0,2668,3,0.25826
AKR1E2,4,0.82998,0.82934,1.0,15403,0,0.040419,0.31377,0.44839,1.0,7985,1,0.040419
ERBB4,4,0.83003,0.82939,1.0,15404,0,0.0041356,0.59952,0.63203,1.0,11465,1,0.0041356
ALOX12,4,0.83006,0.82942,1.0,15405,0,-0.021557,0.87106,0.87067,1.0,16174,0,-0.021557
FOXI2,4,0.83024,0.82961,1.0,15406,0,0.071852,0.25837,0.38622,1.0,6805,2,0.071852
OR2AP1,4,0.8304,0.82977,1.0,15407,0,-0.029896,0.35413,0.49384,1.0,8851,1,-0.029896
MTNR1A,4,0.83052,0.82989,1.0,15408,0,-0.046888,0.92479,0.9246,1.0,17268,0,-0.046888
LETM1,4,0.8306,0.82998,1.0,15409,0,0.089665,0.31784,0.45292,1.0,8073,2,0.089665
SDC3,4,0.83068,0.83006,1.0,15410,0,-0.041783,0.4638,0.5518,1.0,9942,1,-0.041783
ARL17B,4,0.83078,0.83017,1.0,15411,0,0.27547,0.067872,0.15348,1.0,2658,3,0.27547
CHCHD6,4,0.83082,0.83021,1.0,15412,0,-0.059109,0.66285,0.67658,1.0,12317,1,-0.059109
PROM1,4,0.83083,0.83022,1.0,15413,0,0.15694,0.068253,0.15421,1.0,2682,3,0.15694
ZNF638,4,0.83104,0.83044,1.0,15414,0,0.080604,0.097637,0.20369,1.0,3576,2,0.080604
SNTG2,4,0.83114,0.83053,1.0,15415,0,0.16191,0.22632,0.35023,1.0,6150,2,0.16191
GLT8D2,4,0.83116,0.83057,1.0,15416,0,-0.017105,0.26351,0.39197,1.0,6900,1,-0.017105
PF4V1,4,0.83118,0.83058,1.0,15417,0,0.008825,0.74097,0.74159,1.0,13582,1,0.008825
DLL1,4,0.83122,0.83062,1.0,15418,0,0.054543,0.75984,0.75956,1.0,13908,1,0.054543
OXTR,4,0.83126,0.83066,1.0,15419,0,0.0030429,0.45983,0.54974,1.0,9892,1,0.0030429
TCAF2,4,0.83137,0.83077,1.0,15420,0,0.11466,0.16682,0.28271,1.0,4961,2,0.11466
HINT1,4,0.83153,0.83092,1.0,15421,0,0.11249,0.30491,0.4384,1.0,7820,2,0.11249
CPA2,4,0.83156,0.83095,1.0,15422,0,-0.072525,0.54496,0.59738,1.0,10774,1,-0.072525
OR5C1,4,0.83158,0.83095,1.0,15423,0,0.16353,0.1216,0.23111,1.0,4042,2,0.16353
NSMCE1,4,0.83162,0.83099,1.0,15424,0,0.49148,0.01939,0.053764,0.941016,1092,3,0.49148
LYPD6,4,0.83163,0.83101,1.0,15425,0,0.024003,0.30256,0.43575,1.0,7758,2,0.024003
DNAH6,4,0.83173,0.8311,1.0,15426,0,0.23494,0.010386,0.033485,0.759199,843,2,0.23494
ELK3,4,0.83174,0.83111,1.0,15427,0,0.21973,0.015717,0.045542,0.876587,993,3,0.21973
ACTR10,4,0.83184,0.83122,1.0,15428,0,0.016153,0.67355,0.68483,1.0,12487,1,0.016153
SIGLEC10,4,0.83192,0.83129,1.0,15429,0,0.0024712,0.27816,0.40842,1.0,7219,1,0.0024712
IGFL1,4,0.83207,0.83144,1.0,15430,0,0.054115,0.23871,0.36415,1.0,6396,1,0.054115
OSBPL2,4,0.8321,0.83147,1.0,15431,0,0.14809,0.14318,0.25582,1.0,4472,2,0.14809
SSR3,4,0.83213,0.8315,1.0,15432,0,0.14745,0.099913,0.20631,1.0,3617,2,0.14745
MYOCD,4,0.83221,0.83157,1.0,15433,0,-0.039965,0.7819,0.78145,1.0,14318,0,-0.039965
ZNF134,4,0.83233,0.83168,1.0,15434,0,-0.034961,0.33516,0.47251,1.0,8447,1,-0.034961
MTMR2,4,0.83237,0.83173,1.0,15435,0,-0.065474,0.78313,0.78272,1.0,14344,0,-0.065474
GLRX5,4,0.83263,0.832,1.0,15436,0,0.13785,0.51395,0.57923,1.0,10438,1,0.13785
PLEKHG7,4,0.83267,0.83205,1.0,15437,0,0.14181,0.24239,0.36823,1.0,6476,2,0.14181
PKN1,4,0.83274,0.83211,1.0,15438,0,0.14894,0.20534,0.32644,1.0,5727,2,0.14894
LRRC1,4,0.83277,0.83214,1.0,15439,0,0.053209,0.51083,0.57749,1.0,10409,1,0.053209
LRRC3C,4,0.83288,0.83226,1.0,15440,0,-0.025904,0.63118,0.65365,1.0,11873,1,-0.025904
MMEL1,4,0.83292,0.83229,1.0,15441,0,0.36911,0.027403,0.071079,1.0,1347,3,0.36911
IMPG1,4,0.83293,0.83231,1.0,15442,0,0.071115,0.80925,0.80887,1.0,14897,0,0.071115
TTC7B,4,0.83302,0.83239,1.0,15443,0,0.088426,0.68999,0.69775,1.0,12730,1,0.088426
PTPRD,4,0.83303,0.8324,1.0,15444,0,0.1143,0.13196,0.24297,1.0,4224,2,0.1143
RPL18,4,0.83307,0.83244,1.0,15445,0,0.47237,0.04884,0.11554,1.0,2026,3,0.47237
AMER1,4,0.8331,0.83247,1.0,15446,0,-0.0056508,0.75078,0.75084,1.0,13747,1,-0.0056508
CCND2,4,0.83311,0.83248,1.0,15447,0,0.0093778,0.46009,0.54988,1.0,9898,1,0.0093778
ATP1A3,4,0.83319,0.83256,1.0,15448,0,0.042268,0.74925,0.74938,1.0,13726,1,0.042268
FAM110D,4,0.83329,0.83265,1.0,15449,0,0.17867,0.12718,0.23746,1.0,4141,2,0.17867
ITLN1,4,0.83336,0.83272,1.0,15450,0,0.28076,0.020959,0.057147,0.963177,1134,3,0.28076
CLDN5,4,0.83338,0.83275,1.0,15451,0,0.23982,0.10246,0.20919,1.0,3666,2,0.23982
GM2A,4,0.8334,0.83276,1.0,15452,0,0.16422,0.18492,0.30338,1.0,5305,2,0.16422
RDH11,4,0.83341,0.83278,1.0,15453,0,0.11279,0.22869,0.35292,1.0,6192,2,0.11279
IDH3G,4,0.83355,0.83292,1.0,15454,0,-0.0036994,0.83779,0.83712,1.0,15496,0,-0.0036994
CCDC80,4,0.8336,0.83297,1.0,15455,0,-0.049788,0.87893,0.87848,1.0,16335,0,-0.049788
EPHX2,4,0.83362,0.83298,1.0,15456,0,0.080262,0.56182,0.60777,1.0,10984,1,0.080262
PLEKHA1,4,0.83366,0.83303,1.0,15457,0,-0.013334,0.43618,0.53751,1.0,9664,1,-0.013334
COLQ,4,0.83372,0.83309,1.0,15458,0,0.19496,0.043243,0.10426,1.0,1852,3,0.19496
DDX18,4,0.83379,0.83317,1.0,15459,0,0.059489,0.55496,0.6035,1.0,10905,1,0.059489
RIOK3,4,0.83385,0.83321,1.0,15460,0,-0.046978,0.68443,0.69334,1.0,12648,1,-0.046978
KCNH4,4,0.8339,0.83328,1.0,15461,0,0.081032,0.78579,0.78535,1.0,14395,0,0.081032
PCCB,4,0.83392,0.8333,1.0,15462,0,0.52376,0.00087897,0.0032073,0.197153,310,3,0.52376
GAL3ST3,4,0.83396,0.83334,1.0,15463,0,0.17531,0.087066,0.19029,1.0,3357,3,0.17531
SPATA25,4,0.83398,0.83337,1.0,15464,0,0.40342,0.019826,0.054683,0.943705,1107,3,0.40342
RBPMS2,4,0.83406,0.83345,1.0,15465,0,0.094539,0.54089,0.59494,1.0,10726,1,0.094539
LETM2,4,0.83408,0.83347,1.0,15466,0,-0.035536,0.4622,0.55095,1.0,9923,1,-0.035536
EXT2,4,0.83409,0.83348,1.0,15467,0,0.21158,0.13535,0.24691,1.0,4295,2,0.21158
MBLAC2,4,0.83413,0.83352,1.0,15468,0,-0.057321,0.95359,0.95347,1.0,17919,0,-0.057321
ASPN,4,0.83424,0.83363,1.0,15469,0,0.076395,0.23846,0.36387,1.0,6388,2,0.076395
ZNF718,4,0.83431,0.8337,1.0,15470,0,0.072148,0.40387,0.52124,1.0,9360,1,0.072148
TNFAIP6,4,0.83434,0.83372,1.0,15471,0,0.050081,0.67686,0.68736,1.0,12536,1,0.050081
USP17L19,4,0.83445,0.83384,1.0,15472,0,0.18878,0.067737,0.15324,1.0,2655,2,0.18878
TMEM150A,4,0.83446,0.83386,1.0,15473,0,0.079102,0.40741,0.52298,1.0,9388,1,0.079102
SKIV2L2,4,0.83449,0.83389,1.0,15474,0,0.42367,0.03555,0.08829,1.0,1602,3,0.42367
VDAC3,4,0.83466,0.83406,1.0,15475,0,0.03722,0.15592,0.27032,1.0,4729,1,0.03722
TIFA,4,0.83468,0.83408,1.0,15476,0,-0.0088034,0.78052,0.78007,1.0,14293,0,-0.0088034
REEP2,4,0.8348,0.8342,1.0,15477,0,0.20916,0.098929,0.20514,1.0,3596,2,0.20916
KRT7,4,0.83485,0.83425,1.0,15478,0,-0.037519,0.38328,0.51125,1.0,9187,1,-0.037519
CCT8,4,0.83508,0.83447,1.0,15479,0,0.076454,0.33205,0.46903,1.0,8378,2,0.076454
SPATA7,4,0.83512,0.83451,1.0,15480,0,0.11274,0.74507,0.7454,1.0,13649,1,0.11274
P4HA2,4,0.83515,0.83454,1.0,15481,0,0.055724,0.32934,0.46597,1.0,8310,2,0.055724
TRIM58,4,0.83518,0.83457,1.0,15482,0,0.16312,0.20788,0.3294,1.0,5771,2,0.16312
SFRP1,4,0.83519,0.83458,1.0,15483,0,-0.051049,0.79888,0.79854,1.0,14670,0,-0.051049
ZCCHC12,4,0.83524,0.83463,1.0,15484,0,0.013725,0.44454,0.54173,1.0,9736,1,0.013725
TMTC4,4,0.83527,0.83466,1.0,15485,0,0.0461,0.87192,0.87154,1.0,16188,0,0.0461
CLLU1,4,0.83539,0.83477,1.0,15486,0,0.11482,0.23049,0.35498,1.0,6234,2,0.11482
SPCS3,4,0.83546,0.83484,1.0,15487,0,0.38658,0.0070242,0.024122,0.650274,709,2,0.38658
GDF2,4,0.83547,0.83486,1.0,15488,0,-0.041632,0.74772,0.74791,1.0,13694,1,-0.041632
VWC2L,4,0.8355,0.83488,1.0,15489,0,-0.0022433,0.58136,0.62007,1.0,11215,1,-0.0022433
HYAL3,4,0.83554,0.83491,1.0,15490,0,-0.06748,0.85192,0.85133,1.0,15778,0,-0.06748
TMEM52B,4,0.83564,0.83501,1.0,15491,0,0.13787,0.214,0.33643,1.0,5894,2,0.13787
HSPA8,4,0.83568,0.83504,1.0,15492,0,0.2699,0.13449,0.24592,1.0,4274,2,0.2699
DOT1L,4,0.83572,0.83508,1.0,15493,0,0.84524,0.00044677,0.0016362,0.120742,259,3,0.84524
TMC6,4,0.83584,0.83519,1.0,15494,0,-0.022614,0.7139,0.71742,1.0,13098,1,-0.022614
SYN2,4,0.83592,0.83528,1.0,15495,0,0.0052892,0.81448,0.81408,1.0,15017,0,0.0052892
MRPL44,4,0.83593,0.83529,1.0,15496,0,0.15567,0.24971,0.37647,1.0,6623,2,0.15567
SELP,4,0.83616,0.83551,1.0,15497,0,-0.04186,0.86398,0.86356,1.0,16025,0,-0.04186
C1QTNF6,4,0.83618,0.83553,1.0,15498,0,0.10424,0.12034,0.22965,1.0,4017,2,0.10424
PANX2,4,0.83619,0.83554,1.0,15499,0,0.086537,0.67751,0.68785,1.0,12546,1,0.086537
GDF6,4,0.8362,0.83555,1.0,15500,0,0.14461,0.13116,0.24207,1.0,4208,2,0.14461
FAM32A,4,0.83624,0.83558,1.0,15501,0,0.081741,0.58936,0.62527,1.0,11335,1,0.081741
ITIH3,4,0.83627,0.83561,1.0,15502,0,0.19845,0.13942,0.25159,1.0,4383,2,0.19845
RNF187,4,0.83628,0.83563,1.0,15503,0,0.24186,0.035343,0.087858,1.0,1595,3,0.24186
ALOX15,4,0.8363,0.83564,1.0,15504,0,0.061585,0.35292,0.49249,1.0,8824,1,0.061585
SLC26A7,4,0.83631,0.83566,1.0,15505,0,-0.047273,0.52389,0.58506,1.0,10540,1,-0.047273
LRRC49,4,0.83646,0.83581,1.0,15506,0,0.051987,0.31046,0.44464,1.0,7927,2,0.051987
PRSS46,4,0.83651,0.83586,1.0,15507,0,0.12908,0.33662,0.47414,1.0,8478,2,0.12908
MEPE,4,0.83655,0.8359,1.0,15508,0,-0.055347,0.15444,0.26864,1.0,4695,1,-0.055347
SCN1A,4,0.83659,0.83593,1.0,15509,0,0.085025,0.63583,0.65688,1.0,11930,1,0.085025
PNKP,4,0.83665,0.83599,1.0,15510,0,0.30028,0.01007,0.032742,0.748388,835,3,0.30028
BTF3,4,0.83681,0.83614,1.0,15511,0,0.17694,0.0197,0.054408,0.943653,1102,2,0.17694
PRSS21,4,0.83683,0.83617,1.0,15512,0,0.011556,0.47692,0.55884,1.0,10079,1,0.011556
TP53RK,4,0.83685,0.83618,1.0,15513,0,0.20826,0.088077,0.19223,1.0,3389,2,0.20826
REG1B,4,0.8369,0.83624,1.0,15514,0,0.047361,0.20664,0.32799,1.0,5746,1,0.047361
CHADL,4,0.83698,0.83631,1.0,15515,0,0.13102,0.35263,0.49216,1.0,8817,2,0.13102
OR51G1,4,0.837,0.83632,1.0,15516,0,-0.048484,0.31727,0.45228,1.0,8062,1,-0.048484
PAFAH1B1,4,0.83708,0.83639,1.0,15517,0,0.19952,0.29412,0.42626,1.0,7569,1,0.19952
OR6B2,4,0.83718,0.83651,1.0,15518,0,0.090298,0.14756,0.26083,1.0,4560,2,0.090298
CTBS,4,0.8372,0.83653,1.0,15519,0,0.052505,0.49429,0.56829,1.0,10248,1,0.052505
PPP1R32,4,0.83721,0.83654,1.0,15520,0,0.17107,0.34304,0.48143,1.0,8606,2,0.17107
UQCC1,4,0.83724,0.83657,1.0,15521,0,0.079624,0.2119,0.33402,1.0,5858,1,0.079624
DRP2,4,0.8373,0.83663,1.0,15522,0,0.0028019,0.87008,0.86967,1.0,16158,0,0.0028019
PITX2,4,0.83733,0.83665,1.0,15523,0,0.37623,0.014922,0.043774,0.85947,973,3,0.37623
PRAMEF2,4,0.83737,0.8367,1.0,15524,0,0.10871,0.061071,0.1401,1.0,2448,1,0.10871
PALD1,4,0.83742,0.83675,1.0,15525,0,0.13476,0.15194,0.26581,1.0,4641,2,0.13476
FSCN1,4,0.83745,0.83679,1.0,15526,0,0.082486,0.3386,0.47643,1.0,8516,2,0.082486
NFE4,4,0.8375,0.83683,1.0,15527,0,0.038416,0.71012,0.71424,1.0,13034,1,0.038416
MAD2L1,4,0.83757,0.83689,1.0,15528,0,0.11993,0.067943,0.15361,1.0,2662,2,0.11993
PAGE5,4,0.83761,0.83694,1.0,15529,0,-0.018288,0.29834,0.431,1.0,7664,1,-0.018288
2023-03-10 00:00:00,4,0.83768,0.83702,1.0,15530,0,0.1593,0.097035,0.20299,1.0,3568,2,0.1593
OR1Q1,4,0.83769,0.83703,1.0,15531,0,0.00072841,0.21212,0.33426,1.0,5861,1,0.00072841
ZNF622,4,0.83777,0.83711,1.0,15532,0,-0.011124,0.92284,0.9227,1.0,17233,0,-0.011124
KLRC1,4,0.8378,0.83713,1.0,15533,0,0.13548,0.18317,0.30136,1.0,5269,2,0.13548
ZBTB6,4,0.83781,0.83714,1.0,15534,0,-0.005383,0.30178,0.4349,1.0,7744,1,-0.005383
ALG8,4,0.83785,0.83718,1.0,15535,0,0.43704,0.008573,0.029095,0.702436,790,3,0.43704
