gene,beta_mean,beta_sd,psp,lfsr,tau_beta_mean,tau_u_mean,phi_mean,n_obs,n_sgrna,n_sample,batch_size
ST6GALNAC6,0.02593124504823051,0.31325030548336397,0.538,0.46199999999999997,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
STK32B,-0.11871427254250899,0.33260945920411333,0.358,0.358,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
STOML3,-0.013568904512271704,0.3141683597555187,0.477,0.477,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
STX1A,-0.0951520540313901,0.3191182789418827,0.389,0.389,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
SUPT20HL2,0.10910806170880104,0.32034519856796917,0.635,0.365,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
SUSD5,-0.10130547644993741,0.30924313594266967,0.386,0.386,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
SYNGR1,-0.12838038518760445,0.32095123193053776,0.365,0.365,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
SYNPR,0.037511809875684705,0.31451207254896185,0.555,0.44499999999999995,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
SYT8,-0.2218102926196096,0.35165123268320797,0.267,0.267,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TAS2R43,-0.13373397866975742,0.317278552880495,0.362,0.362,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TBCD,-0.12049578867125878,0.31086387879022115,0.359,0.359,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TBX5,-0.009405607800520296,0.3189361949270537,0.485,0.485,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TDP1,-0.03560439286762143,0.32920798119753003,0.462,0.462,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TECRL,0.0332011725316401,0.3332866583512101,0.528,0.472,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TEN1,-0.11000055993368635,0.33121300671024867,0.363,0.363,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TEX26,0.11474611262498126,0.31857715510345475,0.637,0.363,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TEX35,-0.21391933321826503,0.32793295299904696,0.266,0.266,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TGIF2LY,0.12010982452088442,0.32797930735502806,0.632,0.368,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
THSD7A,-0.08771143841404823,0.33460128340336837,0.403,0.403,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TIMM10,-0.037035390909564356,0.32973151195573847,0.437,0.437,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TIMM10B,0.11927783397445539,0.3280779667756132,0.63,0.37,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TIMP4,-0.00320218131675691,0.3298660842785022,0.507,0.493,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TIPIN,-0.2539365599491633,0.3534350929293985,0.227,0.227,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TLE2,-0.0676228726338236,0.3392686933571769,0.437,0.437,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TM9SF2,-0.06822858559549606,0.319403476568778,0.404,0.404,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TMEM151B,0.024339035242292063,0.3097411403712433,0.525,0.475,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TMEM160,-0.12462407854083041,0.3236910545697258,0.344,0.344,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TMEM168,-0.03593849943983644,0.34167693299272733,0.462,0.462,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TMEM186,0.11375377267361549,0.32966803021216057,0.627,0.373,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TMEM26,0.03920146500707609,0.3311337481475371,0.535,0.46499999999999997,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TMEM42,-0.0032738275853602945,0.3179350029875533,0.485,0.485,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TMEM68,-0.07557196336567522,0.3145964531527681,0.378,0.378,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TMEM8B,0.03508845672272104,0.32347884869960064,0.537,0.46299999999999997,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TMPO,0.0061358929612890115,0.3213351656315624,0.507,0.493,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TMPRSS11D,0.04594314949682743,0.3004804894594176,0.559,0.44099999999999995,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TMPRSS9,0.15982390117136272,0.3464310097959951,0.679,0.32099999999999995,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TNFRSF1B,0.17572854214809605,0.3177618596829074,0.7,0.30000000000000004,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TPI1,0.031638709864581116,0.3254614883468872,0.544,0.45599999999999996,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TPM3,0.007900431702940337,0.32839233559522596,0.52,0.48,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TREML2,0.051800619056329364,0.34288516576902395,0.554,0.44599999999999995,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TRIAP1,0.07521765710995845,0.34779074526797116,0.585,0.41500000000000004,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TRIM73,0.03979913330530964,0.3336595747016406,0.545,0.45499999999999996,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TRPC5,0.05602736884150733,0.3325397845804722,0.579,0.42100000000000004,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TSPAN15,0.18168786226579473,0.3194250006273247,0.699,0.30100000000000005,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
TSPYL2,-0.08805884010266328,0.3288309310471997,0.387,0.387,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
UBAP2L,-0.18204275472924344,0.34160952758164614,0.299,0.299,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
UNK,-0.030275088923798193,0.32500065811690293,0.473,0.473,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
UPP1,-0.05897786630569855,0.31632170515358476,0.424,0.424,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
USP17L2,-0.09268603959306158,0.32646193118259004,0.388,0.388,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
USP17L4,0.12727489135337233,0.32342660909199505,0.651,0.349,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
USP4,0.026190951122030886,0.3358579989384142,0.52,0.48,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
VCPIP1,0.04483474935022919,0.33587652365538634,0.549,0.45099999999999996,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
VPS26A,0.10029643755828294,0.3472306876054583,0.6,0.4,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
VSIG10L,-0.13604722476898248,0.339176041238836,0.347,0.347,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
WDR20,0.01115576614487856,0.33306465222604525,0.527,0.473,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
WDR45,0.1403167137869774,0.34366661256754427,0.661,0.33899999999999997,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
XKR4,-0.019944261902761815,0.3305659429534646,0.472,0.472,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
XRCC2,-0.18427364133371896,0.3275311442723636,0.302,0.302,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
YBEY,0.08978665329021586,0.332447877183765,0.604,0.396,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
YIF1B,-0.23044890986196268,0.33403916243365983,0.261,0.261,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
ZADH2,0.11317870458941959,0.32011717442723236,0.633,0.367,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
ZBTB10,-0.17087466126512404,0.3126562921361822,0.294,0.294,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
ZBTB20,0.0102313832990378,0.32292524651508586,0.496,0.496,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
ZBTB47,0.0906050848834419,0.32796787870251204,0.616,0.384,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
ZC2HC1B,0.026565436449070938,0.31532151604974595,0.528,0.472,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
ZFPL1,0.005975384692667339,0.3241336898899865,0.506,0.494,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
ZFR2,0.07808684400572988,0.3262441222337471,0.591,0.40900000000000003,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
ZNF100,0.09652582302919781,0.3338310715650762,0.616,0.384,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
ZNF140,-0.16313699426237166,0.32502776700946306,0.308,0.308,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
ZNF20,0.16133566642590805,0.31930594900636916,0.677,0.32299999999999995,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
ZNF250,0.12154061567566342,0.3305133623868593,0.629,0.371,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
ZNF280D,-0.034823712539397415,0.31285750464817585,0.467,0.467,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
ZNF354B,0.018323797386118765,0.3306822231205914,0.506,0.494,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
ZNF45,-0.13609395694245188,0.3457836173235566,0.349,0.349,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
ZNF536,0.06150239476074779,0.3217962697844675,0.581,0.41900000000000004,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
ZNF543,-0.024217513478659698,0.31324594247785,0.473,0.473,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
ZNF544,0.013137895413191535,0.3207475637244369,0.513,0.487,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
ZNF546,0.015435551236983088,0.3260111108955214,0.508,0.492,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
ZNF641,0.09084402117771778,0.3128587519339845,0.608,0.392,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
ZNF652,0.07992011054519427,0.3263725174803207,0.607,0.393,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
ZNF730,0.05303264407364766,0.32517854266780083,0.558,0.44199999999999995,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
ZNF750,-0.1380269742015659,0.33242015615386383,0.334,0.334,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
ZNF85,-0.15740030036751965,0.3190842296210642,0.315,0.315,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
ZNHIT1,0.1448922179737814,0.3253548895544329,0.678,0.32199999999999995,0.4521735905838495,1.5459693670827597,0.3817226060938484,16,4,4,500
2023-03-09 00:00:00,-0.0011302469535778676,0.3288485460638174,0.511,0.489,0.4642382351706752,1.5244938516894624,0.3778457202886702,16,4,4,500
AAK1,-0.18233343928993126,0.3190581113200774,0.273,0.273,0.4642382351706752,1.5244938516894624,0.3778457202886702,16,4,4,500
AAMP,0.1212255674873793,0.34716141395173344,0.646,0.354,0.4642382351706752,1.5244938516894624,0.3778457202886702,16,4,4,500
AASDHPPT,0.09642212354660659,0.3197679460398193,0.629,0.371,0.4642382351706752,1.5244938516894624,0.3778457202886702,16,4,4,500
ABCA5,-0.16207055113615723,0.3527675935494387,0.327,0.327,0.4642382351706752,1.5244938516894624,0.3778457202886702,16,4,4,500
ABI1,0.06697055490847169,0.3349305092460302,0.574,0.42600000000000005,0.4642382351706752,1.5244938516894624,0.3778457202886702,16,4,4,500
ACSL1,-0.20809562804479032,0.32460263713556786,0.268,0.268,0.4642382351706752,1.5244938516894624,0.3778457202886702,16,4,4,500
ACSL6,-0.15214190513032386,0.3223734677510313,0.329,0.329,0.4642382351706752,1.5244938516894624,0.3778457202886702,16,4,4,500
ACTRT3,0.12954005478797645,0.322565554245002,0.651,0.349,0.4642382351706752,1.5244938516894624,0.3778457202886702,16,4,4,500
ACVR2A,-0.10674435015438717,0.32559419831400477,0.38,0.38,0.4642382351706752,1.5244938516894624,0.3778457202886702,16,4,4,500
ADCY7,0.17969520866150682,0.32564484487055734,0.697,0.30300000000000005,0.4642382351706752,1.5244938516894624,0.3778457202886702,16,4,4,500
ADIPOR1,-0.007768852252196425,0.32324610929962255,0.485,0.485,0.4642382351706752,1.5244938516894624,0.3778457202886702,16,4,4,500
ADRA2C,-0.18148198410419292,0.3447129596517316,0.303,0.303,0.4642382351706752,1.5244938516894624,0.3778457202886702,16,4,4,500
AFF2,-0.2209973596743578,0.3384917695632523,0.261,0.261,0.4642382351706752,1.5244938516894624,0.3778457202886702,16,4,4,500
AFMID,-0.017503302579182953,0.31078398230303594,0.475,0.475,0.4642382351706752,1.5244938516894624,0.3778457202886702,16,4,4,500
AGBL2,0.10479566365034358,0.3274244828010858,0.609,0.391,0.4642382351706752,1.5244938516894624,0.3778457202886702,16,4,4,500
