gene,beta_mean_nuts,beta_sd_nuts,psp_nuts,lfsr_nuts,psp_draws,lfsr_draws,p_beta_gt_0,p_beta_lt_0,p_abs_beta_ge_0_3,p_abs_beta_ge_0_5,n_obs,n_sgrna,n_sample,chains,draws,tune,hit
NMT1,-0.9668886780004408,0.1712894734241871,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9805,16,4,4,2,1000,1000,True
NOC3L,0.0677190835007997,0.0899597505485671,0.773,0.2269999999999999,0.773,0.22699999999999998,0.773,0.227,0.004,0.0,16,4,4,2,1000,1000,False
NODAL,0.1286032925803536,0.0965986531829575,0.9075,0.0925,0.9075,0.09250000000000003,0.9075,0.0925,0.0405,0.0,16,4,4,2,1000,1000,False
NOMO1,0.1841944011250673,0.1038297599281656,0.9655,0.0344999999999999,0.9655,0.034499999999999975,0.9655,0.0345,0.131,0.003,16,4,4,2,1000,1000,False
NOP10,-0.1023314389006931,0.0965517366582236,0.141,0.141,0.141,0.141,0.141,0.859,0.026,0.0,16,4,4,2,1000,1000,False
NOSIP,0.1669194171911082,0.1633425499621877,0.8435,0.1564999999999999,0.9915,0.008499999999999952,0.9915,0.0085,0.5495,0.128,16,4,4,2,1000,1000,False
NOSTRIN,0.0791111995602475,0.0969836679789578,0.7935,0.2065,0.7935,0.20650000000000002,0.7935,0.2065,0.011,0.0,16,4,4,2,1000,1000,False
NOX4,0.1712740967222633,0.1080803539720993,0.945,0.055,0.945,0.05500000000000005,0.945,0.055,0.1085,0.001,16,4,4,2,1000,1000,False
NPAP1,0.1164193981082733,0.1058349877064778,0.8695,0.1304999999999999,0.8695,0.13049999999999995,0.8695,0.1305,0.0425,0.001,16,4,4,2,1000,1000,False
NPAT,-0.2460037461246948,0.1218283130715369,0.0215,0.0215,0.0215,0.0215,0.0215,0.9785,0.324,0.0205,16,4,4,2,1000,1000,False
NPC1,0.2589239342591694,0.1127256472594874,0.9845,0.0154999999999999,0.9845,0.015499999999999958,0.9845,0.0155,0.362,0.0165,16,4,4,2,1000,1000,False
NPC2,0.1994806089948569,0.104506565853114,0.973,0.027,0.973,0.027000000000000024,0.973,0.027,0.1645,0.0025,16,4,4,2,1000,1000,False
NPDC1,-0.1185325772066391,0.1062116429275504,0.1275,0.1275,0.1275,0.1275,0.1275,0.8725,0.047,0.0,16,4,4,2,1000,1000,False
NPHP1,-0.1551161975917179,0.1052980307425684,0.0685,0.0685,0.0685,0.0685,0.0685,0.9315,0.0815,0.0015,16,4,4,2,1000,1000,False
NPHP3,0.1681610142616486,0.1034084911096029,0.948,0.052,0.948,0.052000000000000046,0.948,0.052,0.1045,0.0,16,4,4,2,1000,1000,False
NPHP4,-0.1549873706765427,0.1184735357398427,0.096,0.096,0.096,0.096,0.096,0.904,0.108,0.001,16,4,4,2,1000,1000,False
NPIPA5,-0.6261370870501896,0.1541088164927841,0.0,0.0,0.0,0.0,0.0,1.0,0.9875,0.795,16,4,4,2,1000,1000,True
NPLOC4,0.1516892630356703,0.0991596722047309,0.9345,0.0655,0.9345,0.0655,0.9345,0.0655,0.066,0.0005,16,4,4,2,1000,1000,False
NPSR1,-0.0624806208116894,0.0963132027538731,0.2505,0.2505,0.2505,0.2505,0.2505,0.7495,0.0105,0.0,16,4,4,2,1000,1000,False
NPTX2,0.1463274122988202,0.1129078325029892,0.8975,0.1025,0.8975,0.10250000000000004,0.8975,0.1025,0.0875,0.0005,16,4,4,2,1000,1000,False
NPTXR,0.2305606372260794,0.1088785528661267,0.9815,0.0184999999999999,0.9815,0.01849999999999996,0.9815,0.0185,0.2635,0.0045,16,4,4,2,1000,1000,False
NR2C1,-0.0747272073155671,0.107043864883453,0.244,0.244,0.244,0.244,0.244,0.756,0.015,0.0,16,4,4,2,1000,1000,False
NRD1,-0.1350608626745427,0.109510211310458,0.1055,0.1055,0.1055,0.1055,0.1055,0.8945,0.0665,0.0,16,4,4,2,1000,1000,False
NRG3,-0.0340780758126927,0.0908007372152383,0.3465,0.3465,0.3465,0.3465,0.3465,0.6535,0.002,0.0,16,4,4,2,1000,1000,False
NRG4,-0.0996552990138752,0.0964282524909566,0.1505,0.1505,0.1505,0.1505,0.1505,0.8495,0.0175,0.0,16,4,4,2,1000,1000,False
NRIP1,-0.1016106025208016,0.1012810474118122,0.155,0.155,0.155,0.155,0.155,0.845,0.033,0.0,16,4,4,2,1000,1000,False
NRK,-0.1359404074589486,0.1066021592887361,0.1,0.1,0.1,0.1,0.1,0.9,0.0655,0.0,16,4,4,2,1000,1000,False
NRXN2,-0.177753634585643,0.1201810794978963,0.067,0.067,0.067,0.067,0.067,0.933,0.154,0.004,16,4,4,2,1000,1000,False
NSDHL,-0.0782784364617362,0.1012460723346212,0.21,0.21,0.21,0.21,0.21,0.79,0.0205,0.0,16,4,4,2,1000,1000,False
NSF,0.2201500018918123,0.1176642713166828,0.9735,0.0264999999999999,0.9735,0.026499999999999968,0.9735,0.0265,0.2525,0.0065,16,4,4,2,1000,1000,False
NSUN2,0.1926339226160169,0.1107450078917978,0.96,0.04,0.96,0.040000000000000036,0.96,0.04,0.1615,0.0035,16,4,4,2,1000,1000,False
NSUN7,0.1773428928928763,0.102261562870086,0.9595,0.0404999999999999,0.9595,0.04049999999999998,0.9595,0.0405,0.116,0.001,16,4,4,2,1000,1000,False
NT5DC2,-0.1285484511133736,0.0925176523310448,0.0745,0.0745,0.0745,0.0745,0.0745,0.9255,0.037,0.0,16,4,4,2,1000,1000,False
NT5DC3,0.1860200461514711,0.1136018488753841,0.954,0.046,0.954,0.04600000000000004,0.954,0.046,0.156,0.0025,16,4,4,2,1000,1000,False
NTF4,-0.1643902144501832,0.1112430909807402,0.0715,0.0715,0.0715,0.0715,0.0715,0.9285,0.114,0.001,16,4,4,2,1000,1000,False
NTN3,0.0839868631508825,0.0879603164805968,0.829,0.171,0.829,0.17100000000000004,0.829,0.171,0.0045,0.0,16,4,4,2,1000,1000,False
NUBP1,-0.1046057810788817,0.0886202419812004,0.1205,0.1205,0.1205,0.1205,0.1205,0.8795,0.0135,0.0,16,4,4,2,1000,1000,False
NUDCD2,-0.1025919908904065,0.0923542221190762,0.1305,0.1305,0.1305,0.1305,0.1305,0.8695,0.0155,0.0,16,4,4,2,1000,1000,False
NUDT5,-0.2013771915942819,0.1044442405296112,0.02,0.02,0.02,0.02,0.02,0.98,0.1775,0.0015,16,4,4,2,1000,1000,False
NUFIP2,0.2877389645565276,0.1263786485022424,0.988,0.012,0.988,0.01200000000000001,0.988,0.012,0.4645,0.045,16,4,4,2,1000,1000,False
NUMB,0.2299392892606614,0.1399521336624408,0.9767441860465116,0.0232558139534884,0.9767441860465116,0.023255813953488413,0.9767441860465116,0.023255813953488372,0.23255813953488372,0.023255813953488372,16,4,4,2,1000,1000,False
NUP188,0.0452182319999799,0.1560670409153913,0.616,0.384,0.616,0.384,0.616,0.384,0.062,0.002,16,4,4,2,1000,1000,False
NUP35,0.2315569461866769,0.1133673776109453,0.9835,0.0164999999999999,0.9835,0.01649999999999996,0.9835,0.0165,0.2765,0.008,16,4,4,2,1000,1000,False
NUP43,0.2201061831016168,0.1305651511142269,0.9534883720930232,0.0465116279069767,0.9534883720930233,0.046511627906976716,0.9534883720930233,0.046511627906976744,0.27906976744186046,0.0,16,4,4,2,1000,1000,False
NUP85,0.1782165847506552,0.1024905361255777,0.9605,0.0394999999999999,0.9605,0.03949999999999998,0.9605,0.0395,0.1185,0.0,16,4,4,2,1000,1000,False
NUPL1,0.1559507038436026,0.1203921749063129,0.899,0.1009999999999999,0.899,0.10099999999999998,0.899,0.101,0.1185,0.002,16,4,4,2,1000,1000,False
NUPL2,0.2313062903642779,0.1138101781472618,0.98,0.02,0.98,0.020000000000000018,0.98,0.02,0.2735,0.006,16,4,4,2,1000,1000,False
NUS1,0.6534343277988196,0.1282829623791976,1.0,0.0,1.0,0.0,1.0,0.0,0.999,0.8815,16,4,4,2,1000,1000,True
NUTM1,-0.4751873866416446,0.1448095416783115,0.0005,0.0005,0.0005,0.0005,0.0005,0.9995,0.8895,0.4415,16,4,4,2,1000,1000,True
NUTM2F,-0.2054651943764599,0.109621813085224,0.0235,0.0235,0.0235,0.0235,0.0235,0.9765,0.1995,0.004,16,4,4,2,1000,1000,False
NXNL1,0.203936943668682,0.1202455245923523,0.96,0.04,0.96,0.040000000000000036,0.96,0.04,0.212,0.0075,16,4,4,2,1000,1000,False
NXPE2,-0.0640057035792517,0.089564563833386,0.2355,0.2355,0.2355,0.2355,0.2355,0.7645,0.005,0.0,16,4,4,2,1000,1000,False
NXT1,0.2801414304293003,0.1521663667934914,0.972,0.028,0.972,0.028000000000000025,0.972,0.028,0.448,0.0695,16,4,4,2,1000,1000,False
OARD1,-0.2421501774013152,0.0971416235525612,0.0,0.0,0.0,0.0,0.0,1.0,0.2558139534883721,0.0,16,4,4,2,1000,1000,False
OAS2,-0.0723493795377449,0.0945107959313079,0.2255,0.2255,0.2255,0.2255,0.2255,0.7745,0.0065,0.0,16,4,4,2,1000,1000,False
OAT,-0.1139673438224849,0.1161515445045428,0.1645,0.1645,0.1645,0.1645,0.1645,0.8355,0.0585,0.0005,16,4,4,2,1000,1000,False
OCA2,-0.2250538819574076,0.1100351330157295,0.022,0.022,0.022,0.022,0.022,0.978,0.24,0.009,16,4,4,2,1000,1000,False
OCM2,0.1358216132120767,0.1119921718861486,0.888,0.1119999999999999,0.888,0.11199999999999999,0.888,0.112,0.0675,0.001,16,4,4,2,1000,1000,False
OCSTAMP,0.119646742143183,0.0927088712024529,0.908,0.0919999999999999,0.908,0.09199999999999997,0.908,0.092,0.018,0.0,16,4,4,2,1000,1000,False
ODC1,0.1357675805840443,0.1055989900485598,0.9025,0.0975,0.9025,0.09750000000000003,0.9025,0.0975,0.0655,0.0,16,4,4,2,1000,1000,False
OGFOD3,-0.1407410517936612,0.109656624254813,0.095,0.095,0.095,0.095,0.095,0.905,0.076,0.0005,16,4,4,2,1000,1000,False
OGFRL1,0.2280672995883731,0.1113551815925162,0.9795,0.0204999999999999,0.9795,0.020499999999999963,0.9795,0.0205,0.253,0.0085,16,4,4,2,1000,1000,False
OGT,0.3021884910092838,0.1535544593346315,0.975,0.025,0.975,0.025000000000000022,0.975,0.025,0.5105,0.0935,16,4,4,2,1000,1000,False
OLA1,-0.531327470379132,0.1520664244130133,0.0,0.0,0.0,0.0,0.0,1.0,0.9375,0.5805,16,4,4,2,1000,1000,True
OLAH,-0.0590066940552528,0.093936966745672,0.268,0.268,0.268,0.268,0.268,0.732,0.0065,0.0,16,4,4,2,1000,1000,False
OLFM1,0.2705278322879764,0.1092223802269767,0.9935,0.0064999999999999,0.9935,0.00649999999999995,0.9935,0.0065,0.389,0.0165,16,4,4,2,1000,1000,False
OLFML2A,-0.2049271813645207,0.1068775641405864,0.0305,0.0305,0.0305,0.0305,0.0305,0.9695,0.182,0.0015,16,4,4,2,1000,1000,False
OLIG2,-0.5326620557368813,0.1510488701816639,0.0005,0.0005,0.0005,0.0005,0.0005,0.9995,0.9405,0.582,16,4,4,2,1000,1000,True
OMG,0.1707042044179539,0.1070819295951368,0.9395,0.0605,0.9395,0.0605,0.9395,0.0605,0.1085,0.001,16,4,4,2,1000,1000,False
OPN1LW,-0.1261554074750461,0.0900706983191215,0.084,0.084,0.084,0.084,0.084,0.916,0.0245,0.0,16,4,4,2,1000,1000,False
OR10H1,-0.070427699487175,0.1013523044901678,0.246,0.246,0.246,0.246,0.246,0.754,0.01,0.0,16,4,4,2,1000,1000,False
OR10H4,0.1740874235510463,0.1177101553641254,0.9345,0.0655,0.9345,0.0655,0.9345,0.0655,0.1405,0.002,16,4,4,2,1000,1000,False
OR10J1,0.1139705983157087,0.1082723590766218,0.8515,0.1484999999999999,0.8515,0.14849999999999997,0.8515,0.1485,0.045,0.0,16,4,4,2,1000,1000,False
OR10J3,0.1106211740515129,0.1046877388874005,0.86,0.14,0.86,0.14,0.86,0.14,0.0385,0.0005,16,4,4,2,1000,1000,False
OR10K1,-0.0868233600709818,0.0918945619082836,0.168,0.168,0.168,0.168,0.168,0.832,0.0115,0.0,16,4,4,2,1000,1000,False
OR11A1,0.1177595314365135,0.1023947045270108,0.8745,0.1254999999999999,0.8745,0.12549999999999994,0.8745,0.1255,0.0385,0.0,16,4,4,2,1000,1000,False
OR11L1,-0.1235178124251403,0.1096452100697973,0.1305,0.1305,0.1305,0.1305,0.1305,0.8695,0.053,0.0,16,4,4,2,1000,1000,False
OR13C5,0.190536635758015,0.1042365719117359,0.9645,0.0354999999999999,0.9645,0.035499999999999976,0.9645,0.0355,0.1415,0.001,16,4,4,2,1000,1000,False
OR13C9,-0.0508086923998238,0.0933011045165643,0.296,0.296,0.296,0.296,0.296,0.704,0.004,0.0,16,4,4,2,1000,1000,False
OR13H1,-0.1107394890018602,0.1089576238578071,0.157,0.157,0.157,0.157,0.157,0.843,0.0405,0.0,16,4,4,2,1000,1000,False
OR1G1,-0.2043294461751855,0.1154582465069501,0.0385,0.0385,0.0385,0.0385,0.0385,0.9615,0.206,0.003,16,4,4,2,1000,1000,False
OR1N2,-0.1227229754587589,0.1215301037338243,0.155,0.155,0.155,0.155,0.155,0.845,0.074,0.0005,16,4,4,2,1000,1000,False
OR1S1,-0.1775312276033397,0.1042535841565644,0.0485,0.0485,0.0485,0.0485,0.0485,0.9515,0.124,0.001,16,4,4,2,1000,1000,False
OR2A12,-0.1636842957954875,0.1184356378856548,0.0895,0.0895,0.0895,0.0895,0.0895,0.9105,0.1185,0.0015,16,4,4,2,1000,1000,False
OR2A2,0.1361288464465893,0.1097813084824835,0.8965,0.1035,0.8965,0.10350000000000004,0.8965,0.1035,0.0685,0.0,16,4,4,2,1000,1000,False
OR2AE1,-0.1400891868373545,0.1038406273554161,0.081,0.081,0.081,0.081,0.081,0.919,0.0585,0.0,16,4,4,2,1000,1000,False
OR2AG2,-0.1901339657352945,0.1116112412376346,0.0465116279069767,0.0465116279069767,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.9534883720930233,0.11627906976744186,0.0,16,4,4,2,1000,1000,False
OR2T3,0.1591889305423354,0.1137350792741196,0.9115,0.0885,0.9115,0.08850000000000002,0.9115,0.0885,0.106,0.001,16,4,4,2,1000,1000,False
OR2T33,0.1059364999870095,0.0962604952821583,0.8655,0.1344999999999999,0.8655,0.13449999999999995,0.8655,0.1345,0.0225,0.0,16,4,4,2,1000,1000,False
OR2T6,-0.0941562416842043,0.0992666982328076,0.1745,0.1745,0.1745,0.1745,0.1745,0.8255,0.0205,0.0,16,4,4,2,1000,1000,False
OR2W1,-0.064167932623186,0.0934533525839984,0.248,0.248,0.248,0.248,0.248,0.752,0.007,0.0,16,4,4,2,1000,1000,False
OR4A15,-0.1180210343929641,0.1118003109228509,0.141,0.141,0.141,0.141,0.141,0.859,0.0505,0.0015,16,4,4,2,1000,1000,False
OR4C11,-0.0759195425362426,0.0851836902736539,0.191,0.191,0.191,0.191,0.191,0.809,0.0025,0.0,16,4,4,2,1000,1000,False
OR4C13,-0.0914897894984421,0.0942217331071487,0.172,0.172,0.172,0.172,0.172,0.828,0.0145,0.0,16,4,4,2,1000,1000,False
OR4D10,-0.0871566216978091,0.096570556708146,0.2005,0.2005,0.2005,0.2005,0.2005,0.7995,0.0125,0.0,16,4,4,2,1000,1000,False
OR4F16,-0.1274762265817057,0.0988235008884357,0.0995,0.0995,0.0995,0.0995,0.0995,0.9005,0.0385,0.0,16,4,4,2,1000,1000,False
OR4F21,-0.1647312224365645,0.1126333924464234,0.071,0.071,0.071,0.071,0.071,0.929,0.116,0.0005,16,4,4,2,1000,1000,False
OR4N4,-0.1910887387712775,0.1076985363981128,0.0395,0.0395,0.0395,0.0395,0.0395,0.9605,0.159,0.002,16,4,4,2,1000,1000,False
OR51S1,-0.1445427831525456,0.1027231580927212,0.074,0.074,0.074,0.074,0.074,0.926,0.066,0.0,16,4,4,2,1000,1000,False
OR5AP2,-0.1074681044761881,0.1036100404884181,0.152,0.152,0.152,0.152,0.152,0.848,0.0355,0.0,16,4,4,2,1000,1000,False
OR5B2,-0.0776660983313389,0.0924074016157165,0.196,0.196,0.196,0.196,0.196,0.804,0.009,0.0,16,4,4,2,1000,1000,False
OR5B21,-0.0676319199925849,0.090587845099249,0.219,0.219,0.219,0.219,0.219,0.781,0.004,0.0,16,4,4,2,1000,1000,False
OR5D14,0.1597996978949561,0.1159251908050271,0.913,0.0869999999999999,0.913,0.08699999999999997,0.913,0.087,0.118,0.001,16,4,4,2,1000,1000,False
OR5M9,0.0233709736815433,0.151951511465694,0.566,0.434,0.566,0.43400000000000005,0.566,0.434,0.0545,0.0005,16,4,4,2,1000,1000,False
OR6C1,-0.1466322849431397,0.0998244412913056,0.075,0.075,0.075,0.075,0.075,0.925,0.063,0.0,16,4,4,2,1000,1000,False
OR6C65,-0.1471348432992854,0.0989784351618991,0.0715,0.0715,0.0715,0.0715,0.0715,0.9285,0.0605,0.0,16,4,4,2,1000,1000,False
OR6K6,0.142607417680296,0.1142740133499379,0.8955,0.1045,0.8955,0.10450000000000004,0.8955,0.1045,0.0805,0.002,16,4,4,2,1000,1000,False
OR6M1,-0.170408603944921,0.107339182849081,0.0535,0.0535,0.0535,0.0535,0.0535,0.9465,0.1135,0.0015,16,4,4,2,1000,1000,False
OR6S1,0.1613767488219047,0.1123358955579741,0.9265,0.0735,0.9265,0.07350000000000001,0.9265,0.0735,0.1135,0.0005,16,4,4,2,1000,1000,False
OR6T1,-0.1638317891260569,0.0991099402146139,0.0535,0.0535,0.0535,0.0535,0.0535,0.9465,0.0815,0.0005,16,4,4,2,1000,1000,False
OR6V1,-0.154746736105361,0.1155445086148581,0.0855,0.0855,0.0855,0.0855,0.0855,0.9145,0.1105,0.004,16,4,4,2,1000,1000,False
OR6Y1,0.1857618408965237,0.1084015300669506,0.958,0.042,0.958,0.04200000000000004,0.958,0.042,0.141,0.0035,16,4,4,2,1000,1000,False
OR8B8,-0.1789120649869303,0.1199073471093207,0.074,0.074,0.074,0.074,0.074,0.926,0.157,0.005,16,4,4,2,1000,1000,False
OR9A4,0.1816915274546452,0.1189445607524693,0.932,0.0679999999999999,0.932,0.06799999999999995,0.932,0.068,0.168,0.001,16,4,4,2,1000,1000,False
OR9K2,-0.0683798614014282,0.0927806682560594,0.2245,0.2245,0.2245,0.2245,0.2245,0.7755,0.009,0.0,16,4,4,2,1000,1000,False
ORAI1,0.061378913684408,0.1807729277391834,0.6325,0.3675,0.9175,0.08250000000000002,0.9175,0.0825,0.2715,0.023,16,4,4,2,1000,1000,False
ORC5,-0.1078919146201986,0.0962029021374327,0.1415,0.1415,0.1415,0.1415,0.1415,0.8585,0.02,0.0,16,4,4,2,1000,1000,False
ORC6,-0.2517458761466239,0.1189174279852616,0.0185,0.0185,0.0185,0.0185,0.0185,0.9815,0.344,0.023,16,4,4,2,1000,1000,False
ORMDL3,0.1202235953264759,0.0905387090763461,0.9115,0.0885,0.9115,0.08850000000000002,0.9115,0.0885,0.026,0.0,16,4,4,2,1000,1000,False
OSCAR,-0.0309470968658314,0.0925580322732892,0.363,0.363,0.363,0.363,0.363,0.637,0.002,0.0,16,4,4,2,1000,1000,False
OSGEP,0.1167811229777253,0.0888572071875542,0.9105,0.0895,0.9105,0.08950000000000002,0.9105,0.0895,0.022,0.0,16,4,4,2,1000,1000,False
OST4,0.1750225160325734,0.1063904167051081,0.9455,0.0544999999999999,0.9455,0.05449999999999999,0.9455,0.0545,0.1195,0.0005,16,4,4,2,1000,1000,False
OSTC,0.2624080411699258,0.1368645990227919,0.9302325581395348,0.0697674418604651,0.9302325581395349,0.06976744186046513,0.9302325581395349,0.06976744186046512,0.3953488372093023,0.046511627906976744,16,4,4,2,1000,1000,False
OTOP1,-0.1494629061444758,0.1126666279525545,0.094,0.094,0.094,0.094,0.094,0.906,0.09,0.0005,16,4,4,2,1000,1000,False
OTOR,0.1326380782254009,0.0957453078459856,0.922,0.0779999999999999,0.922,0.07799999999999996,0.922,0.078,0.0425,0.0,16,4,4,2,1000,1000,False
OTUD5,-0.5629828023051535,0.1492426028992119,0.0,0.0,0.0,0.0,0.0,1.0,0.964,0.6545,16,4,4,2,1000,1000,True
OTULIN,-0.1596004935239687,0.1158404964533938,0.0885,0.0885,0.0885,0.0885,0.0885,0.9115,0.112,0.0015,16,4,4,2,1000,1000,False
OXA1L,0.2161049180744293,0.1066610423488386,0.9775,0.0224999999999999,0.9775,0.022499999999999964,0.9775,0.0225,0.214,0.0025,16,4,4,2,1000,1000,False
P3H1,0.0945480931441063,0.0906440006395164,0.8495,0.1504999999999999,0.8495,0.15049999999999997,0.8495,0.1505,0.013,0.0,16,4,4,2,1000,1000,False
P4HA1,0.1161982923905193,0.0962533332966598,0.892,0.1079999999999999,0.892,0.10799999999999998,0.892,0.108,0.025,0.0005,16,4,4,2,1000,1000,False
P4HB,-0.122865138444076,0.1153984795659464,0.142,0.142,0.142,0.142,0.142,0.858,0.0605,0.001,16,4,4,2,1000,1000,False
P4HTM,0.1121372924766297,0.0907049636152712,0.8915,0.1085,0.8915,0.10850000000000004,0.8915,0.1085,0.022,0.0,16,4,4,2,1000,1000,False
PABPC1,0.1680391891147008,0.1780231431833487,0.8355,0.1644999999999999,0.982,0.018000000000000016,0.982,0.018,0.568,0.123,16,4,4,2,1000,1000,False
PABPC4,0.1081010818087589,0.1509765035302669,0.7525,0.2475,0.7525,0.24750000000000005,0.7525,0.2475,0.102,0.006,16,4,4,2,1000,1000,False
