gene,sgrna,u_mean
,DTYMK||5134,1.5582057277978758
,DTYMK||5135,1.3538758962506547
,DTYMK||5136,1.5746802358411747
,DUSP4||5153,1.6026453166326564
,DUSP4||5154,1.5436286998472502
,DUSP4||5155,1.5770929051000773
,DUSP4||5156,1.5629336982364026
,DYRK1A||5193,1.5607998137694135
,DYRK1A||5194,1.5813489870180526
,DYRK1A||5195,1.4857021022435932
,DYRK1A||5196,1.599351001317918
,ECD||30747,1.537040620446311
,ECD||30748,1.5329644276765055
,ECD||30749,1.623229374559363
,ECD||30750,1.5838357840407722
,EIF2B3||23317,1.5894661271064814
,EIF2B3||23318,1.5595026042572913
,EIF2B3||23319,1.5256462414639353
,EIF2B3||23320,1.5691884156990294
,EIF3A||22597,1.53199652415966
,EIF3A||22598,1.5448433474949528
,EIF3A||22599,1.513113655790676
,EIF3A||22600,1.588455041872154
,EIF3B||22601,1.5427754148709891
,EIF3B||22602,1.5768942108501784
,EIF3B||22603,1.5768197023616108
,EIF3B||22604,1.4736164611816311
,EIF3D||22609,1.6004826187621486
,EIF3D||22610,1.5627018893462112
,EIF3D||22611,1.5843083816087238
,EIF3D||22612,1.473198071405944
,EIF3F||22613,1.572378916755735
,EIF3F||22614,1.5598116172461653
,EIF3F||22615,1.5647338969773368
,EIF3F||22616,1.5616272462836425
,EIF3I||22625,1.5859006940875229
,EIF3I||22626,1.5925600637624227
,EIF3I||22627,1.4862590133083018
,EIF3I||22628,1.5735207127608313
,EIF3J||22629,1.5617310667617248
,EIF3J||22630,1.5726172323838643
,EIF3J||22631,1.5551448629121067
,EIF3J||22632,1.6062713613825146
,EIF3L||38667,1.5933433942522073
,EIF3L||38668,1.593206527073227
,EIF3L||38669,1.5557546004889204
,EIF3L||38670,1.5775658657806284
,EIF4A1||5433,1.580389082843123
,EIF4A1||5434,1.5409553791792576
,EIF4A1||5435,1.5669659494561636
,EIF4A1||5436,1.5530001014972958
,EIF4B||5441,1.5982084604345563
,EIF4B||5442,1.5919832647542909
,EIF4B||5443,1.5782771499108867
,EIF4B||5444,1.5806767297250703
,ELMSAN1||55977,1.5966637000532848
,ELMSAN1||55978,1.5910808247036732
,ELMSAN1||55979,1.5586748253384626
,ELMSAN1||55980,1.581292683162224
,EP300||5613,1.5611292506062813
,EP300||5614,1.539617451257839
,EP300||5615,1.5408891365142992
,EP300||5616,1.551756550651298
,ERCC2||5745,1.5809311012165648
,ERCC2||5746,1.5752294716686326
,ERCC2||5747,1.569218349669237
,ERCC2||5748,1.5803802164554854
,ERCC3||5757,1.5769454920204695
,ERCC3||5758,1.5766254846154601
,ERCC3||5759,1.5851363289013973
,ERCC3||5760,1.5946869854086356
,ERN2||28613,1.565788985825191
,ERN2||28614,1.5856335214938715
,ERN2||28615,1.5822660922948133
,ERN2||28616,1.5953053520010048
,FBXO15||64889,1.5899090940926215
,FBXO15||64890,1.551267248506318
,FBXO15||64891,1.575836648903628
,FBXO15||64892,1.5620407595767936
,FIP1L1||51771,1.5616887765773098
,FIP1L1||51772,1.562421773254269
,FIP1L1||51773,1.5534509612655887
,FIP1L1||51774,1.5674505463843795
,FLNA||6453,1.6139972066941217
,FLNA||6454,1.5884612068762183
,FLNA||6455,1.5979434147672449
,FLNA||6456,1.5916248527230017
,FOXP1||35531,1.5442359975795343
,FOXP1||35532,1.5941878250386143
,FOXP1||35533,1.53503584866657
,FOXP1||35534,1.509948849060031
,FOXP3||37463,1.5369463092278315
,FOXP3||37464,1.5618335105592809
,FOXP3||37465,1.5625219059127666
,FOXP3||37466,1.590861146525969
,FOXP3||77444,1.5827064754839335
,FOXP3||77445,1.5316561886912603
,FOXP3||77447,1.56226097707052
,FOXP3||77448,1.5650278009049157
,FOXP3||77449,1.5661159346183748
,FOXP3||77450,1.5858455147938137
,FOXP3||77451,1.5238243186753193
,FOXP3||77452,1.5327889170389435
,FOXP3||77453,1.55662318918699
,FOXP3||77454,1.5903797236039052
,FOXP3||77455,1.560224434400405
,FOXP3||77456,1.569602420178241
,FOXP3||77457,1.562346837421916
,FOXP3||77458,1.5966094517742315
,FOXP3||77459,1.5828613131677032
,FOXP3||77460,1.625814717567659
,FOXP3||77461,1.5337287625364473
,FOXP3||77462,1.5382424608227234
,FOXP3||77463,1.5987119410798525
,FOXP3||77464,1.6145675022409893
,FOXP3||77465,1.6166833944585248
,FOXP3||77467,1.5729716554404032
,FOXP3||77468,1.5575633377761309
,FOXP3||77469,1.5304151134755943
,FOXP3||77470,1.5577093473135646
,FOXP3||77471,1.5867593829328401
,FOXP3||77472,1.569843229882632
,FOXP3||77473,1.6193440689543293
,FOXP3||77474,1.5769995907182661
,FOXP3||77475,1.5936977286054312
,FOXP3||77476,1.6022992759843857
,FOXP3||77477,1.5508494622836764
,FOXP3||77478,1.604569713432731
,FOXP3||77479,1.5362372969854643
,FOXP3||77480,1.5203477970813275
,FOXP3||77481,1.6158655214316182
,FOXP3||77482,1.5537995386560786
,FOXP3||77483,1.5756926330417431
,FOXP3||77484,1.5856166639955283
,FOXP3||77485,1.5481150343181977
,FOXP3||77486,1.5713315211851702
,FOXP3||77487,1.5584953787363935
,FOXP3||77488,1.5546889839477085
,FOXP3||77489,1.5945218749981616
,FOXP3||77490,1.5342913494470891
,FOXP3||77491,1.5607059291879966
,FUS||6637,1.5706419374110516
,FUS||6638,1.6136499662578199
,FUS||6639,1.5741210162621726
,FUS||6640,1.5877383628116526
,GABPA||6729,1.5390984916905053
,GABPA||6730,1.5855860753673137
,GABPA||6731,1.5638541644518367
,GABPA||6732,1.5570081588087867
,GABPB1||6733,1.6176693293290032
,GABPB1||6734,1.580399781856627
,GABPB1||6735,1.5671613917197682
,GABPB1||6736,1.5966419235436895
,GAGE2B||73978,1.5495033389558683
,GAGE2B||73979,1.5447576017813152
,GAGE2B||73980,1.5308681536817002
,GAGE2B||73981,1.571489149223308
,GANAB||32027,1.6075137875464929
,GANAB||32028,1.54943520133634
,GANAB||32029,1.5811551198170797
,GANAB||32030,1.5869507080234735
,GEMIN5||34115,1.546381076359177
,GEMIN5||34116,1.560196454292973
,GEMIN5||34117,1.5727454631931006
,GEMIN5||34118,1.5872213703420397
,GET4||39135,1.5690515183655007
,GET4||39136,1.5430296175476494
,GET4||39137,1.578322827413163
,GET4||39138,1.5980545087299218
,GFPT1||7069,1.576876795949987
,GFPT1||7070,1.5680474718282011
,GFPT1||7071,1.5621199979771474
,GFPT1||7072,1.5936733769742404
,GLTSCR1||37015,1.5679515224873017
,GLTSCR1||37016,1.5666068247076397
,GLTSCR1||37017,1.584420776007245
,GLTSCR1||37018,1.518080308830988
,GMEB2||34743,1.5239111874625313
,GMEB2||34744,1.5875046596288798
,GMEB2||34745,1.6038242741731243
,GMEB2||34746,1.5507662975991312
,GMPPB||36799,1.5677075987195723
,GMPPB||36800,1.5708031660667896
,GMPPB||36801,1.5678938107841012
,GMPPB||36802,1.5385346920670222
,GOLT1A||59437,1.578837151745575
,GOLT1A||59438,1.6029131896453395
,GOLT1A||59439,1.5841385591252761
,GOLT1A||59440,1.510766136370512
,GOSR2||25245,1.5262809921109
,GOSR2||25246,1.5638011070398063
,GOSR2||25247,1.5596522277065294
,GOSR2||25248,1.5683961837716118
,GPATCH8||31815,1.5953351138089527
,GPATCH8||31816,1.597882284332923
,GPATCH8||31817,1.583358039148107
,GPATCH8||31818,1.639216538651763
,GPHA2||64177,1.5629364108859976
,GPHA2||64178,1.5779204948424563
,GPHA2||64179,1.5726906943046557
,GPHA2||64180,1.5628889540945248
,GPN1||30755,1.552853495625122
,GPN1||30756,1.4543310696556266
,GPN1||30757,1.5611228467701168
,GPN1||30758,1.5730301036320538
,GPN2||40419,1.5862071185114874
,GPN2||40420,1.5435845629923313
,GPN2||40421,1.5843292503006325
,GPN2||40422,1.5678204412491652
,GPN3||38067,1.5799990424068657
,GPN3||38068,1.6121627031496588
,GPN3||38069,1.5567360163605937
,GPN3||38070,1.5982740039264574
,GPS2||7653,1.5844548336896245
,GPS2||7654,1.5747372520596483
,GPS2||7655,1.5874090944439936
,GPS2||7656,1.5798063946626502
,GRB2||7685,1.575550735631486
,GRB2||7686,1.587916232010532
,GRB2||7687,1.5736079357667965
,GRB2||7688,1.5923611169070337
,GRIPAP1||44435,1.5777011843457573
,GRIPAP1||44436,1.5682060472601087
,GRIPAP1||44437,1.5713592741999036
,GRIPAP1||44438,1.5971444575167724
,GTF2A1||7921,1.5777208269983298
,GTF2A1||7922,1.6331707547722731
,GTF2A1||7923,1.5821106538395293
,GTF2A1||7924,1.5936539848072575
,GTF2A2||7925,1.5348484190785419
,GTF2A2||7926,1.5897348932982025
,GTF2A2||7927,1.497589445682561
,GTF2A2||7928,1.4785880281610877
,GTF2E1||7933,1.5762556471536973
,GTF2E1||7934,1.5608057472671286
,GTF2E1||7935,1.5847243468207706
,GTF2E1||7936,1.550273009941571
,GTF3C6||56809,1.5973398511822352
,GTF3C6||56810,1.570848890489551
,GTF3C6||56811,1.5579628045375336
,GTF3C6||56812,1.5926452572881886
,HBS1L||29107,1.571530705583012
,HBS1L||29108,1.571426910681862
,HBS1L||29109,1.5616637784409897
,HBS1L||29110,1.5397992296416265
,HDAC3||23165,1.5919198098961793
,HDAC3||23166,1.5835875960778774
,HDAC3||23167,1.5836357313726923
,HDAC3||23168,1.5786678060269508
,HEATR1||41647,1.4922255120348782
,HEATR1||41648,1.5678011271050174
,HEATR1||41649,1.5432937310510164
,HEATR1||41650,1.6074568885222613
,HEATR3||41359,1.5625654823567605
,HEATR3||41360,1.5609739481418894
,HEATR3||41361,1.5738502796395113
,HEATR3||41362,1.5755073616272728
,HEMK1||38707,1.5748017105843255
,HEMK1||38708,1.5564593980271137
,HEMK1||38709,1.5796102645496244
,HEMK1||38710,1.5420554405674434
,HIRA||19753,1.574445070023448
,HIRA||19754,1.5872885287285767
,HIRA||19755,1.5749940219829726
,HIRA||19756,1.590508789152284
,HIVEP2||8357,1.5805480903177531
,HIVEP2||8358,1.5868195963553062
,HIVEP2||8359,1.5874026896438505
,HIVEP2||8360,1.5368044632202817
,HLX||8469,1.5797761031534086
,HLX||8470,1.534625016781774
,HLX||8471,1.5630880624020327
,HLX||8472,1.57333279293578
,HMGB3||8485,1.582954071400042
,HMGB3||8486,1.5884558645468683
,HMGB3||8487,1.5685945569410809
,HMGB3||8488,1.5792365221011406
,HNRNPM||12181,1.589124106778087
,HNRNPM||12182,1.5500330365688706
,HNRNPM||12183,1.5864068419213935
,HNRNPM||12184,1.5566887812505117
,HNRNPU||8617,1.5103775305384584
,HNRNPU||8618,1.5840084724960901
,HNRNPU||8619,1.5514947536728474
,HNRNPU||8620,1.5770376205188035
,HOXA11||8665,1.5132208320607083
,HOXA11||8666,1.5986523440024216
,HOXA11||8667,1.5969459414005538
,HOXA11||8668,1.5649352281829758
,HSPA13||18381,1.588411052181856
,HSPA13||18382,1.5336803850664789
,HSPA13||18383,1.5865761323468865
,HSPA13||18384,1.5653655764972139
,HYPK||33655,1.4536886183585753
,HYPK||33656,1.5388347782749554
,HYPK||33657,1.5614908681918704
,HYPK||33658,1.5715247091724993
,IARS2||43071,1.581092163586414
,IARS2||43072,1.565703266414848
,IARS2||43073,1.5679539060084373
,IARS2||43074,1.5654671121371933
,IARS||9081,1.555802968467808
,IARS||9082,1.5704130506198424
,IARS||9083,1.5462484764520124
,IARS||9084,1.5264615987884622
,IGBP1||9285,1.5369631688916845
,IGBP1||9286,1.6082256176029146
,IGBP1||9287,1.5529337444705171
,IGBP1||9288,1.5216524901733017
,IKZF3||30879,1.5701619342375424
,IKZF3||30880,1.5797619835161656
,IKZF3||30881,1.5944661675468321
,IKZF3||30882,1.5703291991624586
,INO80E||67533,1.6058693385155864
,INO80E||67534,1.568328298049733
,INO80E||67535,1.5677949206218087
,INO80E||67536,1.6083797193559914
,INTS4||56109,1.5908224000085667
,INTS4||56110,1.5051425909697835
,INTS4||56111,1.5344073627314907
,INTS4||56112,1.615918709604899
,IPO8||28377,1.5820507240574755
,IPO8||28378,1.6113679952763866
,IPO8||28379,1.5835056887603833
,IPO8||28380,1.5808786603414258
,IRF4||9709,1.5457185241103746
,IRF4||9710,1.5966877067265945
,IRF4||9711,1.5397028372899677
,IRF4||9712,1.5930508304837128
,ITK||9849,1.5474121071787426
,ITK||9850,1.5568851030218103
,ITK||9851,1.5369818611893091
,ITK||9852,1.5875237993773148
,ITPKB||9869,1.5760960351759628
,ITPKB||9870,1.5891805355106816
,ITPKB||9871,1.5924121276802785
,ITPKB||9872,1.614560944460201
,JKAMP||38951,1.5649218285295394
,JKAMP||38952,1.5717847789119725
,JKAMP||38953,1.5866611797832402
,JKAMP||38954,1.482530332553647
,JUNB||9917,1.5778074826676745
,JUNB||9918,1.5728637426915186
,JUNB||9919,1.5883071707989478
,JUNB||9920,1.5416597701041093
,KAT7||30251,1.576064050171969
,KAT7||30252,1.545666164342101
,KAT7||30253,1.5763275914453188
,KAT7||30254,1.5891919552149147
,KCTD3||37919,1.5766614846664904
,KCTD3||37920,1.5927306999309454
,KCTD3||37921,1.5829813689576542
,KCTD3||37922,1.600481467482418
,KDM3B||39487,1.5968171237351363
,KDM3B||39488,1.5857520234666902
,KDM3B||39489,1.5542662890984476
,KDM3B||39490,1.5372060275524082
,KDM6B||31827,1.5907846420192315
,KDM6B||31828,1.585662758751415
,KDM6B||31829,1.6141979797157087
,KDM6B||31830,1.6048173410580788
,KIAA1429||34207,1.5853548558949893
,KIAA1429||34208,1.587075234502272
,KIAA1429||34209,1.5834985086396
,KIAA1429||34210,1.5641283232361909
,KIAA2013||55359,1.558880573928313
,KIAA2013||55360,1.550462894669944
,KIAA2013||55361,1.5707066910577563
,KIAA2013||55362,1.5954377851255126
,KIDINS220||45643,1.586925961324198
,KIDINS220||45644,1.5728560413944477
