gene,dir,fdr,log2fc,neglog10_fdr,abs_log2fc,hit
HTR5A,neg,0.998954,-0.25311,0.00045450977814699136,0.25311,False
CA2,neg,0.998954,-0.25193,0.00045450977814699136,0.25193,False
C7orf31,neg,0.998954,-0.47539,0.00045450977814699136,0.47539,False
IL6,neg,0.998954,-0.14338,0.00045450977814699136,0.14338,False
SRRM4,neg,0.998954,-0.26743,0.00045450977814699136,0.26743,False
HLA-C,neg,0.998954,-0.14459,0.00045450977814699136,0.14459,False
FADS1,neg,0.998954,-0.25117,0.00045450977814699136,0.25117,False
CITED4,neg,0.998954,0.1159,0.00045450977814699136,0.1159,False
MMS22L,neg,0.998954,-0.19014,0.00045450977814699136,0.19014,False
RFTN2,neg,0.998954,0.013624,0.00045450977814699136,0.013624,False
KRCC1,neg,0.998954,-0.040467,0.00045450977814699136,0.040467,False
LY96,neg,0.998954,-0.27138,0.00045450977814699136,0.27138,False
MBD1,neg,0.998954,-0.31595,0.00045450977814699136,0.31595,False
KRBOX4,neg,0.998954,-0.20803,0.00045450977814699136,0.20803,False
ZNF597,neg,0.998954,-0.33702,0.00045450977814699136,0.33702,False
SLC44A3,neg,0.998954,-0.31908,0.00045450977814699136,0.31908,False
ARSE,neg,0.998954,-0.37991,0.00045450977814699136,0.37991,False
LYZL1,neg,0.998954,-0.16894,0.00045450977814699136,0.16894,False
BACE2,neg,0.998954,-0.21847,0.00045450977814699136,0.21847,False
EEF1B2,neg,0.998954,-0.34125,0.00045450977814699136,0.34125,False
FAM57A,neg,0.998954,-0.30684,0.00045450977814699136,0.30684,False
GRID2IP,neg,0.998954,-0.34177,0.00045450977814699136,0.34177,False
ARHGAP8,neg,0.998954,-0.15186,0.00045450977814699136,0.15186,False
PDZK1IP1,neg,0.998954,-0.30712,0.00045450977814699136,0.30712,False
MYO10,neg,0.998954,-0.22671,0.00045450977814699136,0.22671,False
KRTAP6-2,neg,0.998954,-0.39502,0.00045450977814699136,0.39502,False
HIST4H4,neg,0.998954,-0.27114,0.00045450977814699136,0.27114,False
OR4F16,neg,0.998954,-0.41073,0.00045450977814699136,0.41073,False
CCDC116,neg,0.998954,-0.22623,0.00045450977814699136,0.22623,False
RNLS,neg,0.998954,0.022639,0.00045450977814699136,0.022639,False
UNCX,neg,0.998954,-0.29638,0.00045450977814699136,0.29638,False
KITLG,neg,0.998954,-0.19827,0.00045450977814699136,0.19827,False
NEK4,neg,0.998954,-0.053455,0.00045450977814699136,0.053455,False
C20orf24,neg,0.998954,-0.18017,0.00045450977814699136,0.18017,False
OR5M1,neg,0.998954,-0.23189,0.00045450977814699136,0.23189,False
PI15,neg,0.998954,-0.018958,0.00045450977814699136,0.018958,False
KIF14,neg,0.998954,-0.27783,0.00045450977814699136,0.27783,False
SULT4A1,neg,0.998954,-0.080944,0.00045450977814699136,0.080944,False
ZFHX2,neg,0.998954,-0.079438,0.00045450977814699136,0.079438,False
NKX6-3,neg,0.998954,-0.047441,0.00045450977814699136,0.047441,False
INPP5A,neg,0.998954,-0.28158,0.00045450977814699136,0.28158,False
CHIA,neg,0.998954,-0.35444,0.00045450977814699136,0.35444,False
FAM72D,neg,0.998954,-0.10602,0.00045450977814699136,0.10602,False
SIX1,neg,0.998954,-0.010443,0.00045450977814699136,0.010443,False
SHB,neg,0.998954,-0.24015,0.00045450977814699136,0.24015,False
ADRA1D,neg,0.998954,-0.02053,0.00045450977814699136,0.02053,False
CCDC155,neg,0.998954,0.01915,0.00045450977814699136,0.01915,False
ANKRD12,neg,0.998954,-0.11373,0.00045450977814699136,0.11373,False
ATRNL1,neg,0.998954,-0.29078,0.00045450977814699136,0.29078,False
SLC25A17,neg,0.998954,-0.23702,0.00045450977814699136,0.23702,False
ESAM,neg,0.998954,-0.20166,0.00045450977814699136,0.20166,False
GJC1,neg,0.998954,-0.25834,0.00045450977814699136,0.25834,False
RGPD4,neg,0.998954,-0.2162,0.00045450977814699136,0.2162,False
HNF1A,neg,0.998954,-0.12388,0.00045450977814699136,0.12388,False
SLC35B3,neg,0.998954,-0.35752,0.00045450977814699136,0.35752,False
FAM134A,neg,0.998954,-0.35412,0.00045450977814699136,0.35412,False
C6orf1,neg,0.998954,0.053211,0.00045450977814699136,0.053211,False
FBXW11,neg,0.998954,-0.36628,0.00045450977814699136,0.36628,False
NAA35,neg,0.998954,-0.30249,0.00045450977814699136,0.30249,False
FANCG,neg,0.998954,-0.3349,0.00045450977814699136,0.3349,False
SOX10,neg,0.998954,-0.23777,0.00045450977814699136,0.23777,False
ZFAND2B,neg,0.998954,-0.2712,0.00045450977814699136,0.2712,False
ACVR2A,neg,0.998954,-0.23271,0.00045450977814699136,0.23271,False
MEDAG,neg,0.998954,0.095253,0.00045450977814699136,0.095253,False
RMND5B,neg,0.998954,-0.21392,0.00045450977814699136,0.21392,False
AADACL4,neg,0.998954,-0.24876,0.00045450977814699136,0.24876,False
MYCBP2,neg,0.998954,-0.2856,0.00045450977814699136,0.2856,False
COX19,neg,0.998954,-0.13996,0.00045450977814699136,0.13996,False
DCTN3,neg,0.998954,-0.41288,0.00045450977814699136,0.41288,False
SMPDL3A,neg,0.998954,0.12859,0.00045450977814699136,0.12859,False
STRA13,neg,0.998954,-0.23435,0.00045450977814699136,0.23435,False
IGSF9,neg,0.998954,-0.31273,0.00045450977814699136,0.31273,False
SIGLEC6,neg,0.998954,0.11278,0.00045450977814699136,0.11278,False
BRD4,neg,0.998954,-0.1199,0.00045450977814699136,0.1199,False
TNKS2,neg,0.998954,-0.1915,0.00045450977814699136,0.1915,False
SPRR4,neg,0.998954,0.021818,0.00045450977814699136,0.021818,False
NDE1,neg,0.998954,-0.33474,0.00045450977814699136,0.33474,False
ZNF98,neg,0.998954,-0.21242,0.00045450977814699136,0.21242,False
DAPK3,neg,0.998954,-0.27986,0.00045450977814699136,0.27986,False
MSLN,neg,0.998954,0.10593,0.00045450977814699136,0.10593,False
MS4A14,neg,0.998954,-0.12285,0.00045450977814699136,0.12285,False
METTL22,neg,0.998954,-0.15162,0.00045450977814699136,0.15162,False
MAD1L1,neg,0.998954,0.14828,0.00045450977814699136,0.14828,False
LPAR6,neg,0.998954,-0.49315,0.00045450977814699136,0.49315,False
ARMCX4,neg,0.998954,-0.31213,0.00045450977814699136,0.31213,False
TRPT1,neg,0.998954,-0.20089,0.00045450977814699136,0.20089,False
BHLHE23,neg,0.998954,-0.072775,0.00045450977814699136,0.072775,False
FAM163A,neg,0.998954,-0.35338,0.00045450977814699136,0.35338,False
OR4F21,neg,0.998954,-0.48419,0.00045450977814699136,0.48419,False
VMA21,neg,0.998954,-0.23605,0.00045450977814699136,0.23605,False
AMHR2,neg,0.998954,-0.24464,0.00045450977814699136,0.24464,False
FAM189A2,neg,0.998954,-0.20028,0.00045450977814699136,0.20028,False
RECQL5,neg,0.998954,-0.12978,0.00045450977814699136,0.12978,False
SNTN,neg,0.998954,-0.24682,0.00045450977814699136,0.24682,False
IFNGR2,neg,0.998954,0.11721,0.00045450977814699136,0.11721,False
ERCC6L,neg,0.998954,-0.35596,0.00045450977814699136,0.35596,False
TMSB4Y,neg,0.998954,0.023527,0.00045450977814699136,0.023527,False
SPG21,neg,0.998954,-0.3381,0.00045450977814699136,0.3381,False
HIST1H2BF,neg,0.998954,-0.27068,0.00045450977814699136,0.27068,False
MAGED1,neg,0.998954,-0.30023,0.00045450977814699136,0.30023,False
IL5,neg,0.998954,-0.2718,0.00045450977814699136,0.2718,False
C7,neg,0.998954,-0.3154,0.00045450977814699136,0.3154,False
TMEM119,neg,0.998954,-0.18836,0.00045450977814699136,0.18836,False
AIDA,neg,0.998954,-0.20565,0.00045450977814699136,0.20565,False
STAMBPL1,neg,0.998954,-0.42095,0.00045450977814699136,0.42095,False
AP2A2,neg,0.998954,-0.25921,0.00045450977814699136,0.25921,False
KPNA1,neg,0.998954,-0.23241,0.00045450977814699136,0.23241,False
NTF4,neg,0.998954,-0.37578,0.00045450977814699136,0.37578,False
BRCA1,neg,0.998954,-0.28339,0.00045450977814699136,0.28339,False
SP5,pos,0.675872,0.47537,0.17013554511942566,0.47537,False
RIMBP3,neg,0.998954,-0.016861,0.00045450977814699136,0.016861,False
MMP23B,neg,0.998954,-0.20686,0.00045450977814699136,0.20686,False
ZHX3,neg,0.998954,-0.30775,0.00045450977814699136,0.30775,False
GKAP1,neg,0.998954,0.29109,0.00045450977814699136,0.29109,False
FANCD2OS,neg,0.998954,-0.32888,0.00045450977814699136,0.32888,False
C9orf89,neg,0.998954,-0.2308,0.00045450977814699136,0.2308,False
ATG9A,neg,0.998954,-0.29833,0.00045450977814699136,0.29833,False
ANP32D,neg,0.998954,-0.26786,0.00045450977814699136,0.26786,False
FAM231A,neg,0.998954,-0.35715,0.00045450977814699136,0.35715,False
FAM117A,neg,0.998954,-0.18847,0.00045450977814699136,0.18847,False
PCED1B,neg,0.998954,-0.21645,0.00045450977814699136,0.21645,False
PITX3,neg,0.998954,-0.36425,0.00045450977814699136,0.36425,False
SLC35B2,neg,0.998954,-0.30016,0.00045450977814699136,0.30016,False
USP17L3,neg,0.998954,-0.28467,0.00045450977814699136,0.28467,False
SLC32A1,neg,0.998954,-0.17678,0.00045450977814699136,0.17678,False
AP1G2,neg,0.998954,0.18693,0.00045450977814699136,0.18693,False
ZNF683,neg,0.998954,-0.21729,0.00045450977814699136,0.21729,False
HS6ST1,neg,0.998954,-0.23065,0.00045450977814699136,0.23065,False
SLC13A5,neg,0.998954,-0.26591,0.00045450977814699136,0.26591,False
MAT2A,neg,0.998954,-0.3694,0.00045450977814699136,0.3694,False
MBTPS1,neg,0.998954,0.01985,0.00045450977814699136,0.01985,False
DACT3,neg,0.998954,0.0064388,0.00045450977814699136,0.0064388,False
ASCC2,neg,0.998954,-0.23962,0.00045450977814699136,0.23962,False
RABEP1,neg,0.998954,-0.23639,0.00045450977814699136,0.23639,False
CERS1,neg,0.998954,-0.18936,0.00045450977814699136,0.18936,False
OPN1LW,neg,0.998954,-0.33891,0.00045450977814699136,0.33891,False
MAP1LC3A,neg,0.998954,-0.22591,0.00045450977814699136,0.22591,False
DCTD,neg,0.998954,-0.23173,0.00045450977814699136,0.23173,False
HIST1H4B,neg,0.998954,-0.2245,0.00045450977814699136,0.2245,False
USP47,neg,0.998954,-0.25254,0.00045450977814699136,0.25254,False
UBR5,neg,0.998954,-0.31541,0.00045450977814699136,0.31541,False
VLDLR,neg,0.998954,-0.073311,0.00045450977814699136,0.073311,False
ASPHD2,neg,0.998954,-0.074879,0.00045450977814699136,0.074879,False
C6orf10,neg,0.998954,0.12921,0.00045450977814699136,0.12921,False
MEX3B,neg,0.998954,-0.30933,0.00045450977814699136,0.30933,False
VIP,neg,0.998954,-0.29423,0.00045450977814699136,0.29423,False
UBE2W,neg,0.998954,-0.22882,0.00045450977814699136,0.22882,False
RBM39,neg,0.998954,-0.20696,0.00045450977814699136,0.20696,False
SUGP2,neg,0.998954,-0.18995,0.00045450977814699136,0.18995,False
NEURL2,neg,0.998954,-0.29721,0.00045450977814699136,0.29721,False
LOC100129924,neg,0.998954,-0.24876,0.00045450977814699136,0.24876,False
SNURF,neg,0.998954,-0.10019,0.00045450977814699136,0.10019,False
SCT,neg,0.998954,-0.228,0.00045450977814699136,0.228,False
DPY19L1,neg,0.998954,-0.31632,0.00045450977814699136,0.31632,False
GCLM,neg,0.998954,0.18494,0.00045450977814699136,0.18494,False
NF1,neg,0.998954,-0.14819,0.00045450977814699136,0.14819,False
BOK,neg,0.998954,0.10417,0.00045450977814699136,0.10417,False
BTBD3,neg,0.998954,-0.2634,0.00045450977814699136,0.2634,False
LRRN1,neg,0.998954,-0.033131,0.00045450977814699136,0.033131,False
GJA1,neg,0.998954,-0.28387,0.00045450977814699136,0.28387,False
C2orf15,neg,0.998954,-0.1017,0.00045450977814699136,0.1017,False
SVIP,neg,0.998954,-0.27841,0.00045450977814699136,0.27841,False
OR2M4,neg,0.998954,-0.30899,0.00045450977814699136,0.30899,False
RYR2,neg,0.998954,-0.011279,0.00045450977814699136,0.011279,False
IQSEC1,neg,0.998954,-0.35414,0.00045450977814699136,0.35414,False
ITGB3,neg,0.998954,-0.18616,0.00045450977814699136,0.18616,False
RFC2,neg,0.998954,-0.20696,0.00045450977814699136,0.20696,False
FASTKD3,neg,0.998954,-0.36943,0.00045450977814699136,0.36943,False
PHF1,neg,0.998954,-0.22287,0.00045450977814699136,0.22287,False
SASS6,neg,0.998954,0.116,0.00045450977814699136,0.116,False
DBNDD2,neg,0.998954,-0.25692,0.00045450977814699136,0.25692,False
SERPINB3,neg,0.998954,-0.080128,0.00045450977814699136,0.080128,False
HIST2H4B,neg,0.998954,-0.23654,0.00045450977814699136,0.23654,False
NEURL1B,neg,0.998954,0.10107,0.00045450977814699136,0.10107,False
RILPL2,neg,0.998954,-0.29886,0.00045450977814699136,0.29886,False
CD53,neg,0.998954,-0.16638,0.00045450977814699136,0.16638,False
ARNTL,neg,0.998954,0.16714,0.00045450977814699136,0.16714,False
ZG16B,neg,0.998954,-0.086384,0.00045450977814699136,0.086384,False
PRRC2C,neg,0.998954,-0.20063,0.00045450977814699136,0.20063,False
FBF1,neg,0.998954,-0.22166,0.00045450977814699136,0.22166,False
PIK3C2A,neg,0.998954,-0.30529,0.00045450977814699136,0.30529,False
SMN1,neg,0.998954,-0.037051,0.00045450977814699136,0.037051,False
ANAPC2,neg,0.998954,-0.27366,0.00045450977814699136,0.27366,False
MSI1,neg,0.998954,-0.3494,0.00045450977814699136,0.3494,False
ATP1B1,neg,0.998954,-0.36931,0.00045450977814699136,0.36931,False
DYNAP,neg,0.998954,-0.29999,0.00045450977814699136,0.29999,False
GC,neg,0.998954,-0.16361,0.00045450977814699136,0.16361,False
C16orf71,neg,0.998954,0.10358,0.00045450977814699136,0.10358,False
AKR1C2,neg,0.998954,0.12125,0.00045450977814699136,0.12125,False
ZNF805,neg,0.998954,-0.19923,0.00045450977814699136,0.19923,False
BTBD2,neg,0.998954,-0.19481,0.00045450977814699136,0.19481,False
FGL2,neg,0.998954,-0.016131,0.00045450977814699136,0.016131,False
ANXA8L1,neg,0.998954,-0.1978,0.00045450977814699136,0.1978,False
ERCC2,pos,0.07609,0.51628,1.1186724158994485,0.51628,False
SLC17A4,neg,0.998954,-0.30955,0.00045450977814699136,0.30955,False
OR2A4,neg,0.998954,-0.3736,0.00045450977814699136,0.3736,False
NPM1,neg,0.998954,-0.49471,0.00045450977814699136,0.49471,False
CCDC114,neg,0.998954,-0.12223,0.00045450977814699136,0.12223,False
NACA2,neg,0.998954,-0.21617,0.00045450977814699136,0.21617,False
CCDC34,neg,0.998954,-0.33852,0.00045450977814699136,0.33852,False
DRC1,neg,0.998954,-0.066804,0.00045450977814699136,0.066804,False
GJA4,neg,0.998954,-0.23249,0.00045450977814699136,0.23249,False
ATXN1L,neg,0.998954,-0.46241,0.00045450977814699136,0.46241,False
IL1B,neg,0.998954,-0.1926,0.00045450977814699136,0.1926,False
ING4,neg,0.998954,-0.25038,0.00045450977814699136,0.25038,False
RLN1,neg,0.998954,-0.25566,0.00045450977814699136,0.25566,False
ZBED5,neg,0.998954,-0.26018,0.00045450977814699136,0.26018,False
LOC100289561,neg,0.998954,-0.32531,0.00045450977814699136,0.32531,False
FMR1,neg,0.998954,-0.066399,0.00045450977814699136,0.066399,False
ZACN,neg,0.998954,-0.25349,0.00045450977814699136,0.25349,False
LYPD3,neg,0.998954,-0.27476,0.00045450977814699136,0.27476,False
MYOZ3,neg,0.998954,-0.255,0.00045450977814699136,0.255,False
CCDC144A,neg,0.998954,-0.2358,0.00045450977814699136,0.2358,False
ART4,neg,0.998954,-0.20197,0.00045450977814699136,0.20197,False
LOC388849,neg,0.998954,-0.46271,0.00045450977814699136,0.46271,False
SP140,neg,0.998954,-0.11532,0.00045450977814699136,0.11532,False
CCHCR1,neg,0.998954,-0.13795,0.00045450977814699136,0.13795,False
MFSD7,neg,0.998954,-0.21623,0.00045450977814699136,0.21623,False
ITGA11,neg,0.998954,-0.24593,0.00045450977814699136,0.24593,False
CRP,neg,0.998954,-0.36037,0.00045450977814699136,0.36037,False
TMEM68,neg,0.998954,-0.20047,0.00045450977814699136,0.20047,False
FUT8,neg,0.998954,-0.42265,0.00045450977814699136,0.42265,False
STK32B,neg,0.998954,-0.26972,0.00045450977814699136,0.26972,False
PCDHGB4,neg,0.998954,-0.082513,0.00045450977814699136,0.082513,False
PPP1R13B,neg,0.998954,-0.1642,0.00045450977814699136,0.1642,False
RNF212,neg,0.998954,0.031312,0.00045450977814699136,0.031312,False
WNT3,neg,0.998954,-0.36196,0.00045450977814699136,0.36196,False
CSPG4,neg,0.998954,0.12888,0.00045450977814699136,0.12888,False
TBXA2R,neg,0.998954,-0.23281,0.00045450977814699136,0.23281,False
ALOX12B,neg,0.998954,-0.21575,0.00045450977814699136,0.21575,False
CASD1,neg,0.998954,-0.30176,0.00045450977814699136,0.30176,False
LY75,neg,0.998954,-0.10602,0.00045450977814699136,0.10602,False
PKMYT1,neg,0.998954,-0.36023,0.00045450977814699136,0.36023,False
SLCO1B7,neg,0.998954,-0.25772,0.00045450977814699136,0.25772,False
TSPAN1,neg,0.998954,-0.19597,0.00045450977814699136,0.19597,False
PSG6,neg,0.998954,-0.27242,0.00045450977814699136,0.27242,False
VPS37B,neg,0.998954,-0.029135,0.00045450977814699136,0.029135,False
MANSC1,neg,0.998954,-0.25049,0.00045450977814699136,0.25049,False
PRR35,neg,0.998954,-0.076642,0.00045450977814699136,0.076642,False
SERINC2,neg,0.998954,-0.27,0.00045450977814699136,0.27,False
DDN,neg,0.998954,-0.1113,0.00045450977814699136,0.1113,False
SRF,neg,0.998954,-0.35036,0.00045450977814699136,0.35036,False
C12orf43,neg,0.998954,-0.028488,0.00045450977814699136,0.028488,False
RD3L,neg,0.998954,-0.15558,0.00045450977814699136,0.15558,False
FEM1C,neg,0.998954,-0.22944,0.00045450977814699136,0.22944,False
UCHL3,neg,0.998954,-0.2581,0.00045450977814699136,0.2581,False
LYRM2,neg,0.998954,-0.1828,0.00045450977814699136,0.1828,False
KLRB1,neg,0.998954,-0.0071222,0.00045450977814699136,0.0071222,False
NT5DC2,neg,0.998954,-0.27986,0.00045450977814699136,0.27986,False
HSFX1,neg,0.998954,-0.34383,0.00045450977814699136,0.34383,False
NOL8,neg,0.998954,-0.37077,0.00045450977814699136,0.37077,False
ERICH4,neg,0.998954,-0.042131,0.00045450977814699136,0.042131,False
KIAA0556,neg,0.998954,-0.34117,0.00045450977814699136,0.34117,False
ABRA,neg,0.998954,-0.30361,0.00045450977814699136,0.30361,False
VPS37A,neg,0.998954,0.075577,0.00045450977814699136,0.075577,False
TRIM22,neg,0.998954,-0.27351,0.00045450977814699136,0.27351,False
GRIA4,neg,0.998954,-0.22141,0.00045450977814699136,0.22141,False
HSP90AB1,neg,0.998954,-0.1986,0.00045450977814699136,0.1986,False
C1QTNF4,neg,0.998954,-0.22735,0.00045450977814699136,0.22735,False
ZNF415,neg,0.998954,-0.083031,0.00045450977814699136,0.083031,False
RSL1D1,neg,0.998954,-0.14232,0.00045450977814699136,0.14232,False
KRT9,neg,0.998954,-0.25822,0.00045450977814699136,0.25822,False
BEND7,neg,0.998954,-0.19249,0.00045450977814699136,0.19249,False
PSD4,neg,0.998954,-0.1849,0.00045450977814699136,0.1849,False
KCNJ8,neg,0.998954,-0.16679,0.00045450977814699136,0.16679,False
MAPKAPK2,neg,0.998954,-0.30305,0.00045450977814699136,0.30305,False
TSPAN14,neg,0.998954,-0.0049641,0.00045450977814699136,0.0049641,False
PAX3,neg,0.998954,-0.20734,0.00045450977814699136,0.20734,False
OTOP1,neg,0.998954,-0.33551,0.00045450977814699136,0.33551,False
PHLDB1,neg,0.998954,-0.24874,0.00045450977814699136,0.24874,False
MMD2,neg,0.998954,-0.21876,0.00045450977814699136,0.21876,False
RIPPLY3,neg,0.998954,-0.15151,0.00045450977814699136,0.15151,False
ALKBH4,neg,0.998954,-0.24737,0.00045450977814699136,0.24737,False
CA8,neg,0.998954,-0.26949,0.00045450977814699136,0.26949,False
CRYZL1,neg,0.998954,-0.2934,0.00045450977814699136,0.2934,False
THEGL,neg,0.998954,0.078918,0.00045450977814699136,0.078918,False
SLC5A12,neg,0.998954,-0.22603,0.00045450977814699136,0.22603,False
WNT3A,neg,0.998954,-0.33385,0.00045450977814699136,0.33385,False
CHD1L,neg,0.998954,-0.22571,0.00045450977814699136,0.22571,False
TMX4,neg,0.998954,-0.37018,0.00045450977814699136,0.37018,False
G2E3,neg,0.998954,-0.2491,0.00045450977814699136,0.2491,False
HSPB9,neg,0.998954,-0.22562,0.00045450977814699136,0.22562,False
NT5E,neg,0.998954,0.030146,0.00045450977814699136,0.030146,False
GDNF-AS1,neg,0.998954,-0.171,0.00045450977814699136,0.171,False
KHK,neg,0.998954,-0.13035,0.00045450977814699136,0.13035,False
ARSF,neg,0.998954,-0.3129,0.00045450977814699136,0.3129,False
TSHZ3,neg,0.998954,-0.042163,0.00045450977814699136,0.042163,False
C20orf196,neg,0.998954,-0.34904,0.00045450977814699136,0.34904,False
CTAGE4,neg,0.998954,-0.24894,0.00045450977814699136,0.24894,False
SPDYA,neg,0.998954,-0.24352,0.00045450977814699136,0.24352,False
DIAPH1,neg,0.998954,-0.082327,0.00045450977814699136,0.082327,False
FAM166B,neg,0.998954,-0.26273,0.00045450977814699136,0.26273,False
C1orf116,neg,0.998954,-0.14035,0.00045450977814699136,0.14035,False
FCGR2B,neg,0.998954,-0.13684,0.00045450977814699136,0.13684,False
CEACAM20,neg,0.998954,-0.31801,0.00045450977814699136,0.31801,False
MYLK2,neg,0.998954,0.0025055,0.00045450977814699136,0.0025055,False
TP73,neg,0.998954,-0.29767,0.00045450977814699136,0.29767,False
UGT1A6,neg,0.998954,-0.21258,0.00045450977814699136,0.21258,False
LDLRAD3,neg,0.998954,-0.14954,0.00045450977814699136,0.14954,False
PHACTR4,neg,0.998954,-0.19304,0.00045450977814699136,0.19304,False
KCNJ18,neg,0.998954,-0.10196,0.00045450977814699136,0.10196,False
PDE6D,neg,0.998954,-0.27753,0.00045450977814699136,0.27753,False
FANCM,neg,0.998954,-0.23915,0.00045450977814699136,0.23915,False
SPDYE4,neg,0.998954,-0.16968,0.00045450977814699136,0.16968,False
DNAL1,neg,0.998954,0.076379,0.00045450977814699136,0.076379,False
CAPN9,neg,0.998954,-0.0071542,0.00045450977814699136,0.0071542,False
ANXA5,neg,0.998954,-0.30433,0.00045450977814699136,0.30433,False
KIAA1033,neg,0.998954,-0.14781,0.00045450977814699136,0.14781,False
SEMA4G,neg,0.998954,-0.17196,0.00045450977814699136,0.17196,False
CTAG2,neg,0.998954,-0.022647,0.00045450977814699136,0.022647,False
GUCY2C,neg,0.998954,-0.2053,0.00045450977814699136,0.2053,False
C11orf65,neg,0.998954,-0.10339,0.00045450977814699136,0.10339,False
SMARCAD1,neg,0.998954,-0.20674,0.00045450977814699136,0.20674,False
RUFY2,neg,0.998954,-0.27095,0.00045450977814699136,0.27095,False
SEMA4A,neg,0.998954,-0.24408,0.00045450977814699136,0.24408,False
ATRN,neg,0.998954,-0.23204,0.00045450977814699136,0.23204,False
PSG4,neg,0.998954,-0.34276,0.00045450977814699136,0.34276,False
XYLT2,neg,0.998954,-0.058739,0.00045450977814699136,0.058739,False
ACBD6,neg,0.998954,-0.07786,0.00045450977814699136,0.07786,False
EIF2AK4,neg,0.998954,-0.1823,0.00045450977814699136,0.1823,False
TMPRSS11F,neg,0.998954,-0.17716,0.00045450977814699136,0.17716,False
TMED3,neg,0.998954,-0.27543,0.00045450977814699136,0.27543,False
PCYOX1L,neg,0.998954,-0.081138,0.00045450977814699136,0.081138,False
FGF16,neg,0.998954,-0.27011,0.00045450977814699136,0.27011,False
NCEH1,neg,0.998954,-0.25014,0.00045450977814699136,0.25014,False
TMEM132E,neg,0.998954,-0.077755,0.00045450977814699136,0.077755,False
TTC39A,neg,0.998954,-0.17415,0.00045450977814699136,0.17415,False
PLA2G3,neg,0.998954,0.029182,0.00045450977814699136,0.029182,False
OR9K2,neg,0.998954,-0.2365,0.00045450977814699136,0.2365,False
LY6D,neg,0.998954,-0.2252,0.00045450977814699136,0.2252,False
MSTN,neg,0.998954,0.15177,0.00045450977814699136,0.15177,False
PCNX,neg,0.998954,-0.28506,0.00045450977814699136,0.28506,False
MAOB,neg,0.998954,-0.21203,0.00045450977814699136,0.21203,False
HNRNPK,neg,0.998954,-0.30701,0.00045450977814699136,0.30701,False
TRPV4,neg,0.998954,-0.26823,0.00045450977814699136,0.26823,False
ASB13,neg,0.998954,-0.15368,0.00045450977814699136,0.15368,False
THOC6,neg,0.998954,-0.27249,0.00045450977814699136,0.27249,False
ZAN,neg,0.998954,-0.2252,0.00045450977814699136,0.2252,False
RASGRF2,neg,0.998954,-0.37066,0.00045450977814699136,0.37066,False
CRYAB,neg,0.998954,-0.31887,0.00045450977814699136,0.31887,False
TRABD2B,neg,0.998954,-0.14425,0.00045450977814699136,0.14425,False
ABCA1,neg,0.998954,-0.21153,0.00045450977814699136,0.21153,False
IGSF3,neg,0.998954,-0.024986,0.00045450977814699136,0.024986,False
EFEMP1,neg,0.998954,-0.30774,0.00045450977814699136,0.30774,False
SPATA31D1,neg,0.998954,-0.24545,0.00045450977814699136,0.24545,False
CLEC2A,neg,0.998954,-0.38385,0.00045450977814699136,0.38385,False
ADGRG6,neg,0.998954,-0.33289,0.00045450977814699136,0.33289,False
TRDN,neg,0.998954,-0.085884,0.00045450977814699136,0.085884,False
LOC102724957,neg,0.998954,-0.22441,0.00045450977814699136,0.22441,False
GPR17,neg,0.998954,0.037268,0.00045450977814699136,0.037268,False
CABP1,neg,0.998954,-0.22997,0.00045450977814699136,0.22997,False
CD38,neg,0.998954,-0.11393,0.00045450977814699136,0.11393,False
KCNH3,neg,0.998954,-0.25264,0.00045450977814699136,0.25264,False
TP53INP2,neg,0.998954,-0.36148,0.00045450977814699136,0.36148,False
CLEC4M,neg,0.998954,0.028179,0.00045450977814699136,0.028179,False
RNF8,neg,0.998954,-0.22261,0.00045450977814699136,0.22261,False
NFYC,neg,0.998954,-0.21692,0.00045450977814699136,0.21692,False
AKR1C1,neg,0.998954,-0.26697,0.00045450977814699136,0.26697,False
MOK,neg,0.998954,-0.19981,0.00045450977814699136,0.19981,False
MNDA,neg,0.998954,0.035271,0.00045450977814699136,0.035271,False
MROH2B,neg,0.998954,-0.18362,0.00045450977814699136,0.18362,False
PTGER1,neg,0.998954,0.0083049,0.00045450977814699136,0.0083049,False
CD27,neg,0.998954,-0.22693,0.00045450977814699136,0.22693,False
TBATA,neg,0.998954,-0.41729,0.00045450977814699136,0.41729,False
TMEM215,neg,0.998954,-0.30238,0.00045450977814699136,0.30238,False
PFKFB1,neg,0.998954,-0.25128,0.00045450977814699136,0.25128,False
CSN2,neg,0.998954,0.096266,0.00045450977814699136,0.096266,False
LYRM7,pos,0.862111,0.035051,0.06443681354423984,0.035051,False
LGR5,neg,0.998954,-0.156,0.00045450977814699136,0.156,False
TMIGD1,neg,0.998954,-0.29215,0.00045450977814699136,0.29215,False
SMG9,neg,0.998954,-0.20481,0.00045450977814699136,0.20481,False
TRMT10B,neg,0.998954,-0.22008,0.00045450977814699136,0.22008,False
FKBP1A,neg,0.998954,-0.43131,0.00045450977814699136,0.43131,False
C4orf19,neg,0.998954,0.058875,0.00045450977814699136,0.058875,False
SLC12A4,neg,0.998954,-0.03866,0.00045450977814699136,0.03866,False
EDAR,neg,0.998954,-0.20624,0.00045450977814699136,0.20624,False
BBS2,neg,0.998954,-0.20574,0.00045450977814699136,0.20574,False
TMEM65,neg,0.998954,-0.23703,0.00045450977814699136,0.23703,False
