gene,converged,iters,phi,beta_mean,beta_sd,lfsr,p_effect_ge_delta,p_abs_beta_ge_0_3_norm,p_abs_beta_ge_0_5_norm,neglog10_lfsr,hit_tier1,hit_tier2,hit_any,hit_category
AGPAT3,False,25,5.463487243963449,0.0003847042891192635,0.02050488220516545,0.4925156457115144,3.030858842812169e-27,1.858549483280208e-48,2.768220910044958e-131,0.3075799687435282,False,False,False,none
AGPAT4,False,25,5.4374005186132655,0.0016502913505209089,0.026265726588515934,0.4749506995207885,1.6035422588807726e-17,4.1379031490128326e-30,1.5439971223264682e-80,0.323351468348352,False,False,False,none
AGPAT5,False,25,3.6345646384569354,-0.0004635505874047079,0.020535195853879577,0.49099525393332366,5.623471334658378e-27,2.5942312035822908e-48,6.956210332151205e-131,0.3089227058414515,False,False,False,none
AGPAT6,False,25,3.445980327285921,0.0060423469935298475,0.049772933059247994,0.45168780128260755,1.1384267707240656e-05,2.143274485080479e-09,1.772343051309261e-23,0.3451616382568224,False,False,False,none
AGPAT9,False,25,3.7093517959064584,-0.0017471022656690093,0.027078959569731872,0.47427856478266817,4.928999964252257e-16,2.0185587766056126e-28,7.17014195254436e-76,0.3239665030246391,False,False,False,none
AGPS,False,25,5.286221359532393,-0.0008913464263887813,0.020508371867107238,0.48266640292494667,6.056147791676327e-27,2.246843386907393e-48,4.475290433789281e-131,0.3163529301684893,False,False,False,none
AGR2,False,25,5.218152402667357,-0.0008944380288009959,0.020509401566201017,0.4826071927393829,6.101155614899014e-27,2.273970929035932e-48,4.62404298136049e-131,0.31640620968843175,False,False,False,none
AGR3,False,25,4.668821811232682,0.00047476023710578776,0.02051778664117477,0.49076971434701977,3.109740647140563e-27,2.168527240726254e-48,4.232363086460805e-131,0.3091222456552976,False,False,False,none
AGRN,False,25,5.493709017923713,-0.0008023574074017769,0.02050447074084504,0.48439303177884496,5.6541096048211656e-27,2.0841597166754196e-48,3.6865284741788274e-131,0.3148021130140458,False,False,False,none
AGRP,False,25,5.3528873442145475,-0.0009738993434237125,0.02050699554711538,0.4810609201626683,6.275926400827656e-27,2.292181241779614e-48,4.653379251136254e-131,0.3177999223472172,False,False,False,none
AGT,False,25,5.41972674930001,-0.0029712431364064423,0.03504218017489714,0.46621398266989833,3.9344411946841226e-10,1.429048005725794e-17,6.28494179449005e-46,0.33141470527851874,False,False,False,none
AGTPBP1,False,25,5.46321794898171,0.0010492312623102853,0.02099925750530627,0.4800750759373605,3.259815429896278e-26,3.378790756629915e-46,4.6847469683578755e-125,0.31869084071663073,False,False,False,none
AGTR1,False,25,5.3850417485469135,-0.0009749465648565603,0.020506421602960047,0.48104004029781755,6.259190891104112e-27,2.279508834023033e-48,4.581387933279004e-131,0.3178187727807199,False,False,False,none
AGTR2,False,25,5.308694158910403,0.00048480466034363343,0.0205073224899373,0.49056965807886277,2.914777189384977e-27,1.9482088760033042e-48,3.14436660978034e-131,0.30929931657892634,False,False,False,none
AGTRAP,False,25,4.158127461382888,-0.0016873164136184313,0.026599803892379145,0.47471068953356554,1.1310491603203562e-16,2.1316131129290012e-29,1.4353119797761403e-78,0.3235709887299812,False,False,False,none
AGXT,False,25,3.596010918377947,-0.00023600812948423378,0.020535816494846804,0.4954152517464713,5.0073172254307966e-27,2.5098145619534564e-48,6.373074167792067e-131,0.30503062744866355,False,False,False,none
AGXT2,False,25,4.490214172477113,0.00024004349778980073,0.02052078149184355,0.495333446898897,3.580150148562567e-27,2.145968770696099e-48,4.1300533605203767e-131,0.3051023457239916,False,False,False,none
AHCTF1,False,25,5.037203569145954,-0.00019004819185538708,0.02051194069149705,0.4963037542165294,4.2723389377700916e-27,1.945666816883012e-48,3.1490881975451777e-131,0.30425243963371434,False,False,False,none
AHCY,False,25,3.38199598212414,-0.0007810173076135996,0.02053916958841251,0.48483357606555577,6.792124791416864e-27,2.970139466451369e-48,9.866128278319503e-131,0.3144073117067356,False,False,False,none
AHCYL1,False,25,3.786505038709898,0.00015814772732214463,0.02053281085970819,0.4969272988678009,4.00116164584629e-27,2.4134995256970312e-48,5.719938259570712e-131,0.3037071444861186,False,False,False,none
AHCYL2,False,25,3.2737442886985733,-0.0003531505190442001,0.020541088324680008,0.49314156431430933,5.4852458982869465e-27,2.6979016820274948e-48,7.775719818936103e-131,0.3070283915236,False,False,False,none
AHDC1,False,25,4.143975924296704,-0.0029965034416003654,0.035290227736966266,0.46616635588300526,5.212840011853993e-10,2.3981911867686392e-17,2.6191647068623585e-45,0.3314590735473489,False,False,False,none
AHI1,False,25,5.420621594369188,0.0007612132187262735,0.02050618359560563,0.4851942022196153,2.5019361301910262e-27,2.0904274465734494e-48,3.738063382813541e-131,0.31408439733364324,False,False,False,none
AHNAK,False,25,3.3747656593943103,-0.00024841328888768727,0.020539282742714268,0.49517509208294674,5.139260520956561e-27,2.6061937202445923e-48,7.073636038601287e-131,0.3052412089859007,False,False,False,none
AHNAK2,False,25,5.014745346082383,0.0009891047591714679,0.020512114586249748,0.4807702497148806,2.2937941186178456e-27,2.433946073390898e-48,5.477140366157201e-131,0.31806241451699296,False,False,False,none
AHR,False,25,3.913752210140112,-0.00019146652512328193,0.020531527350518403,0.49627972221729033,4.774768915036282e-27,2.3883909372563885e-48,5.556229499268148e-131,0.3042734695317702,False,False,False,none
AHRR,False,25,5.428730880302811,0.00012221643339084784,0.02050561587101852,0.4976222604442867,3.496215048468162e-27,1.8110904024705662e-48,2.582381798315617e-131,0.30310020031908236,False,False,False,none
AHSA1,False,25,3.7254090422557598,0.0006061022303579001,0.02053370866235119,0.488225960443584,3.1756605179353807e-27,2.650454099107987e-48,7.326065586164825e-131,0.31137913156028446,False,False,False,none
