gene,beta_sd_nuts,eb_mu_logphi_batch,eb_tau_beta_scale,chains,psp_nuts,eb_sigma_logphi,draws,n_obs,lfsr_nuts,n_sample,tune,eb_tau_u_scale,batch_no,n_sgrna,beta_mean_nuts
ABCA2,0.1115877183984708,1.5561944696080865,0.11494520954412,3,0.9576666666666668,0.7084472251108588,1000,16,0.0423333333333333,4,1500,0.4684258567770211,9,4,0.1925149638501007
ABCA5,0.1136425776156536,1.5706860989184106,0.11494520954412,3,0.118,0.7084472251108588,1000,16,0.118,4,1500,0.4684258567770211,1,4,-0.1351669058591445
ABCB11,0.1171568654732429,1.5706860989184106,0.11494520954412,3,0.8693333333333333,0.7084472251108588,1000,16,0.1306666666666667,4,1500,0.4684258567770211,1,4,0.1279366742742206
ABCB6,0.1121140153844305,1.5665168278530832,0.11494520954412,3,0.903,0.7084472251108588,1000,16,0.0969999999999999,4,1500,0.4684258567770211,5,4,0.1404590461535995
ABCB7,0.1119864803675599,1.5639467862677976,0.11494520954412,3,0.011,0.7084472251108588,1000,16,0.011,4,1500,0.4684258567770211,3,4,-0.2660492473396895
ABCC12,0.1171957232959718,1.5639467862677976,0.11494520954412,3,0.8566666666666667,0.7084472251108588,1000,16,0.1433333333333333,4,1500,0.4684258567770211,3,4,0.1234885331093429
ABCC4,0.11360440136772178,1.5633554843054513,0.11494520954412007,3,0.647,0.7084472251108588,1000,16,0.353,4,1500,0.4684258567770211,10,4,0.04313537735560148
ABCC6,0.1141982167253466,1.5706860989184106,0.11494520954412,3,0.8906666666666667,0.7084472251108588,1000,16,0.1093333333333332,4,1500,0.4684258567770211,1,4,0.1420493060366843
ABCC8,0.1034216208139666,1.5658840941099257,0.11494520954412,3,0.936,0.7084472251108588,1000,16,0.0639999999999999,4,1500,0.4684258567770211,7,4,0.1565912360568617
ABCD3,0.1173937576181833,1.5706860989184106,0.11494520954412,3,0.211,0.7084472251108588,1000,16,0.211,4,1500,0.4684258567770211,1,4,-0.0944272568767589
ABCF1,0.118452389002603,1.550234325699251,0.11494520954412,3,0.9743333333333334,0.7084472251108588,1000,16,0.0256666666666666,4,1500,0.4684258567770211,4,4,0.2355388404055591
ABCG2,0.1065523954180236,1.5639467862677976,0.11494520954412,3,0.2013333333333333,0.7084472251108588,1000,16,0.2013333333333333,4,1500,0.4684258567770211,3,4,-0.0927571482749242
ABCG5,0.1203282844918447,1.550234325699251,0.11494520954412,3,0.0076666666666666,0.7084472251108588,1000,16,0.0076666666666666,4,1500,0.4684258567770211,4,4,-0.2860659482253588
ABCG8,0.1197366609747386,1.550234325699251,0.11494520954412,3,0.618,0.7084472251108588,1000,16,0.382,4,1500,0.4684258567770211,4,4,0.0326484580977523
ABHD2,0.10681011382666687,1.5633554843054513,0.11494520954412007,3,0.023666666666666666,0.7084472251108588,1000,16,0.023666666666666666,4,1500,0.4684258567770211,10,4,-0.21180698110739393
ABHD3,0.1151378442676708,1.5665168278530832,0.11494520954412,3,0.164,0.7084472251108588,1000,16,0.164,4,1500,0.4684258567770211,5,4,-0.1135986550875728
ABHD4,0.1113831407233814,1.5665168278530832,0.11494520954412,3,0.0336666666666666,0.7084472251108588,1000,16,0.0336666666666666,4,1500,0.4684258567770211,5,4,-0.2132335336421826
ABHD6,0.10882968507496134,1.5633554843054513,0.11494520954412007,3,0.195,0.7084472251108588,1000,16,0.195,4,1500,0.4684258567770211,10,4,-0.09438884997840495
ABHD8,0.1193539539070949,1.5706860989184106,0.11494520954412,3,0.7463333333333333,0.7084472251108588,1000,16,0.2536666666666667,4,1500,0.4684258567770211,1,4,0.0794431012535758
ABI2,0.11078160648627823,1.5633554843054513,0.11494520954412007,3,0.235,0.7084472251108588,1000,16,0.235,4,1500,0.4684258567770211,10,4,-0.07655582812037452
ABLIM1,0.1213952410726087,1.5633554843054513,0.11494520954412007,3,0.9713333333333334,0.7084472251108588,1000,16,0.028666666666666618,4,1500,0.4684258567770211,10,4,0.2347112058036932
ABR,0.115587278853823,1.5697311140197716,0.11494520954412,3,0.9856666666666668,0.7084472251108588,1000,16,0.0143333333333333,4,1500,0.4684258567770211,6,4,0.2566646820603357
ABT1,0.1105604171293427,1.5665168278530832,0.11494520954412,3,0.997,0.7084472251108588,1000,16,0.003,4,1500,0.4684258567770211,5,4,0.2925080710903657
ACACA,0.1204557510347028,1.550234325699251,0.11494520954412,3,0.982,0.7084472251108588,1000,16,0.018,4,1500,0.4684258567770211,4,4,0.2542733689172985
ACADS,0.1143895112530555,1.5633554843054513,0.11494520954412007,3,0.11266666666666666,0.7084472251108588,1000,16,0.11266666666666666,4,1500,0.4684258567770211,10,4,-0.13709319736480755
ACAP1,0.1155752914870771,1.5706860989184106,0.11494520954412,3,0.9516666666666668,0.7084472251108588,1000,16,0.0483333333333333,4,1500,0.4684258567770211,1,4,0.1875902662307037
ACAP2,0.10712381550108,1.5658840941099257,0.11494520954412,3,0.8446666666666667,0.7084472251108588,1000,16,0.1553333333333333,4,1500,0.4684258567770211,7,4,0.1067259695924581
ACAT1,0.108858810940424,1.5627110919231797,0.11494520954412,3,0.9073333333333332,0.7084472251108588,1000,16,0.0926666666666666,4,1500,0.4684258567770211,2,4,0.1414401591322481
ACAT2,0.1101043850680468,1.5627110919231797,0.11494520954412,3,0.9466666666666668,0.7084472251108588,1000,16,0.0533333333333333,4,1500,0.4684258567770211,2,4,0.1770509583200467
ACBD3,0.1225704172590294,1.5556958958618938,0.11494520954412,3,0.111,0.7084472251108588,1000,16,0.111,4,1500,0.4684258567770211,8,4,-0.1512134356284085
ACCSL,0.1151394171000936,1.5561944696080865,0.11494520954412,3,0.7696666666666667,0.7084472251108588,1000,16,0.2303333333333332,4,1500,0.4684258567770211,9,4,0.0840488712436381
ACER2,0.1183735620725097,1.550234325699251,0.11494520954412,3,0.0946666666666666,0.7084472251108588,1000,16,0.0946666666666666,4,1500,0.4684258567770211,4,4,-0.1606451889065184
ACOT13,0.111932818717524,1.5627110919231797,0.11494520954412,3,0.1963333333333333,0.7084472251108588,1000,16,0.1963333333333333,4,1500,0.4684258567770211,2,4,-0.0974671716188906
ACOT4,0.112654315573595,1.5556958958618938,0.11494520954412,3,0.8123333333333334,0.7084472251108588,1000,16,0.1876666666666666,4,1500,0.4684258567770211,8,4,0.1019572408677773
ACOT7,0.1132686656364412,1.5665168278530832,0.11494520954412,3,0.2726666666666666,0.7084472251108588,1000,16,0.2726666666666666,4,1500,0.4684258567770211,5,4,-0.0696304571536619
ACP1,0.1200525977043735,1.550234325699251,0.11494520954412,3,0.2083333333333333,0.7084472251108588,1000,16,0.2083333333333333,4,1500,0.4684258567770211,4,4,-0.0996643415589082
ACP2,0.1091066283070413,1.5697311140197716,0.11494520954412,3,0.065,0.7084472251108588,1000,16,0.065,4,1500,0.4684258567770211,6,4,-0.1645911230526569
ACRBP,0.1068976432610854,1.5658840941099257,0.11494520954412,3,0.2283333333333333,0.7084472251108588,1000,16,0.2283333333333333,4,1500,0.4684258567770211,7,4,-0.0801080270459174
ACRV1,0.116210847869882,1.5706860989184106,0.11494520954412,3,0.7833333333333333,0.7084472251108588,1000,16,0.2166666666666666,4,1500,0.4684258567770211,1,4,0.0933890184941567
ACSL1,0.1043351329375218,1.5658840941099257,0.11494520954412,3,0.0983333333333333,0.7084472251108588,1000,16,0.0983333333333333,4,1500,0.4684258567770211,7,4,-0.1385407602356074
ACSL3,0.115200993787898,1.5639467862677976,0.11494520954412,3,0.0926666666666666,0.7084472251108588,1000,16,0.0926666666666666,4,1500,0.4684258567770211,3,4,-0.1542015818776871
ACSL6,0.1107747350843306,1.5665168278530832,0.11494520954412,3,0.1166666666666666,0.7084472251108588,1000,16,0.1166666666666666,4,1500,0.4684258567770211,5,4,-0.1322517538562917
ACSM1,0.1142775046283654,1.5697311140197716,0.11494520954412,3,0.1066666666666666,0.7084472251108588,1000,16,0.1066666666666666,4,1500,0.4684258567770211,6,4,-0.1406908698136339
ACSM2B,0.1129599273077814,1.5697311140197716,0.11494520954412,3,0.2286666666666666,0.7084472251108588,1000,16,0.2286666666666666,4,1500,0.4684258567770211,6,4,-0.08217060244402
ACSM4,0.1139100895778844,1.5627110919231797,0.11494520954412,3,0.8006666666666666,0.7084472251108588,1000,16,0.1993333333333333,4,1500,0.4684258567770211,2,4,0.0963922349562768
ACTB,0.1205653347318457,1.550234325699251,0.11494520954412,3,0.018,0.7084472251108588,1000,16,0.018,4,1500,0.4684258567770211,4,4,-0.2548430351606042
ACTC1,0.1122740724149728,1.5627110919231797,0.11494520954412,3,0.93,0.7084472251108588,1000,16,0.0699999999999999,4,1500,0.4684258567770211,2,4,0.1668407488462272
ACTL6A,0.1133924496719705,1.5561944696080865,0.11494520954412,3,0.948,0.7084472251108588,1000,16,0.052,4,1500,0.4684258567770211,9,4,0.1827548742505693
ACTL7B,0.1046871028940693,1.5561944696080865,0.11494520954412,3,0.8323333333333334,0.7084472251108588,1000,16,0.1676666666666666,4,1500,0.4684258567770211,9,4,0.103391319321561
ACTL9,0.1092815710481481,1.5697311140197716,0.11494520954412,3,0.0463333333333333,0.7084472251108588,1000,16,0.0463333333333333,4,1500,0.4684258567770211,6,4,-0.1811675088146551
ACTN2,0.1097306431977576,1.5639467862677976,0.11494520954412,3,0.294,0.7084472251108588,1000,16,0.294,4,1500,0.4684258567770211,3,4,-0.0595454369919071
