gene,beta_mean_nuts,beta_sd_nuts,p_beta_gt_0_norm,p_beta_lt_0_norm,psp_norm,lfsr_norm,p_abs_beta_ge_0_3_norm,p_abs_beta_ge_0_5_norm,n_obs,n_sgrna,n_sample,chains,draws,tune,hit,psp_delta,lfsr_delta,p_abs_0_3_delta,p_abs_0_5_delta
TMEM139,-0.0765361058234815,0.091450030938886,0.2013195496409077,0.7986804503590923,0.7986804503590923,0.2013195496409077,0.007290677789016206,1.8236276600431912e-06,16,4,4,2,1000,1000,False,0.5946804503590923,-0.0026804503590922846,-0.00020932221098379344,1.8236276600431912e-06
TMEM161A,-0.245333636015048,0.1137307890241564,0.015497241294327502,0.9845027587056725,0.9845027587056725,0.015497241294327502,0.3153782615859051,0.012571343960423313,16,4,4,2,1000,1000,False,0.9710027587056725,0.001997241294327502,0.0018782615859050944,7.134396042331181e-05
TMEM184A,0.1293547714482558,0.0895638656656999,0.9256690558268814,0.07433094417311864,0.9256690558268814,0.07433094417311864,0.0283719444647109,1.7491811001474584e-05,16,4,4,2,1000,1000,False,0.0011690558268814266,-0.0011690558268813572,0.0013719444647109016,1.7491811001474584e-05
TMEM189,-0.0793727000393844,0.0931207888700853,0.19700636915472658,0.8029936308452734,0.8029936308452734,0.19700636915472658,0.00893498269777571,3.1362303688962644e-06,16,4,4,2,1000,1000,False,0.6074936308452734,0.0015063691547265723,0.00143498269777571,3.1362303688962644e-06
TMEM19,-0.1669416669616095,0.1082754923363239,0.06155828037141986,0.9384417196285801,0.9384417196285801,0.06155828037141986,0.1095651784677319,0.0010488947613324037,16,4,4,2,1000,1000,False,0.8704417196285801,-0.006441719628580145,0.002565178467731896,0.0010488947613324037
TMEM200C,0.1438131884389284,0.1080398014585737,0.9084240903672532,0.09157590963274675,0.9084240903672532,0.09157590963274675,0.07415886840189634,0.000488947588993486,16,4,4,2,1000,1000,False,-0.000575909632746785,0.0005759096327468544,-0.00234113159810366,-0.000511052411006514
TMEM201,0.0988782059925857,0.1154170243249032,0.8041957050371336,0.1958042949628664,0.8041957050371336,0.1958042949628664,0.040978872268691555,0.00025513979015542496,16,4,4,2,1000,1000,False,-0.0023042949628664378,0.0023042949628663822,-0.0035211277313084433,0.00025513979015542496
TMEM203,0.1809116364938111,0.1448726882488597,0.894124094120154,0.10587590587984597,0.894124094120154,0.10587590587984597,0.20598334747214173,0.01381477868785339,16,4,4,2,1000,1000,False,0.005124094120154021,-0.005124094120153938,0.007483347472141716,-0.0006852213121466104
TMEM205,0.1052927181862173,0.0941126184125655,0.8683861775731201,0.13161382242687986,0.8683861775731201,0.13161382242687986,0.019287184115545784,1.3704630025644098e-05,16,4,4,2,1000,1000,False,0.0008861775731200394,-0.0008861775731200394,0.0007871841155457845,1.3704630025644098e-05
TMEM207,0.2251457238427301,0.1388578090563037,0.9475353501401311,0.052464649859868824,0.9475353501401311,0.052464649859868824,0.29499660727888216,0.023885935524240395,16,4,4,2,1000,1000,False,0.017302792000596368,-0.017302792000596277,0.015926839837021756,0.0006301215707520957
TMEM213,-0.0926140697747709,0.089725821390448,0.15099162671521293,0.8490083732847871,0.8490083732847871,0.15099162671521293,0.010413385167058937,2.808170353318938e-06,16,4,4,2,1000,1000,False,0.702008373284787,0.0039916267152129425,-0.0005866148329410625,2.808170353318938e-06
TMEM217,-0.0381449756120622,0.1068175160528875,0.36050692822905805,0.639493071770942,0.639493071770942,0.36050692822905805,0.007888342662695108,7.904277797529008e-06,16,4,4,2,1000,1000,False,0.28049307177094196,0.0015069282290580688,-0.0016116573373048913,7.904277797529008e-06
TMEM231,0.1480906099995017,0.1140113305609547,0.9030128210080637,0.09698717899193632,0.9030128210080637,0.09698717899193632,0.09140582522271183,0.0010122454940952777,16,4,4,2,1000,1000,False,0.008012821008063664,-0.008012821008063581,-0.00409417477728817,0.0010122454940952777
