gene,beta_sd_nuts,eb_mu_logphi_batch,eb_tau_beta_scale,chains,psp_nuts,eb_sigma_logphi,draws,n_obs,lfsr_nuts,n_sample,tune,eb_tau_u_scale,batch_no,n_sgrna,beta_mean_nuts,p_abs_beta_ge_0_3,p_abs_beta_ge_0_5,p_beta_gt_0,p_beta_lt_0,psp_draws,lfsr_draws,hit
ABCC8,0.1034216208139666,1.5658840941099257,0.11494520954412,3,0.936,0.7084472251108588,1000,16,0.0639999999999999,4,1500,0.4684258567770211,7,4,0.1565912360568617,0.08866666666666667,0.0,0.936,0.064,0.936,0.06399999999999995,False
ABCD3,0.1173937576181833,1.5706860989184106,0.11494520954412,3,0.211,0.7084472251108588,1000,16,0.211,4,1500,0.4684258567770211,1,4,-0.0944272568767589,0.041,0.0,0.211,0.789,0.211,0.211,False
ABCF1,0.118452389002603,1.550234325699251,0.11494520954412,3,0.9743333333333334,0.7084472251108588,1000,16,0.0256666666666666,4,1500,0.4684258567770211,4,4,0.2355388404055591,0.29733333333333334,0.010333333333333333,0.9743333333333334,0.025666666666666667,0.9743333333333334,0.025666666666666615,False
ABCG2,0.1065523954180236,1.5639467862677976,0.11494520954412,3,0.2013333333333333,0.7084472251108588,1000,16,0.2013333333333333,4,1500,0.4684258567770211,3,4,-0.0927571482749242,0.023666666666666666,0.0,0.20133333333333334,0.7986666666666666,0.20133333333333334,0.20133333333333334,False
ABCG5,0.1203282844918447,1.550234325699251,0.11494520954412,3,0.0076666666666666,0.7084472251108588,1000,16,0.0076666666666666,4,1500,0.4684258567770211,4,4,-0.2860659482253588,0.44766666666666666,0.03666666666666667,0.007666666666666666,0.9923333333333333,0.007666666666666666,0.007666666666666666,False
ABCG8,0.1197366609747386,1.550234325699251,0.11494520954412,3,0.618,0.7084472251108588,1000,16,0.382,4,1500,0.4684258567770211,4,4,0.0326484580977523,0.015666666666666666,0.0,0.618,0.382,0.618,0.382,False
ABHD2,0.1068101138266668,1.5633554843054511,0.11494520954412,3,0.0236666666666666,0.7084472251108588,1000,16,0.0236666666666666,4,1500,0.4684258567770211,10,4,-0.2118069811073939,0.207,0.005333333333333333,0.023666666666666666,0.9763333333333334,0.023666666666666666,0.023666666666666666,False
ABHD3,0.1151378442676708,1.5665168278530832,0.11494520954412,3,0.164,0.7084472251108588,1000,16,0.164,4,1500,0.4684258567770211,5,4,-0.1135986550875728,0.049666666666666665,0.0003333333333333333,0.164,0.836,0.164,0.164,False
ABHD4,0.1113831407233814,1.5665168278530832,0.11494520954412,3,0.0336666666666666,0.7084472251108588,1000,16,0.0336666666666666,4,1500,0.4684258567770211,5,4,-0.2132335336421826,0.21566666666666667,0.005,0.033666666666666664,0.9663333333333334,0.033666666666666664,0.033666666666666664,False
ABHD6,0.1088296850749613,1.5633554843054511,0.11494520954412,3,0.195,0.7084472251108588,1000,16,0.195,4,1500,0.4684258567770211,10,4,-0.0943888499784049,0.028333333333333332,0.0,0.195,0.805,0.195,0.195,False
ABHD8,0.1193539539070949,1.5706860989184106,0.11494520954412,3,0.7463333333333333,0.7084472251108588,1000,16,0.2536666666666667,4,1500,0.4684258567770211,1,4,0.0794431012535758,0.033666666666666664,0.0,0.7463333333333333,0.25366666666666665,0.7463333333333333,0.2536666666666667,False
ABI2,0.1107816064862782,1.5633554843054511,0.11494520954412,3,0.235,0.7084472251108588,1000,16,0.235,4,1500,0.4684258567770211,10,4,-0.0765558281203745,0.024333333333333332,0.0,0.235,0.765,0.235,0.235,False
ABLIM1,0.1213952410726087,1.5633554843054511,0.11494520954412,3,0.9713333333333334,0.7084472251108588,1000,16,0.0286666666666666,4,1500,0.4684258567770211,10,4,0.2347112058036932,0.29233333333333333,0.015,0.9713333333333334,0.028666666666666667,0.9713333333333334,0.028666666666666618,False
ABR,0.115587278853823,1.5697311140197716,0.11494520954412,3,0.9856666666666668,0.7084472251108588,1000,16,0.0143333333333333,4,1500,0.4684258567770211,6,4,0.2566646820603357,0.3606666666666667,0.018333333333333333,0.9856666666666667,0.014333333333333333,0.9856666666666667,0.014333333333333309,False
ABT1,0.1105604171293427,1.5665168278530832,0.11494520954412,3,0.997,0.7084472251108588,1000,16,0.003,4,1500,0.4684258567770211,5,4,0.2925080710903657,0.473,0.031,0.997,0.003,0.997,0.0030000000000000027,False
ACACA,0.1204557510347028,1.550234325699251,0.11494520954412,3,0.982,0.7084472251108588,1000,16,0.018,4,1500,0.4684258567770211,4,4,0.2542733689172985,0.34933333333333333,0.020666666666666667,0.982,0.018,0.982,0.018000000000000016,False
ACADS,0.1143895112530555,1.5633554843054511,0.11494520954412,3,0.1126666666666666,0.7084472251108588,1000,16,0.1126666666666666,4,1500,0.4684258567770211,10,4,-0.1370931973648075,0.07266666666666667,0.0003333333333333333,0.11266666666666666,0.8873333333333333,0.11266666666666666,0.11266666666666666,False
ACAP1,0.1155752914870771,1.5706860989184106,0.11494520954412,3,0.9516666666666668,0.7084472251108588,1000,16,0.0483333333333333,4,1500,0.4684258567770211,1,4,0.1875902662307037,0.17266666666666666,0.003,0.9516666666666667,0.04833333333333333,0.9516666666666667,0.04833333333333334,False
ACAP2,0.10712381550108,1.5658840941099257,0.11494520954412,3,0.8446666666666667,0.7084472251108588,1000,16,0.1553333333333333,4,1500,0.4684258567770211,7,4,0.1067259695924581,0.035,0.0,0.8446666666666667,0.15533333333333332,0.8446666666666667,0.15533333333333332,False
ACAT1,0.108858810940424,1.5627110919231797,0.11494520954412,3,0.9073333333333332,0.7084472251108588,1000,16,0.0926666666666666,4,1500,0.4684258567770211,2,4,0.1414401591322481,0.07433333333333333,0.001,0.9073333333333333,0.09266666666666666,0.9073333333333333,0.09266666666666667,False
ACAT2,0.1101043850680468,1.5627110919231797,0.11494520954412,3,0.9466666666666668,0.7084472251108588,1000,16,0.0533333333333333,4,1500,0.4684258567770211,2,4,0.1770509583200467,0.127,0.003,0.9466666666666667,0.05333333333333334,0.9466666666666667,0.053333333333333344,False
ACBD3,0.1225704172590294,1.5556958958618938,0.11494520954412,3,0.111,0.7084472251108588,1000,16,0.111,4,1500,0.4684258567770211,8,4,-0.1512134356284085,0.115,0.002,0.111,0.889,0.111,0.111,False
ACCSL,0.1151394171000936,1.5561944696080865,0.11494520954412,3,0.7696666666666667,0.7084472251108588,1000,16,0.2303333333333332,4,1500,0.4684258567770211,9,4,0.0840488712436381,0.035333333333333335,0.0,0.7696666666666667,0.23033333333333333,0.7696666666666667,0.23033333333333328,False
ACER2,0.1183735620725097,1.550234325699251,0.11494520954412,3,0.0946666666666666,0.7084472251108588,1000,16,0.0946666666666666,4,1500,0.4684258567770211,4,4,-0.1606451889065184,0.12266666666666666,0.0006666666666666666,0.09466666666666666,0.9053333333333333,0.09466666666666666,0.09466666666666666,False
ACOT13,0.111932818717524,1.5627110919231797,0.11494520954412,3,0.1963333333333333,0.7084472251108588,1000,16,0.1963333333333333,4,1500,0.4684258567770211,2,4,-0.0974671716188906,0.034333333333333334,0.0,0.19633333333333333,0.8036666666666666,0.19633333333333333,0.19633333333333333,False
ACOT4,0.112654315573595,1.5556958958618938,0.11494520954412,3,0.8123333333333334,0.7084472251108588,1000,16,0.1876666666666666,4,1500,0.4684258567770211,8,4,0.1019572408677773,0.038,0.0,0.8123333333333334,0.18766666666666668,0.8123333333333334,0.18766666666666665,False
ACOT7,0.1132686656364412,1.5665168278530832,0.11494520954412,3,0.2726666666666666,0.7084472251108588,1000,16,0.2726666666666666,4,1500,0.4684258567770211,5,4,-0.0696304571536619,0.022,0.0,0.27266666666666667,0.7273333333333334,0.27266666666666667,0.27266666666666667,False
ACP1,0.1200525977043735,1.550234325699251,0.11494520954412,3,0.2083333333333333,0.7084472251108588,1000,16,0.2083333333333333,4,1500,0.4684258567770211,4,4,-0.0996643415589082,0.05333333333333334,0.0,0.20833333333333334,0.7916666666666666,0.20833333333333334,0.20833333333333334,False
ACP2,0.1091066283070413,1.5697311140197716,0.11494520954412,3,0.065,0.7084472251108588,1000,16,0.065,4,1500,0.4684258567770211,6,4,-0.1645911230526569,0.10933333333333334,0.0006666666666666666,0.065,0.935,0.065,0.065,False
ACRBP,0.1068976432610854,1.5658840941099257,0.11494520954412,3,0.2283333333333333,0.7084472251108588,1000,16,0.2283333333333333,4,1500,0.4684258567770211,7,4,-0.0801080270459174,0.017333333333333333,0.0,0.22833333333333333,0.7716666666666666,0.22833333333333333,0.22833333333333333,False
ACRV1,0.116210847869882,1.5706860989184106,0.11494520954412,3,0.7833333333333333,0.7084472251108588,1000,16,0.2166666666666666,4,1500,0.4684258567770211,1,4,0.0933890184941567,0.036333333333333336,0.0,0.7833333333333333,0.21666666666666667,0.7833333333333333,0.21666666666666667,False
ACSL1,0.1043351329375218,1.5658840941099257,0.11494520954412,3,0.0983333333333333,0.7084472251108588,1000,16,0.0983333333333333,4,1500,0.4684258567770211,7,4,-0.1385407602356074,0.062,0.0,0.09833333333333333,0.9016666666666666,0.09833333333333333,0.09833333333333333,False
ACSL3,0.115200993787898,1.5639467862677976,0.11494520954412,3,0.0926666666666666,0.7084472251108588,1000,16,0.0926666666666666,4,1500,0.4684258567770211,3,4,-0.1542015818776871,0.10166666666666667,0.0006666666666666666,0.09266666666666666,0.9073333333333333,0.09266666666666666,0.09266666666666666,False
ACSL6,0.1107747350843306,1.5665168278530832,0.11494520954412,3,0.1166666666666666,0.7084472251108588,1000,16,0.1166666666666666,4,1500,0.4684258567770211,5,4,-0.1322517538562917,0.06433333333333334,0.0006666666666666666,0.11666666666666667,0.8833333333333333,0.11666666666666667,0.11666666666666667,False
ACSM1,0.1142775046283654,1.5697311140197716,0.11494520954412,3,0.1066666666666666,0.7084472251108588,1000,16,0.1066666666666666,4,1500,0.4684258567770211,6,4,-0.1406908698136339,0.07566666666666666,0.001,0.10666666666666667,0.8933333333333333,0.10666666666666667,0.10666666666666667,False
ACSM2B,0.1129599273077814,1.5697311140197716,0.11494520954412,3,0.2286666666666666,0.7084472251108588,1000,16,0.2286666666666666,4,1500,0.4684258567770211,6,4,-0.08217060244402,0.029,0.0003333333333333333,0.22866666666666666,0.7713333333333333,0.22866666666666666,0.22866666666666666,False
ACSM4,0.1139100895778844,1.5627110919231797,0.11494520954412,3,0.8006666666666666,0.7084472251108588,1000,16,0.1993333333333333,4,1500,0.4684258567770211,2,4,0.0963922349562768,0.034333333333333334,0.0,0.8006666666666666,0.19933333333333333,0.8006666666666666,0.19933333333333336,False
ACTB,0.1205653347318457,1.550234325699251,0.11494520954412,3,0.018,0.7084472251108588,1000,16,0.018,4,1500,0.4684258567770211,4,4,-0.2548430351606042,0.35233333333333333,0.019,0.018,0.982,0.018,0.018,False
ACTC1,0.1122740724149728,1.5627110919231797,0.11494520954412,3,0.93,0.7084472251108588,1000,16,0.0699999999999999,4,1500,0.4684258567770211,2,4,0.1668407488462272,0.11866666666666667,0.0006666666666666666,0.93,0.07,0.93,0.06999999999999995,False
ACTL6A,0.1133924496719705,1.5561944696080865,0.11494520954412,3,0.948,0.7084472251108588,1000,16,0.052,4,1500,0.4684258567770211,9,4,0.1827548742505693,0.15133333333333332,0.0026666666666666666,0.948,0.052,0.948,0.052000000000000046,False
ACTL7B,0.1046871028940693,1.5561944696080865,0.11494520954412,3,0.8323333333333334,0.7084472251108588,1000,16,0.1676666666666666,4,1500,0.4684258567770211,9,4,0.103391319321561,0.029,0.0,0.8323333333333334,0.16766666666666666,0.8323333333333334,0.16766666666666663,False
ACTL9,0.1092815710481481,1.5697311140197716,0.11494520954412,3,0.0463333333333333,0.7084472251108588,1000,16,0.0463333333333333,4,1500,0.4684258567770211,6,4,-0.1811675088146551,0.13433333333333333,0.0033333333333333335,0.04633333333333333,0.9536666666666667,0.04633333333333333,0.04633333333333333,False
ACTN2,0.1097306431977576,1.5639467862677976,0.11494520954412,3,0.294,0.7084472251108588,1000,16,0.294,4,1500,0.4684258567770211,3,4,-0.0595454369919071,0.015,0.0,0.294,0.706,0.294,0.294,False
ACTR2,0.1200364752669782,1.5556958958618938,0.11494520954412,3,0.007,0.7084472251108588,1000,16,0.007,4,1500,0.4684258567770211,8,4,-0.2864776410102696,0.45166666666666666,0.03833333333333333,0.007,0.993,0.007,0.007,False
ACTR3,0.1159111828909938,1.5556958958618938,0.11494520954412,3,0.875,0.7084472251108588,1000,16,0.125,4,1500,0.4684258567770211,8,4,0.1331307426922758,0.07466666666666667,0.0006666666666666666,0.875,0.125,0.875,0.125,False
ACTRT2,0.1150977315248209,1.5561944696080865,0.11494520954412,3,0.1906666666666666,0.7084472251108588,1000,16,0.1906666666666666,4,1500,0.4684258567770211,9,4,-0.102890175233944,0.041,0.0006666666666666666,0.19066666666666668,0.8093333333333333,0.19066666666666668,0.19066666666666668,False
ACTRT3,0.1095455378684193,1.5665168278530832,0.11494520954412,3,0.881,0.7084472251108588,1000,16,0.119,4,1500,0.4684258567770211,5,4,0.1266231579249098,0.058666666666666666,0.0,0.881,0.119,0.881,0.119,False
ACVR1,0.1076760159770809,1.5697311140197716,0.11494520954412,3,0.819,0.7084472251108588,1000,16,0.181,4,1500,0.4684258567770211,6,4,0.0958247249237255,0.028666666666666667,0.0,0.819,0.181,0.819,0.18100000000000005,False
ACVR1C,0.1062068687675557,1.5658840941099257,0.11494520954412,3,0.15,0.7084472251108588,1000,16,0.15,4,1500,0.4684258567770211,7,4,-0.1087753128606648,0.035,0.0,0.15,0.85,0.15,0.15,False
ACY1,0.1140290769447723,1.5561944696080865,0.11494520954412,3,0.784,0.7084472251108588,1000,16,0.2159999999999999,4,1500,0.4684258567770211,9,4,0.0893605501976693,0.034333333333333334,0.0006666666666666666,0.784,0.216,0.784,0.21599999999999997,False
ADA,0.1194983941145422,1.5556958958618938,0.11494520954412,3,0.8316666666666667,0.7084472251108588,1000,16,0.1683333333333333,4,1500,0.4684258567770211,8,4,0.1139793337684298,0.06,0.0003333333333333333,0.8316666666666667,0.16833333333333333,0.8316666666666667,0.16833333333333333,False
