gene,beta_mean,beta_sd,psp,lfsr,tau_beta_mean,tau_u_mean,phi_mean,n_obs,n_sgrna,n_sample,batch_size,p_abs_beta_ge_0_3,p_abs_beta_ge_0_5,p_beta_gt_0,p_beta_lt_0,psp_draws,lfsr_draws,hit
P2RX5,-0.0682758129034175,0.3264825986548257,0.41,0.41,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.385,0.131,0.41,0.59,0.41,0.41,False
PABPN1,0.1030374266654545,0.3351597136716419,0.63,0.37,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.395,0.147,0.63,0.37,0.63,0.37,False
PAK6,0.1321916412899284,0.319542108982814,0.658,0.3419999999999999,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.378,0.134,0.658,0.342,0.658,0.34199999999999997,False
PAWR,-0.0720374049071108,0.3176819853698502,0.416,0.416,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.36,0.121,0.416,0.584,0.416,0.416,False
PAX6,0.0689026647169493,0.3236073533250865,0.574,0.426,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.347,0.122,0.574,0.426,0.574,0.42600000000000005,False
PBK,0.2078646033834839,0.3343291249290863,0.721,0.279,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.457,0.206,0.721,0.279,0.721,0.279,False
PCDHA13,0.1350129354367995,0.3456331775334231,0.656,0.344,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.406,0.178,0.656,0.344,0.656,0.344,False
PCDHB13,-0.1301923780393685,0.3329042340434501,0.347,0.347,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.399,0.151,0.347,0.653,0.347,0.347,False
PDCD10,0.2284865132824097,0.3265324103046154,0.749,0.251,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.479,0.225,0.749,0.251,0.749,0.251,False
PDIA3,0.1532040846862657,0.3293594416852692,0.677,0.3229999999999999,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.42,0.159,0.677,0.323,0.677,0.32299999999999995,False
PDLIM5,-0.0956476984660509,0.3266914195245974,0.378,0.378,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.378,0.136,0.378,0.622,0.378,0.378,False
PDZD2,0.0632178017092412,0.327629056999935,0.582,0.418,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.364,0.132,0.582,0.418,0.582,0.41800000000000004,False
PGLYRP1,-0.1073107713827921,0.3214532535786107,0.37,0.37,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.379,0.128,0.37,0.63,0.37,0.37,False
PGS1,0.1211597697509929,0.3281712321270843,0.655,0.345,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.401,0.156,0.655,0.345,0.655,0.345,False
PHF3,0.0609359677774379,0.3270469907797798,0.586,0.414,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.366,0.131,0.586,0.414,0.586,0.41400000000000003,False
PHF5A,-0.1968093497287713,0.3475697780602436,0.284,0.284,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.45,0.22,0.284,0.716,0.284,0.284,False
PHKA2,0.1812515250594164,0.3373936275597644,0.7,0.3,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.425,0.195,0.7,0.3,0.7,0.30000000000000004,False
PITPNM1,-0.0746221980506958,0.3333038037172017,0.401,0.401,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.384,0.143,0.401,0.599,0.401,0.401,False
PKN2,0.0718413427879108,0.3426975536970121,0.583,0.417,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.372,0.151,0.583,0.417,0.583,0.41700000000000004,False
PLIN5,0.2395451322920714,0.3449822881527413,0.752,0.248,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.477,0.245,0.752,0.248,0.752,0.248,False
POLR3F,0.1381768075875032,0.3215727041736826,0.664,0.3359999999999999,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.366,0.165,0.664,0.336,0.664,0.33599999999999997,False
POM121,0.255725768666961,0.3518372933869235,0.766,0.2339999999999999,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.518,0.257,0.766,0.234,0.766,0.23399999999999999,False
POTEB3,0.0726925576305672,0.3379907886826091,0.593,0.407,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.381,0.149,0.593,0.407,0.593,0.40700000000000003,False
PPAN,-0.0609555845335643,0.3376831267509738,0.431,0.431,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.382,0.161,0.431,0.569,0.431,0.431,False
PPP1R14D,0.1535020683971221,0.3309554675386373,0.675,0.3249999999999999,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.417,0.179,0.675,0.325,0.675,0.32499999999999996,False
PPP1R27,0.1327871866906151,0.3478400535428527,0.643,0.357,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.431,0.182,0.643,0.357,0.643,0.357,False
PPP6R1,0.1451622521416476,0.3388643788293337,0.679,0.3209999999999999,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.428,0.168,0.679,0.321,0.679,0.32099999999999995,False
PRDM5,-0.1410574814590046,0.318630016764252,0.329,0.329,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.399,0.156,0.329,0.671,0.329,0.329,False
PRG3,0.0350429005849839,0.3121220371178363,0.556,0.4439999999999999,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.354,0.108,0.556,0.444,0.556,0.44399999999999995,False
PRKAB2,-0.1911814290057962,0.3250239045266007,0.269,0.269,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.432,0.196,0.269,0.731,0.269,0.269,False
PRY,0.0721921622669901,0.3251314159275748,0.586,0.414,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.376,0.137,0.586,0.414,0.586,0.41400000000000003,False
PSPC1,0.0968116704148787,0.3389389669141885,0.615,0.385,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.387,0.153,0.615,0.385,0.615,0.385,False
PTCHD3,-0.1497210971454319,0.3225985086006159,0.334,0.334,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.409,0.161,0.334,0.666,0.334,0.334,False
PTDSS2,0.136917503444392,0.3226770792404757,0.665,0.3349999999999999,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.428,0.161,0.665,0.335,0.665,0.33499999999999996,False
PTP4A3,-0.0006334522916789,0.3317538109804266,0.492,0.492,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.379,0.13,0.492,0.508,0.492,0.492,False
PTPRJ,0.1967357258457775,0.3386082523827023,0.709,0.291,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.442,0.202,0.709,0.291,0.709,0.29100000000000004,False
PVRL2,-0.1134593250467833,0.3400755789131082,0.367,0.367,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.396,0.155,0.367,0.633,0.367,0.367,False
RAB11FIP2,-0.0579557334056826,0.3364883455557416,0.435,0.435,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.371,0.145,0.435,0.565,0.435,0.435,False
RAB18,0.1443914333871119,0.3323940955510165,0.672,0.3279999999999999,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.412,0.154,0.672,0.328,0.672,0.32799999999999996,False
RAB5A,-0.3109048586354634,0.3314549898539054,0.181,0.181,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.564,0.3,0.181,0.819,0.181,0.181,False
RABGEF1,-0.3439434054790093,0.3308410254748038,0.143,0.143,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.564,0.32,0.143,0.857,0.143,0.143,False
RANBP3,-0.2590669939332685,0.3287913885049339,0.202,0.202,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.497,0.236,0.202,0.798,0.202,0.202,False
RBM34,-0.112672236658901,0.3297686084523114,0.374,0.374,0.4744627792136719,1.544614672616102,0.3807384643740561,16,4,4,500,0.369,0.148,0.374,0.626,0.374,0.374,False
