gene,beta_mean,beta_sd,psp,lfsr,tau_beta_mean,tau_u_mean,phi_mean,n_obs,n_sgrna,n_sample,batch_size,p_abs_beta_ge_0_3,p_abs_beta_ge_0_5,p_beta_gt_0,p_beta_lt_0,psp_draws,lfsr_draws,hit
ATRNL1,-0.1371388015816639,0.3208794007229203,0.337,0.337,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.392,0.15,0.337,0.663,0.337,0.337,False
AUTS2,-0.0703214161073118,0.3550803261772141,0.421,0.421,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.397,0.155,0.421,0.579,0.421,0.421,False
B3GALT5,-0.075347294296835,0.328469320649756,0.396,0.396,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.389,0.149,0.396,0.604,0.396,0.396,False
BBIP1,-0.0026309856348721,0.3425127357354401,0.514,0.486,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.368,0.143,0.514,0.486,0.514,0.486,False
BPIFC,-0.1217047828207403,0.3307423186957893,0.364,0.364,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.391,0.144,0.364,0.636,0.364,0.364,False
BRCA2,0.013130100815984,0.3220359580070149,0.512,0.488,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.356,0.113,0.512,0.488,0.512,0.488,False
BTBD10,-0.1073964532265082,0.3234789951522283,0.39,0.39,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.378,0.139,0.39,0.61,0.39,0.39,False
BTG4,0.0700282280430105,0.3308802590486256,0.585,0.415,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.353,0.144,0.585,0.415,0.585,0.41500000000000004,False
BUB1,-0.0939796137222256,0.3323895692956722,0.398,0.398,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.379,0.151,0.398,0.602,0.398,0.398,False
C12orf29,-0.0750816486620539,0.3177102250653003,0.427,0.427,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.356,0.121,0.427,0.573,0.427,0.427,False
C17orf96,-0.0641248319287902,0.3267499616317994,0.439,0.439,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.382,0.14,0.439,0.561,0.439,0.439,False
C19orf24,0.2048740541268074,0.3309046128341482,0.74,0.26,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.44,0.212,0.74,0.26,0.74,0.26,False
C19orf57,0.1061452683384835,0.3077850145498159,0.637,0.363,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.354,0.131,0.637,0.363,0.637,0.363,False
C1QTNF6,0.0732666364986048,0.3041306900734855,0.591,0.409,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.343,0.104,0.591,0.409,0.591,0.40900000000000003,False
C1orf168,-0.1325002081698828,0.3234008783925182,0.333,0.333,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.4,0.145,0.333,0.667,0.333,0.333,False
C21orf62,-0.0549970774200401,0.330879468041906,0.439,0.439,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.374,0.139,0.439,0.561,0.439,0.439,False
C3,0.2033764442059721,0.3318463445420848,0.725,0.275,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.467,0.21,0.725,0.275,0.725,0.275,False
C3orf58,-0.0629319244065902,0.3150931778805449,0.426,0.426,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.36,0.104,0.426,0.574,0.426,0.426,False
C9orf171,-0.0678857187945882,0.3372831536534269,0.441,0.441,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.393,0.143,0.441,0.559,0.441,0.441,False
CAPG,-0.0479388838526156,0.3219529449250586,0.445,0.445,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.357,0.124,0.445,0.555,0.445,0.445,False
CAPN1,-0.1137553715820382,0.3263226679931948,0.362,0.362,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.399,0.148,0.362,0.638,0.362,0.362,False
CAPZA3,0.049835409504627,0.3186959393146115,0.565,0.435,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.349,0.122,0.565,0.435,0.565,0.43500000000000005,False
CBWD6,-0.0124200984028505,0.326821101343819,0.479,0.479,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.362,0.127,0.479,0.521,0.479,0.479,False
CBY3,-0.0691730063035592,0.3117054678455619,0.423,0.423,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.345,0.123,0.423,0.577,0.423,0.423,False
CCDC79,0.1538841345610494,0.3279572873018153,0.688,0.312,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.412,0.164,0.688,0.312,0.688,0.31200000000000006,False
CCDC93,-0.081420436820195,0.3074739921631022,0.392,0.392,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.338,0.123,0.392,0.608,0.392,0.392,False
CCNB1IP1,0.2106846479751802,0.3547952486454018,0.72,0.28,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.47,0.227,0.72,0.28,0.72,0.28,False
CCND2,0.0576949069913469,0.3215412891654514,0.574,0.426,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.368,0.128,0.574,0.426,0.574,0.42600000000000005,False
CD200,-0.0288706662930864,0.3204963889571793,0.461,0.461,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.345,0.118,0.461,0.539,0.461,0.461,False
CDCA5,-0.2948242834857771,0.3636481512754401,0.223,0.223,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.577,0.308,0.223,0.777,0.223,0.223,False
CDCP1,0.0325462123972152,0.3196728569227328,0.546,0.4539999999999999,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.356,0.107,0.546,0.454,0.546,0.45399999999999996,False
CDH9,-0.011694778273803,0.3203381419279899,0.484,0.484,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.337,0.128,0.484,0.516,0.484,0.484,False
CDK5RAP2,0.0161136589464411,0.3224447007033315,0.506,0.494,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.351,0.115,0.506,0.494,0.506,0.494,False
CDRT1,-0.0179237536916059,0.3302158971512556,0.469,0.469,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.368,0.138,0.469,0.531,0.469,0.469,False
CDYL,-0.0018148955628725,0.3318046353213075,0.5,0.5,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.378,0.137,0.5,0.5,0.5,0.5,False
CEACAM7,-0.0640934519154458,0.3285663562745542,0.414,0.414,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.375,0.148,0.414,0.586,0.414,0.414,False
CEP162,0.0383277593110821,0.3090374412203811,0.542,0.4579999999999999,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.337,0.117,0.542,0.458,0.542,0.45799999999999996,False
CEP57L1,0.0574586388914252,0.325360669876432,0.551,0.4489999999999999,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.37,0.125,0.551,0.449,0.551,0.44899999999999995,False
CFHR1,-0.1237491685493025,0.3515294704930515,0.353,0.353,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.443,0.191,0.353,0.647,0.353,0.353,False
CHFR,0.0241758038282341,0.3172786503906525,0.516,0.484,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.32,0.123,0.516,0.484,0.516,0.484,False
CHMP4C,-0.0281312624775792,0.3408800617629858,0.472,0.472,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.392,0.14,0.472,0.528,0.472,0.472,False
CHST1,0.0713445508131827,0.3296488053616997,0.586,0.414,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.371,0.131,0.586,0.414,0.586,0.41400000000000003,False
CLCF1,-0.0118929560290901,0.3183502152680363,0.482,0.482,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.348,0.109,0.482,0.518,0.482,0.482,False
CLCN6,0.0070863702738618,0.324531023102258,0.502,0.498,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.353,0.118,0.502,0.498,0.502,0.498,False
CLDN15,0.0933806237905177,0.3191731417611346,0.599,0.401,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.378,0.123,0.599,0.401,0.599,0.401,False
CLEC5A,0.0774325894255586,0.3389762219177898,0.595,0.405,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.378,0.158,0.595,0.405,0.595,0.405,False
CLIC2,-0.0891665138676313,0.3464317057511176,0.41,0.41,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.41,0.153,0.41,0.59,0.41,0.41,False
CLPP,-0.0806881970186793,0.3149668865404791,0.389,0.389,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.358,0.115,0.389,0.611,0.389,0.389,False
CMPK2,-0.0926020178544844,0.3479726281243033,0.394,0.394,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.418,0.156,0.394,0.606,0.394,0.394,False
CNGA4,-0.0317369045701873,0.3339831526774924,0.48,0.48,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.354,0.144,0.48,0.52,0.48,0.48,False
CNGB3,0.1295421950585939,0.3122248740076185,0.653,0.347,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.373,0.137,0.653,0.347,0.653,0.347,False
CNP,-0.0549728553734395,0.3334038207179363,0.452,0.452,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.366,0.143,0.452,0.548,0.452,0.452,False
COA6,0.0083211542067274,0.3188206561964525,0.508,0.492,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.357,0.115,0.508,0.492,0.508,0.492,False
COMP,0.1854554757742782,0.3272383415353229,0.721,0.279,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.44,0.198,0.721,0.279,0.721,0.279,False
CORO1B,0.083929771322382,0.3147982544551351,0.607,0.393,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.357,0.119,0.607,0.393,0.607,0.393,False
CPNE4,-0.0709595042431799,0.3425966682057686,0.426,0.426,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.404,0.148,0.426,0.574,0.426,0.426,False
CRYAA,-0.0495800776448393,0.3126541526577652,0.422,0.422,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.332,0.101,0.422,0.578,0.422,0.422,False
CST5,-0.0417889223826438,0.3356923291926417,0.439,0.439,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.374,0.134,0.439,0.561,0.439,0.439,False
CT47B1,-0.0067068661889815,0.3264235500732379,0.495,0.495,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.354,0.123,0.495,0.505,0.495,0.495,False
CTPS2,0.0109405165342372,0.3320718845750689,0.501,0.499,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.364,0.14,0.501,0.499,0.501,0.499,False
CXCL11,0.1604690751896787,0.3283393729249387,0.685,0.3149999999999999,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.415,0.154,0.685,0.315,0.685,0.31499999999999995,False
CYP2R1,-0.089597838914433,0.3138104720170476,0.392,0.392,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.358,0.133,0.392,0.608,0.392,0.392,False
DACT2,-0.0061505966157891,0.3347370303437594,0.491,0.491,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.376,0.139,0.491,0.509,0.491,0.491,False
DCAF17,0.0597817696725271,0.3246723282559389,0.555,0.4449999999999999,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.368,0.119,0.555,0.445,0.555,0.44499999999999995,False
DCAF4L2,-0.019054410414173,0.3234671992357815,0.471,0.471,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.364,0.125,0.471,0.529,0.471,0.471,False
DCDC2,-0.1710483877874239,0.337856314245971,0.304,0.304,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.447,0.208,0.304,0.696,0.304,0.304,False
DCXR,0.1139207015702465,0.3379662546858686,0.623,0.377,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.396,0.162,0.623,0.377,0.623,0.377,False
DDA1,0.0767530035867393,0.3296822278629968,0.58,0.42,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.365,0.129,0.58,0.42,0.58,0.42000000000000004,False
DDX23,0.033397773085124,0.3353314606643664,0.549,0.4509999999999999,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.373,0.135,0.549,0.451,0.549,0.45099999999999996,False
DGUOK,-0.0136015436176604,0.343077813543601,0.491,0.491,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.385,0.138,0.491,0.509,0.491,0.491,False
DHPS,0.0243596209345867,0.344856160490136,0.53,0.47,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.369,0.159,0.53,0.47,0.53,0.47,False
DIRAS2,-0.0915109245566761,0.3225588053070059,0.384,0.384,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.349,0.15,0.384,0.616,0.384,0.384,False
DISP1,0.1537666258438525,0.3223344039383715,0.67,0.3299999999999999,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.395,0.151,0.67,0.33,0.67,0.32999999999999996,False
DMRT2,-0.1344389993703401,0.3270175183041071,0.348,0.348,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.407,0.158,0.348,0.652,0.348,0.348,False
DMRTB1,-0.045366370803604,0.3299560706817692,0.44,0.44,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.379,0.128,0.44,0.56,0.44,0.44,False
DNAJB5,-0.0266781511780205,0.3423908237431151,0.474,0.474,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.384,0.143,0.474,0.526,0.474,0.474,False
DNAJC5G,-0.1422618621126709,0.3277280952158378,0.337,0.337,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.396,0.172,0.337,0.663,0.337,0.337,False
DOCK10,0.0045610026145226,0.3165912629831783,0.494,0.494,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.349,0.113,0.494,0.506,0.494,0.494,False
DPPA3,0.0715385784876238,0.3276863436841953,0.577,0.423,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.37,0.143,0.577,0.423,0.577,0.42300000000000004,False
ECHDC2,0.1127096678113029,0.3328218817789758,0.633,0.367,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.392,0.153,0.633,0.367,0.633,0.367,False
EDEM2,-0.0028986716988415,0.3149437463678988,0.491,0.491,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.33,0.118,0.491,0.509,0.491,0.491,False
EEF2,-0.1043037239055218,0.3225995615285447,0.36,0.36,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.365,0.15,0.36,0.64,0.36,0.36,False
EIF3H,0.2055869153981256,0.340167245889621,0.72,0.28,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.476,0.218,0.72,0.28,0.72,0.28,False
ELMO1,-0.0332730133004198,0.3187709566037239,0.465,0.465,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.34,0.125,0.465,0.535,0.465,0.465,False
EMILIN2,-0.1337394045945832,0.3283005467318007,0.343,0.343,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.412,0.16,0.343,0.657,0.343,0.343,False
ENPP7,0.091535227835932,0.3144527147000577,0.617,0.383,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.342,0.127,0.617,0.383,0.617,0.383,False
EPG5,0.0071608052342137,0.3169676513868908,0.506,0.494,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.348,0.115,0.506,0.494,0.506,0.494,False
EPHA5,-0.0573704249305151,0.3292277903655811,0.439,0.439,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.374,0.136,0.439,0.561,0.439,0.439,False
EPOR,0.0178375683112367,0.3249542208118797,0.508,0.492,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.351,0.132,0.508,0.492,0.508,0.492,False
ERBB2IP,-0.0220132793856234,0.3192505210969548,0.469,0.469,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.35,0.125,0.469,0.531,0.469,0.469,False
EXOC6,-0.1355945316798714,0.3437907801399255,0.354,0.354,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.44,0.172,0.354,0.646,0.354,0.354,False
EZH2,-0.1730364127762911,0.3367823947589833,0.288,0.288,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.433,0.182,0.288,0.712,0.288,0.288,False
FADD,0.0270716822772318,0.3396115602570166,0.526,0.474,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.395,0.14,0.526,0.474,0.526,0.474,False
FAF1,0.0360490061862162,0.3151941058390067,0.548,0.4519999999999999,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.327,0.115,0.548,0.452,0.548,0.45199999999999996,False
FAHD1,0.1182996425367061,0.3371996595476959,0.622,0.378,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.405,0.166,0.622,0.378,0.622,0.378,False
FAM13C,0.1363817078078026,0.3274363562368592,0.663,0.3369999999999999,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.417,0.157,0.663,0.337,0.663,0.33699999999999997,False
FAM157B,-0.0806616237175545,0.319552531231135,0.388,0.388,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.374,0.131,0.388,0.612,0.388,0.388,False
FAM179B,-0.0235252184498221,0.320245258441802,0.48,0.48,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.351,0.123,0.48,0.52,0.48,0.48,False
FAM199X,-0.1313992612833275,0.3313129613166459,0.345,0.345,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.393,0.157,0.345,0.655,0.345,0.345,False
FAM212B,0.0232141845733041,0.322613096524625,0.513,0.487,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.354,0.127,0.513,0.487,0.513,0.487,False
FAM229A,-0.1083194849723982,0.3274226186857897,0.364,0.364,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.372,0.159,0.364,0.636,0.364,0.364,False
FANCA,-0.0711999771995483,0.3188699814265455,0.405,0.405,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.357,0.133,0.405,0.595,0.405,0.405,False
FBXL22,0.0921307620946965,0.328373890810762,0.591,0.409,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.36,0.144,0.591,0.409,0.591,0.40900000000000003,False
FBXO41,-0.1506847371016706,0.3226406946710936,0.337,0.337,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.388,0.157,0.337,0.663,0.337,0.337,False
FERMT1,0.1129826033915031,0.3064363729246879,0.655,0.345,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.355,0.128,0.655,0.345,0.655,0.345,False
FHAD1,0.1104883418437765,0.3280954097228672,0.618,0.382,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.369,0.157,0.618,0.382,0.618,0.382,False
FJX1,-0.1702293019676659,0.3359206405570594,0.302,0.302,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.441,0.185,0.302,0.698,0.302,0.302,False
FKBPL,0.0405283407620937,0.3331797718848702,0.558,0.4419999999999999,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.378,0.126,0.558,0.442,0.558,0.44199999999999995,False
FLVCR1,0.1107971965351678,0.3195570325079719,0.634,0.366,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.361,0.152,0.634,0.366,0.634,0.366,False
FMOD,-0.1048851682986672,0.3346977628126439,0.376,0.376,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.407,0.162,0.376,0.624,0.376,0.376,False
FOXO3,-0.1691571637072269,0.3228858789931768,0.296,0.296,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.415,0.183,0.296,0.704,0.296,0.296,False
GABBR1,0.0164125844197325,0.3301438833308352,0.514,0.486,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.369,0.137,0.514,0.486,0.514,0.486,False
GALR2,0.0835673742215573,0.3090343346709159,0.613,0.387,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.361,0.106,0.613,0.387,0.613,0.387,False
GAS8,0.0541262893032259,0.3238581275931474,0.565,0.435,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.386,0.127,0.565,0.435,0.565,0.43500000000000005,False
GBP1,-0.0204234779776649,0.3173440472579321,0.49,0.49,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.337,0.117,0.49,0.51,0.49,0.49,False
GBP6,-0.0612210475067802,0.3358841052880682,0.431,0.431,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.394,0.134,0.431,0.569,0.431,0.431,False
GLT8D1,0.124313785194933,0.3343171064133777,0.638,0.362,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.395,0.167,0.638,0.362,0.638,0.362,False
GMNC,-0.0810742479169932,0.3296578923815649,0.411,0.411,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.381,0.14,0.411,0.589,0.411,0.411,False
GNA15,0.1796234743230737,0.3219327201155215,0.696,0.304,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.419,0.179,0.696,0.304,0.696,0.30400000000000005,False
GNG13,-0.0758752923068062,0.3226789744675411,0.417,0.417,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.372,0.143,0.417,0.583,0.417,0.417,False
GOLGA6L2,-0.0440559250691461,0.3166482936655206,0.438,0.438,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.34,0.12,0.438,0.562,0.438,0.438,False
GOLM1,0.0653171586055007,0.3290518315606131,0.577,0.423,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.354,0.14,0.577,0.423,0.577,0.42300000000000004,False
GPATCH11,0.0742302713943944,0.3233447002509031,0.59,0.41,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.347,0.134,0.59,0.41,0.59,0.41000000000000003,False
GPBAR1,0.0343790208949324,0.3278113915298478,0.556,0.4439999999999999,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.372,0.126,0.556,0.444,0.556,0.44399999999999995,False
GPR20,0.0524604857085313,0.3245163183338882,0.562,0.4379999999999999,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.379,0.132,0.562,0.438,0.562,0.43799999999999994,False
GPR63,-0.059960732586387,0.3223022499454412,0.429,0.429,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.363,0.119,0.429,0.571,0.429,0.429,False
GPRC5B,-0.0153091927908373,0.3184191687925979,0.482,0.482,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.347,0.111,0.482,0.518,0.482,0.482,False
GRAMD1B,-0.0500948832968885,0.3237579449431044,0.419,0.419,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.36,0.122,0.419,0.581,0.419,0.419,False
GREM1,-0.1031799839965602,0.3273514759667884,0.384,0.384,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.372,0.141,0.384,0.616,0.384,0.384,False
GRIA2,-0.086491116739238,0.3354142604964057,0.413,0.413,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.377,0.156,0.413,0.587,0.413,0.413,False
GSTA2,0.0798232911489886,0.3276076022266126,0.584,0.416,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.382,0.15,0.584,0.416,0.584,0.41600000000000004,False
HAAO,0.0094057454020824,0.320704044062875,0.519,0.481,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.347,0.114,0.519,0.481,0.519,0.481,False
HAUS2,-0.0963532804982596,0.3251276538758218,0.402,0.402,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.378,0.139,0.402,0.598,0.402,0.402,False
HAUS6,-0.0719264627789387,0.3299212543061815,0.408,0.408,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.371,0.133,0.408,0.592,0.408,0.408,False
HDLBP,0.0475131920416218,0.3305154704410122,0.573,0.427,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.38,0.13,0.573,0.427,0.573,0.42700000000000005,False
HEATR6,0.0154529182344182,0.3216851348961376,0.516,0.484,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.36,0.127,0.516,0.484,0.516,0.484,False
HERC4,-0.1717571464871493,0.3374442843689099,0.311,0.311,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.427,0.181,0.311,0.689,0.311,0.311,False
HFE2,0.117713841067313,0.3242683514738496,0.637,0.363,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.373,0.153,0.637,0.363,0.637,0.363,False
HGH1,-0.1497107913538845,0.3193295720890175,0.321,0.321,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.42,0.162,0.321,0.679,0.321,0.321,False
HIST1H2AG,-0.0945754507199688,0.31964991227469,0.384,0.384,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.365,0.141,0.384,0.616,0.384,0.384,False
HIST1H2BG,0.0426260696199194,0.3266603366365677,0.557,0.4429999999999999,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.365,0.119,0.557,0.443,0.557,0.44299999999999995,False
HIST1H2BO,0.0020231931475062,0.3260247957904337,0.519,0.481,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.356,0.132,0.519,0.481,0.519,0.481,False
HLA-B,-0.0526483442493236,0.3329980766063343,0.441,0.441,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.372,0.137,0.441,0.559,0.441,0.441,False
HMOX2,-0.1258164490556981,0.3218016985425733,0.342,0.342,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.387,0.148,0.342,0.658,0.342,0.342,False
HOXB9,-0.0403109815436096,0.3313127596530354,0.458,0.458,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.371,0.133,0.458,0.542,0.458,0.458,False
HPS3,-0.0941058334824681,0.3248269324481815,0.38,0.38,0.4493793798077807,1.5396077611303542,0.3827217421593429,16,4,4,500,0.37,0.144,0.38,0.62,0.38,0.38,False
