gene,beta_mean_nuts,beta_sd_nuts,p_beta_gt_0_norm,p_beta_lt_0_norm,psp_norm,lfsr_norm,p_abs_beta_ge_0_3_norm,p_abs_beta_ge_0_5_norm,n_obs,n_sgrna,n_sample,chains,draws,tune,hit,psp_delta,lfsr_delta,p_abs_0_3_delta,p_abs_0_5_delta
ABHD3,-0.1135986550875728,0.1151378442676708,0.16191159481882467,0.8380884051811753,0.8380884051811753,0.16191159481882467,0.05289395516288398,0.00039545780413067914,16,4,4,3,1000,1500,False,0.6740884051811753,-0.00208840518117534,0.0032272884962173745,6.212447079737915e-05
ABHD4,-0.2132335336421826,0.1113831407233814,0.02778358766300526,0.9722164123369947,0.9722164123369947,0.02778358766300526,0.21799453698105548,0.005017877596560042,16,4,4,3,1000,1500,False,0.9385497456703281,-0.0058830790036613415,0.0023278703143888857,1.787759656004216e-05
ABHD6,-0.0943888499784049,0.1088296850749613,0.1928866536863172,0.8071133463136828,0.8071133463136828,0.1928866536863172,0.029571388994150724,9.689952938159614e-05,16,4,4,3,1000,1500,False,0.6121133463136827,-0.002113346313682818,0.0012380556608174234,9.689952938159614e-05
ABHD8,0.0794431012535758,0.1193539539070949,0.7471695685363724,0.2528304314636276,0.7471695685363724,0.2528304314636276,0.03304531213191014,0.00021345686426343545,16,4,4,3,1000,1500,False,0.000836235203039104,-0.000836235203039104,-0.0006213545347564589,0.00021345686426343545
ABI2,-0.0765558281203745,0.1107816064862782,0.24476649577085385,0.7552335042291461,0.7552335042291461,0.24476649577085385,0.02218691486801938,6.619483968579356e-05,16,4,4,3,1000,1500,False,0.5202335042291462,0.009766495770853867,-0.00214641846531392,6.619483968579356e-05
ABLIM1,0.2347112058036932,0.1213952410726087,0.9734093920990364,0.026590607900963584,0.9734093920990364,0.026590607900963584,0.29535594164168316,0.014432290511230074,16,4,4,3,1000,1500,False,0.0020760587657030483,-0.002076058765703017,0.0030226083083498834,-0.0005677094887699251
ABR,0.2566646820603357,0.115587278853823,0.9868084950105702,0.013191504989429795,0.9868084950105702,0.013191504989429795,0.3538628529214722,0.01763658287644387,16,4,4,3,1000,1500,False,0.0011418283439034171,-0.0011418283439035056,-0.006803813745194509,-0.0006967504568894285
ABT1,0.2925080710903657,0.1105604171293427,0.9959237189771392,0.004076281022860807,0.9959237189771392,0.004076281022860807,0.47298710657669185,0.03027763047278873,16,4,4,3,1000,1500,False,-0.0010762810228608366,0.0010762810228608071,-1.2893423308124596e-05,-0.0007223695272112682
ACACA,0.2542733689172985,0.1204557510347028,0.9826107321380457,0.01738926786195428,0.9826107321380457,0.01738926786195428,0.3521182610304735,0.02067644514973798,16,4,4,3,1000,1500,False,0.0006107321380457442,-0.0006107321380457199,0.002784927697140227,9.77848307137999e-06
ACADS,-0.1370931973648075,0.1143895112530555,0.11536568743888864,0.8846343125611114,0.8846343125611114,0.11536568743888864,0.07726924790526193,0.0007555372999479347,16,4,4,3,1000,1500,False,0.7719676458944448,0.0026990207722220466,0.004602581238595332,0.0004222039666146347
ACAP1,0.1875902662307037,0.1155752914870771,0.9477159950035309,0.05228400499646913,0.9477159950035309,0.05228400499646913,0.1653857585649384,0.0034349693480408123,16,4,4,3,1000,1500,False,-0.003950671663135896,0.003950671663135834,-0.007280908101728212,0.0004349693480408122
ACAP2,0.1067259695924581,0.10712381550108,0.8404444250291602,0.15955557497083983,0.8404444250291602,0.15955557497083983,0.035672363641491116,0.00012070981196002054,16,4,4,3,1000,1500,False,-0.0042222416375065075,0.004222241637506535,0.0006723636414911124,0.00012070981196002054
ACAT1,0.1414401591322481,0.108858810940424,0.9030793548219858,0.09692064517801424,0.9030793548219858,0.09692064517801424,0.07264341529628178,0.0004942047739877471,16,4,4,3,1000,1500,False,-0.004253978511347456,0.004253978511347636,-0.001689918037051527,-0.0005057952260122529
ACAT2,0.1770509583200467,0.1101043850680468,0.9460855008009427,0.053914499199057345,0.9460855008009427,0.053914499199057345,0.13207746240714205,0.001677887511309239,16,4,4,3,1000,1500,False,-0.0005811658657240981,0.0005811658657240426,0.005077462407142047,-0.001322112488690761
