gene,chains,tune,beta_mean_nuts,psp_nuts,lfsr_nuts,n_obs,beta_sd_nuts,n_sgrna,draws,n_sample,p_abs_beta_ge_0_3,p_abs_beta_ge_0_5,p_beta_gt_0,p_beta_lt_0,psp_draws,lfsr_draws,hit
CCDC122,2,1000,-0.0707829665957584,0.231,0.231,16,0.0986555238139283,4,1000,4,0.009,0.0,0.231,0.769,0.231,0.231,False
CCDC127,2,1000,-0.2824858281195034,0.0,0.0,16,0.1041165042036662,4,1000,4,0.4186046511627907,0.0,0.0,1.0,0.0,0.0,False
CCDC130,2,1000,0.1726763910014195,0.864,0.136,16,0.1564609951197959,4,1000,4,0.212,0.018,0.864,0.136,0.864,0.136,False
CCDC134,2,1000,0.2601667386386781,1.0,0.0,16,0.0752861584033444,4,1000,4,0.3023255813953488,0.0,1.0,0.0,1.0,0.0,False
CCDC17,2,1000,0.1055545821072819,0.8405,0.1594999999999999,16,0.1064655769959752,4,1000,4,0.035,0.0,0.8405,0.1595,0.8405,0.15949999999999998,False
CCDC172,2,1000,-0.0931756125933377,0.1495,0.1495,16,0.0904052587321508,4,1000,4,0.011,0.0,0.1495,0.8505,0.1495,0.1495,False
CCDC182,2,1000,-0.0275494449053998,0.3785,0.3785,16,0.097356476787966,4,1000,4,0.0065,0.0,0.3785,0.6215,0.3785,0.3785,False
CCDC184,2,1000,-0.0516824258648958,0.2865,0.2865,16,0.0934979221856932,4,1000,4,0.0085,0.0,0.2865,0.7135,0.2865,0.2865,False
CCDC34,2,1000,-0.1324474046632742,0.1345,0.1345,16,0.1180652851361312,4,1000,4,0.0725,0.0,0.1345,0.8655,0.1345,0.1345,False
CCDC6,2,1000,-0.7716794455109511,0.0,0.0,16,0.1522518866190157,4,1000,4,0.9985,0.9585,0.0,1.0,0.0,0.0,True
CCDC65,2,1000,0.1976077725996744,0.9665,0.0334999999999999,16,0.1057230033555939,4,1000,4,0.1565,0.001,0.9665,0.0335,0.9665,0.033499999999999974,False
CCDC71L,2,1000,0.3366560302092334,1.0,0.0,16,0.1006483870745939,4,1000,4,0.627906976744186,0.046511627906976744,1.0,0.0,1.0,0.0,False
CCDC74B,2,1000,-0.2319876375777359,0.0,0.0,16,0.0891855701142932,4,1000,4,0.2558139534883721,0.0,0.0,1.0,0.0,0.0,False
CCDC88C,2,1000,0.185536058176954,0.9625,0.0374999999999999,16,0.1053824783364524,4,1000,4,0.145,0.0,0.9625,0.0375,0.9625,0.03749999999999998,False
CCER1,2,1000,-0.0608730763590519,0.2935,0.2935,16,0.1165384294695317,4,1000,4,0.026,0.0,0.2935,0.7065,0.2935,0.2935,False
CCKAR,2,1000,-0.1159372970205489,0.1035,0.1035,16,0.0924036643894926,4,1000,4,0.0255,0.0,0.1035,0.8965,0.1035,0.1035,False
CCL14,2,1000,0.1634301169238103,0.915,0.0849999999999999,16,0.1180077997102649,4,1000,4,0.1245,0.001,0.915,0.085,0.915,0.08499999999999996,False
CCL21,2,1000,-0.1651274344165985,0.0575,0.0575,16,0.1046863578313323,4,1000,4,0.1005,0.0005,0.0575,0.9425,0.0575,0.0575,False
CCL3,2,1000,-0.1490851832768098,0.0725,0.0725,16,0.1033171683366656,4,1000,4,0.076,0.0005,0.0725,0.9275,0.0725,0.0725,False
CCL5,2,1000,-0.1029395816638026,0.1685,0.1685,16,0.1085840975531505,4,1000,4,0.0395,0.0,0.1685,0.8315,0.1685,0.1685,False
CCM2,2,1000,-0.145072850301353,0.0785,0.0785,16,0.1021120049877826,4,1000,4,0.066,0.0,0.0785,0.9215,0.0785,0.0785,False
CCNC,2,1000,-1.1165806777641063,0.0,0.0,16,0.1816080622304203,4,1000,4,1.0,0.998,0.0,1.0,0.0,0.0,True
CCND3,2,1000,-0.7146724629189607,0.0,0.0,16,0.1518078563020354,4,1000,4,0.9975,0.9215,0.0,1.0,0.0,0.0,True
CCNH,2,1000,0.4590054915053441,0.9995,0.0004999999999999,16,0.1567281272718512,4,1000,4,0.841,0.3955,0.9995,0.0005,0.9995,0.0004999999999999449,False
CCNJL,2,1000,-0.1824698209285916,0.044,0.044,16,0.1062474234253258,4,1000,4,0.1435,0.0015,0.044,0.956,0.044,0.044,False
CCNK,2,1000,0.2921903412594733,0.972,0.028,16,0.152124729041806,4,1000,4,0.48,0.0835,0.972,0.028,0.972,0.028000000000000025,False
CCNT2,2,1000,-0.182966248092971,0.046,0.046,16,0.1088831742759373,4,1000,4,0.1385,0.002,0.046,0.954,0.046,0.046,False
CCR1,2,1000,-0.1207431155525481,0.1405,0.1405,16,0.1086186797773461,4,1000,4,0.0495,0.0,0.1405,0.8595,0.1405,0.1405,False
CCT5,2,1000,0.3485719397167715,1.0,0.0,16,0.118603542441372,4,1000,4,0.6511627906976745,0.09302325581395349,1.0,0.0,1.0,0.0,False
CD164L2,2,1000,0.0930351712678683,0.8105,0.1895,16,0.1041051328073306,4,1000,4,0.0205,0.0,0.8105,0.1895,0.8105,0.1895,False
CD247,2,1000,0.2772210230116526,0.988,0.012,16,0.1237542808785275,4,1000,4,0.418,0.035,0.988,0.012,0.988,0.01200000000000001,False
CD28,2,1000,0.2009136989032819,0.8825,0.1175,16,0.1719266858835339,4,1000,4,0.626,0.159,0.989,0.011,0.989,0.01100000000000001,False
CD300LF,2,1000,-0.1421093226551937,0.0615,0.0615,16,0.0926937202162097,4,1000,4,0.0445,0.0005,0.0615,0.9385,0.0615,0.0615,False
CD3D,2,1000,1.1265194798304183,1.0,0.0,16,0.1744244794885899,4,1000,4,1.0,1.0,1.0,0.0,1.0,0.0,True
CD3E,2,1000,0.7106850263565546,1.0,0.0,16,0.1768103283915844,4,1000,4,1.0,0.9925,1.0,0.0,1.0,0.0,True
CD3G,2,1000,0.3085407038073871,0.974,0.026,16,0.1576386038520492,4,1000,4,0.534,0.102,0.974,0.026,0.974,0.026000000000000023,False
CD52,2,1000,0.1888478201972703,0.9705,0.0294999999999999,16,0.1036944721662793,4,1000,4,0.14,0.002,0.9705,0.0295,0.9705,0.02949999999999997,False
CD53,2,1000,-0.0456992582511898,0.3075,0.3075,16,0.0934726249088955,4,1000,4,0.004,0.0,0.3075,0.6925,0.3075,0.3075,False
CD74,2,1000,0.103404166184166,0.855,0.145,16,0.0965861948068389,4,1000,4,0.0215,0.0,0.855,0.145,0.855,0.14500000000000002,False
CD82,2,1000,-0.1504731516602721,0.0915,0.0915,16,0.1164821366565879,4,1000,4,0.0995,0.0015,0.0915,0.9085,0.0915,0.0915,False
CD9,2,1000,-0.1712982978737262,0.1162790697674418,0.1162790697674418,16,0.1346620485154222,4,1000,4,0.18604651162790697,0.0,0.11627906976744186,0.8837209302325582,0.11627906976744186,0.11627906976744186,False
CDC23,2,1000,-0.0892433177619,0.1895,0.1895,16,0.0989388893220296,4,1000,4,0.0095,0.0,0.1895,0.8105,0.1895,0.1895,False
CDC25B,2,1000,-0.1294466716604485,0.114,0.114,16,0.1072839387279205,4,1000,4,0.0545,0.0,0.114,0.886,0.114,0.114,False
CDC37,2,1000,0.5294247541337695,0.999,0.001,16,0.1771252806011813,4,1000,4,0.9905,0.8855,1.0,0.0,1.0,0.0,True
CDC42,2,1000,-0.2121820149780623,0.028,0.028,16,0.1116783581126202,4,1000,4,0.2255,0.003,0.028,0.972,0.028,0.028,False
CDC73,2,1000,0.1564707435321418,0.842,0.158,16,0.1534808143207428,4,1000,4,0.1725,0.0125,0.842,0.158,0.842,0.15800000000000003,False
CDCA5,2,1000,-0.2240771215538401,0.024,0.024,16,0.1095542815607555,4,1000,4,0.2455,0.0095,0.024,0.976,0.024,0.024,False
CDH7,2,1000,-0.1078452215870529,0.1365,0.1365,16,0.1009545130580431,4,1000,4,0.0265,0.0,0.1365,0.8635,0.1365,0.1365,False
CDHR2,2,1000,-0.1522676374759691,0.0945,0.0945,16,0.116404148166739,4,1000,4,0.093,0.0005,0.0945,0.9055,0.0945,0.0945,False
CDK1,2,1000,-0.2457379553677167,0.017,0.017,16,0.1186473661690907,4,1000,4,0.321,0.015,0.017,0.983,0.017,0.017,False
CDK11A,2,1000,-0.0895293701834254,0.171,0.171,16,0.0917899174884023,4,1000,4,0.007,0.0,0.171,0.829,0.171,0.171,False
CDK12,2,1000,0.349982962154371,0.976,0.024,16,0.1755831890820234,4,1000,4,0.8945,0.4985,1.0,0.0,1.0,0.0,True
CDK13,2,1000,-0.0529955678771003,0.277,0.277,16,0.0939527489535532,4,1000,4,0.0045,0.0,0.277,0.723,0.277,0.277,False
CDK2AP1,2,1000,-0.4823576301356252,0.001,0.001,16,0.1551188590898171,4,1000,4,0.8795,0.4535,0.001,0.999,0.001,0.001,True
CDK5R1,2,1000,0.181176695940045,0.9425,0.0574999999999999,16,0.115444810699802,4,1000,4,0.1505,0.0035,0.9425,0.0575,0.9425,0.057499999999999996,False
CDK6,2,1000,-0.2840353955766251,0.009,0.009,16,0.1234870527756906,4,1000,4,0.4605,0.04,0.009,0.991,0.009,0.009,False
CDRT15,2,1000,0.1350887526353669,0.9315,0.0685,16,0.0912085389604375,4,1000,4,0.0335,0.0,0.9315,0.0685,0.9315,0.0685,False
CDRT4,2,1000,-0.1647443484904886,0.0945,0.0945,16,0.1224223577952839,4,1000,4,0.137,0.002,0.0945,0.9055,0.0945,0.0945,False
CDS2,2,1000,0.175382077974757,0.866,0.134,16,0.1609844421564033,4,1000,4,0.2185,0.0225,0.866,0.134,0.866,0.134,False
CDY2B,2,1000,-0.0670253771883225,0.242,0.242,16,0.093150211049493,4,1000,4,0.0035,0.0,0.242,0.758,0.242,0.242,False
CEACAM20,2,1000,-0.1635686067745225,0.1162790697674418,0.1162790697674418,16,0.1380967901056189,4,1000,4,0.20930232558139536,0.0,0.11627906976744186,0.8837209302325582,0.11627906976744186,0.11627906976744186,False
CEBPB,2,1000,0.2220315504899888,0.9534883720930232,0.0465116279069767,16,0.1230029847142829,4,1000,4,0.3488372093023256,0.0,0.9534883720930233,0.046511627906976744,0.9534883720930233,0.046511627906976716,False
CEBPG,2,1000,-0.1814581449933316,0.0697674418604651,0.0697674418604651,16,0.1061760658589479,4,1000,4,0.11627906976744186,0.0,0.06976744186046512,0.9302325581395349,0.06976744186046512,0.06976744186046512,False
CEBPZ,2,1000,0.1559428070332589,0.9325,0.0675,16,0.1058985017274231,4,1000,4,0.085,0.001,0.9325,0.0675,0.9325,0.0675,False
CENPF,2,1000,0.1203725994281306,0.8995,0.1005,16,0.0944164467622692,4,1000,4,0.028,0.0,0.8995,0.1005,0.8995,0.10050000000000003,False
CENPI,2,1000,0.1611453675302118,0.9505,0.0494999999999999,16,0.0957131291466822,4,1000,4,0.076,0.0,0.9505,0.0495,0.9505,0.04949999999999999,False
CENPK,2,1000,0.2128392935586384,0.955,0.045,16,0.1225655992694774,4,1000,4,0.2345,0.009,0.955,0.045,0.955,0.04500000000000004,False
CENPM,2,1000,0.1874274699167841,0.9625,0.0374999999999999,16,0.1060583377704616,4,1000,4,0.1405,0.0035,0.9625,0.0375,0.9625,0.03749999999999998,False
CENPN,2,1000,0.2335582267415748,0.9767441860465116,0.0232558139534884,16,0.1298327649465183,4,1000,4,0.37209302325581395,0.0,0.9767441860465116,0.023255813953488372,0.9767441860465116,0.023255813953488413,False
CENPU,2,1000,-0.0988720336838447,0.137,0.137,16,0.0936195754824896,4,1000,4,0.0185,0.0,0.137,0.863,0.137,0.137,False
CEP104,2,1000,-0.0898277096670781,0.2015,0.2015,16,0.1085670338690765,4,1000,4,0.033,0.0,0.2015,0.7985,0.2015,0.2015,False
CEP164,2,1000,-0.1132157318248118,0.127,0.127,16,0.095420757250986,4,1000,4,0.026,0.0,0.127,0.873,0.127,0.127,False
CEP192,2,1000,-0.1775161008321896,0.045,0.045,16,0.1072350293550031,4,1000,4,0.1175,0.002,0.045,0.955,0.045,0.045,False
CEP70,2,1000,-0.2674240418984565,0.0,0.0,16,0.1015917263839004,4,1000,4,0.3953488372093023,0.0,0.0,1.0,0.0,0.0,False
CEP72,2,1000,0.1638975932421338,0.9575,0.0424999999999999,16,0.0916321202664412,4,1000,4,0.068,0.0005,0.9575,0.0425,0.9575,0.04249999999999998,False
CEP85,2,1000,0.2009066991430213,0.9767441860465116,0.0232558139534884,16,0.1164324660971164,4,1000,4,0.23255813953488372,0.0,0.9767441860465116,0.023255813953488372,0.9767441860465116,0.023255813953488413,False
CEPT1,2,1000,0.2541149044366759,1.0,0.0,16,0.1069135454732562,4,1000,4,0.3488372093023256,0.0,1.0,0.0,1.0,0.0,False
CFAP20,2,1000,0.149075729106212,0.913,0.0869999999999999,16,0.109604921651156,4,1000,4,0.0795,0.0005,0.913,0.087,0.913,0.08699999999999997,False
CFAP52,2,1000,-0.1946075529028184,0.0232558139534883,0.0232558139534883,16,0.1114120464291078,4,1000,4,0.16279069767441862,0.0,0.023255813953488372,0.9767441860465116,0.023255813953488372,0.023255813953488372,False
CFB,2,1000,-0.0760060455643705,0.2155,0.2155,16,0.0965711696257517,4,1000,4,0.009,0.0,0.2155,0.7845,0.2155,0.2155,False
CFDP1,2,1000,0.1353965695326456,0.8875,0.1125,16,0.110906819991346,4,1000,4,0.0685,0.0005,0.8875,0.1125,0.8875,0.11250000000000004,False
CFHR1,2,1000,-0.0810657755115726,0.2175,0.2175,16,0.1012117221123044,4,1000,4,0.0155,0.0,0.2175,0.7825,0.2175,0.2175,False
CFL2,2,1000,-0.2630482074300116,0.0,0.0,16,0.1319702222369759,4,1000,4,0.37209302325581395,0.0,0.0,1.0,0.0,0.0,False
CFP,2,1000,-0.0749348052963045,0.2015,0.2015,16,0.0922195827465149,4,1000,4,0.012,0.0,0.2015,0.7985,0.2015,0.2015,False
CGB8,2,1000,-0.0745118431258742,0.221,0.221,16,0.0940953297114342,4,1000,4,0.01,0.0,0.221,0.779,0.221,0.221,False
CHAF1A,2,1000,-0.1463271907358831,0.0675,0.0675,16,0.098920586412589,4,1000,4,0.063,0.0,0.0675,0.9325,0.0675,0.0675,False
CHAMP1,2,1000,0.1284955738517557,0.911,0.0889999999999999,16,0.0939685740099076,4,1000,4,0.0315,0.0005,0.911,0.089,0.911,0.08899999999999997,False
CHCHD4,2,1000,0.1240405600083286,0.906,0.0939999999999999,16,0.0942595481099466,4,1000,4,0.0315,0.0,0.906,0.094,0.906,0.09399999999999997,False
CHD1,2,1000,-0.8523319732899083,0.0,0.0,16,0.1776891259175606,4,1000,4,0.994,0.897,0.0,1.0,0.0,0.0,True
CHD9,2,1000,0.1859052474394277,0.9555,0.0444999999999999,16,0.110046003788342,4,1000,4,0.1575,0.002,0.9555,0.0445,0.9555,0.044499999999999984,False
CHEK1,2,1000,0.2800755033370493,0.9925,0.0074999999999999,16,0.1124161564872343,4,1000,4,0.4295,0.0255,0.9925,0.0075,0.9925,0.007499999999999951,False
CHPT1,2,1000,0.1230610918646962,0.9145,0.0855,16,0.0895519736778463,4,1000,4,0.0215,0.0,0.9145,0.0855,0.9145,0.08550000000000002,False
CHRDL2,2,1000,-0.1146468047163566,0.141,0.141,16,0.1069230802378473,4,1000,4,0.0455,0.0,0.141,0.859,0.141,0.141,False
CHRM4,2,1000,0.2099937598474382,0.976,0.024,16,0.1088278688638158,4,1000,4,0.2015,0.0055,0.976,0.024,0.976,0.02400000000000002,False
CHRNA1,2,1000,-0.0734600691956629,0.2455,0.2455,16,0.1084261881420641,4,1000,4,0.018,0.0,0.2455,0.7545,0.2455,0.2455,False
CHRNB1,2,1000,-0.0563802501179921,0.271,0.271,16,0.0939592288891278,4,1000,4,0.006,0.0,0.271,0.729,0.271,0.271,False
CHRNG,2,1000,-0.0966955641677832,0.144,0.144,16,0.0910155663747835,4,1000,4,0.0105,0.0,0.144,0.856,0.144,0.144,False
CHSY3,2,1000,-0.059810036593563,0.282,0.282,16,0.1072907575994762,4,1000,4,0.015,0.0,0.282,0.718,0.282,0.282,False
CHTF18,2,1000,-0.8683509377599191,0.0,0.0,16,0.17472514390702,4,1000,4,0.9965,0.905,0.0,1.0,0.0,0.0,True
CHTF8,2,1000,-0.486637091067984,0.0,0.0,16,0.1449215954094825,4,1000,4,0.8985,0.466,0.0,1.0,0.0,0.0,True
CIAO1,2,1000,-0.8687469654306216,0.0,0.0,16,0.1721673333802401,4,1000,4,0.9975,0.8975,0.0,1.0,0.0,0.0,True
CIB1,2,1000,0.0885855196712966,0.8395,0.1604999999999999,16,0.0912781501002665,4,1000,4,0.0105,0.0,0.8395,0.1605,0.8395,0.16049999999999998,False
CIRH1A,2,1000,0.1482058926780626,0.912,0.0879999999999999,16,0.1080294323037106,4,1000,4,0.079,0.0005,0.912,0.088,0.912,0.08799999999999997,False
CITED2,2,1000,0.1329652355254107,0.9155,0.0845,16,0.0962915698950524,4,1000,4,0.037,0.0,0.9155,0.0845,0.9155,0.08450000000000002,False
CKAP4,2,1000,0.2058434138970696,0.9069767441860463,0.0930232558139535,16,0.1638706828130253,4,1000,4,0.3488372093023256,0.046511627906976744,0.9069767441860465,0.09302325581395349,0.9069767441860465,0.09302325581395354,False
CKLF-CMTM1,2,1000,-0.1489003996908077,0.063,0.063,16,0.0977738864100256,4,1000,4,0.0565,0.0,0.063,0.937,0.063,0.063,False
CKS1B,2,1000,-0.2998107772956112,0.0,0.0,16,0.1257620733564657,4,1000,4,0.5116279069767442,0.046511627906976744,0.0,1.0,0.0,0.0,False
CLASRP,2,1000,0.184812394695919,0.9302325581395348,0.0697674418604651,16,0.1079885445793708,4,1000,4,0.13953488372093023,0.0,0.9302325581395349,0.06976744186046512,0.9302325581395349,0.06976744186046513,False
CLDN4,2,1000,0.2311648466392657,0.9534883720930232,0.0465116279069767,16,0.1418622744267562,4,1000,4,0.3023255813953488,0.046511627906976744,0.9534883720930233,0.046511627906976744,0.9534883720930233,0.046511627906976716,False
CLDN6,2,1000,-0.1431921847059839,0.058,0.058,16,0.0906930749414473,4,1000,4,0.0385,0.0,0.058,0.942,0.058,0.058,False
CLEC4C,2,1000,-0.1535054870335599,0.059,0.059,16,0.0990734224720913,4,1000,4,0.0655,0.001,0.059,0.941,0.059,0.059,False
CLIC3,2,1000,-0.1862673892637402,0.053,0.053,16,0.1118099007479525,4,1000,4,0.157,0.001,0.053,0.947,0.053,0.053,False
CLINT1,2,1000,0.1711326641477738,0.938,0.062,16,0.1124321101984641,4,1000,4,0.137,0.0015,0.938,0.062,0.938,0.062000000000000055,False
CLN3,2,1000,-0.1341271799162466,0.1225,0.1225,16,0.1203855559021181,4,1000,4,0.0825,0.0025,0.1225,0.8775,0.1225,0.1225,False
CLN6,2,1000,0.1231596438082475,0.8765,0.1235,16,0.1056987951805262,4,1000,4,0.048,0.0005,0.8765,0.1235,0.8765,0.12350000000000005,False
CLNS1A,2,1000,0.3451389958542956,1.0,0.0,16,0.1132034127983102,4,1000,4,0.6515,0.084,1.0,0.0,1.0,0.0,False
CLP1,2,1000,0.4972623766952445,0.999,0.001,16,0.1630245098495459,4,1000,4,0.8925,0.497,0.999,0.001,0.999,0.0010000000000000009,True
CLRN2,2,1000,-0.2301093035670179,0.0232558139534883,0.0232558139534883,16,0.1392572719459373,4,1000,4,0.32558139534883723,0.0,0.023255813953488372,0.9767441860465116,0.023255813953488372,0.023255813953488372,False
CLUH,2,1000,-0.0946599358302283,0.199,0.199,16,0.1165953158802507,4,1000,4,0.043,0.001,0.199,0.801,0.199,0.199,False
CMAS,2,1000,-0.1105573953238458,0.112,0.112,16,0.091326249048762,4,1000,4,0.018,0.0,0.112,0.888,0.112,0.112,False
CMIP,2,1000,-0.226442547925648,0.0255,0.0255,16,0.1123657509639531,4,1000,4,0.2535,0.0085,0.0255,0.9745,0.0255,0.0255,False
CMKLR1,2,1000,-0.285704978312194,0.0,0.0,16,0.1253372875217845,4,1000,4,0.4883720930232558,0.046511627906976744,0.0,1.0,0.0,0.0,False
CMTM1,2,1000,-0.0630663837328706,0.243,0.243,16,0.0929671577886651,4,1000,4,0.0065,0.0,0.243,0.757,0.243,0.243,False
CMTR1,2,1000,-0.2713956283689206,0.0465116279069767,0.0465116279069767,16,0.1463521095937594,4,1000,4,0.46511627906976744,0.023255813953488372,0.046511627906976744,0.9534883720930233,0.046511627906976744,0.046511627906976744,False
CMTR2,2,1000,-0.2071512249993755,0.033,0.033,16,0.1117680880016054,4,1000,4,0.1975,0.005,0.033,0.967,0.033,0.033,False
CNEP1R1,2,1000,0.1026790588110105,0.864,0.136,16,0.0905129316203892,4,1000,4,0.014,0.0,0.864,0.136,0.864,0.136,False
CNGA1,2,1000,-0.1194878888331397,0.109,0.109,16,0.0973321272134634,4,1000,4,0.0375,0.0,0.109,0.891,0.109,0.109,False
CNIH1,2,1000,0.1282871889880822,0.881,0.119,16,0.1126838934786358,4,1000,4,0.0705,0.0,0.881,0.119,0.881,0.119,False
CNIH4,2,1000,0.2768101374858593,0.9935,0.0064999999999999,16,0.1098057507476709,4,1000,4,0.419,0.023,0.9935,0.0065,0.9935,0.00649999999999995,False
CNN2,2,1000,0.2106844870640126,1.0,0.0,16,0.0992050805820293,4,1000,4,0.23255813953488372,0.0,1.0,0.0,1.0,0.0,False
CNN3,2,1000,0.0898022996731289,0.8245,0.1755,16,0.0962347874965156,4,1000,4,0.0155,0.0,0.8245,0.1755,0.8245,0.1755,False
CNOT4,2,1000,-0.1334342061997183,0.09,0.09,16,0.0988488423530747,4,1000,4,0.0505,0.0,0.09,0.91,0.09,0.09,False
CNPY3,2,1000,0.1122402835207322,0.843,0.157,16,0.1137530835514189,4,1000,4,0.0555,0.0005,0.843,0.157,0.843,0.15700000000000003,False
CNTN2,2,1000,-0.1159750386536419,0.119,0.119,16,0.0993835107329361,4,1000,4,0.0275,0.0,0.119,0.881,0.119,0.119,False
COG2,2,1000,-0.1435306825151991,0.085,0.085,16,0.1047581177662245,4,1000,4,0.067,0.0,0.085,0.915,0.085,0.085,False
COG4,2,1000,-0.1785975609624908,0.045,0.045,16,0.1046362748396111,4,1000,4,0.123,0.0005,0.045,0.955,0.045,0.045,False
COG8,2,1000,-0.3499244843113899,0.0005,0.0005,16,0.1162854405645376,4,1000,4,0.6655,0.102,0.0005,0.9995,0.0005,0.0005,False
COIL,2,1000,-0.099729781010167,0.1635,0.1635,16,0.0989247688790579,4,1000,4,0.023,0.0,0.1635,0.8365,0.1635,0.1635,False
COL28A1,2,1000,-0.0537033402172334,0.2685,0.2685,16,0.0908556444143671,4,1000,4,0.006,0.0,0.2685,0.7315,0.2685,0.2685,False
COL4A3,2,1000,0.1955819798858391,0.978,0.022,16,0.1029476459446503,4,1000,4,0.152,0.0045,0.978,0.022,0.978,0.02200000000000002,False
COL4A3BP,2,1000,-0.2458140713287177,0.0185,0.0185,16,0.1150450299527459,4,1000,4,0.3135,0.0155,0.0185,0.9815,0.0185,0.0185,False
COL4A4,2,1000,-0.0860907061556459,0.1995,0.1995,16,0.1025632517172919,4,1000,4,0.0195,0.0,0.1995,0.8005,0.1995,0.1995,False
COL8A2,2,1000,0.1749088101068637,0.939,0.061,16,0.1157750031118868,4,1000,4,0.129,0.0045,0.939,0.061,0.939,0.061000000000000054,False
COMMD7,2,1000,-0.0979665295614614,0.174,0.174,16,0.1038866277185428,4,1000,4,0.028,0.0005,0.174,0.826,0.174,0.174,False
COMMD9,2,1000,-0.1351258874117087,0.0845,0.0845,16,0.0968916555382985,4,1000,4,0.0465,0.0,0.0845,0.9155,0.0845,0.0845,False
COPRS,2,1000,-0.2122529077046878,0.0232558139534883,0.0232558139534883,16,0.1112091544284367,4,1000,4,0.2558139534883721,0.0,0.023255813953488372,0.9767441860465116,0.023255813953488372,0.023255813953488372,False
COPS8,2,1000,0.1154407270636066,0.9005,0.0995,16,0.0911720905534379,4,1000,4,0.0225,0.0,0.9005,0.0995,0.9005,0.09950000000000003,False
COPZ1,2,1000,0.2312846964180705,0.9745,0.0254999999999999,16,0.1174609486460496,4,1000,4,0.284,0.0095,0.9745,0.0255,0.9745,0.025499999999999967,False
CORO1A,2,1000,0.1279799828401033,0.91,0.0899999999999999,16,0.0952737303383375,4,1000,4,0.0335,0.0,0.91,0.09,0.91,0.08999999999999997,False
CORO7-PAM16,2,1000,-0.0947424052753966,0.173,0.173,16,0.1025169090206775,4,1000,4,0.022,0.0,0.173,0.827,0.173,0.173,False
COTL1,2,1000,-0.1370666607591043,0.1025,0.1025,16,0.1124107015991818,4,1000,4,0.0805,0.0,0.1025,0.8975,0.1025,0.1025,False
COX14,2,1000,0.0901610399614367,0.8175,0.1825,16,0.0966438267775874,4,1000,4,0.014,0.0,0.8175,0.1825,0.8175,0.1825,False
COX15,2,1000,0.1254225212231855,0.909,0.0909999999999999,16,0.0935812932096028,4,1000,4,0.027,0.0,0.909,0.091,0.909,0.09099999999999997,False
COX6B2,2,1000,-0.1244319788377076,0.1,0.1,16,0.0989812527068387,4,1000,4,0.037,0.0,0.1,0.9,0.1,0.1,False
COX7A2,2,1000,-0.0722736474334636,0.2165,0.2165,16,0.09262939654452,4,1000,4,0.006,0.0,0.2165,0.7835,0.2165,0.2165,False
COX7B2,2,1000,0.2037774984381816,0.979,0.021,16,0.104236623196845,4,1000,4,0.1835,0.001,0.979,0.021,0.979,0.02100000000000002,False
CP,2,1000,-0.0692253591662921,0.2395,0.2395,16,0.099436799660444,4,1000,4,0.009,0.0,0.2395,0.7605,0.2395,0.2395,False
CPEB1,2,1000,-0.1200644493418706,0.095,0.095,16,0.0927975216558832,4,1000,4,0.027,0.0,0.095,0.905,0.095,0.095,False
CPN2,2,1000,-0.1711090412089928,0.0615,0.0615,16,0.1103410226050545,4,1000,4,0.1175,0.0015,0.0615,0.9385,0.0615,0.0615,False
CPSF4,2,1000,0.1700989741544339,0.9235,0.0765,16,0.1198592266246069,4,1000,4,0.1345,0.0015,0.9235,0.0765,0.9235,0.07650000000000001,False
CRAMP1L,2,1000,-0.1825230720495925,0.045,0.045,16,0.1097718733730782,4,1000,4,0.137,0.003,0.045,0.955,0.045,0.045,False
CRAT,2,1000,-0.1286904027228254,0.109,0.109,16,0.1072149093507087,4,1000,4,0.057,0.0,0.109,0.891,0.109,0.109,False
CRCP,2,1000,0.1805397950950433,0.884,0.1159999999999999,16,0.1488186800978942,4,1000,4,0.213,0.013,0.884,0.116,0.884,0.11599999999999999,False
CREB3L1,2,1000,-0.0492130703996752,0.3095,0.3095,16,0.0957394187686024,4,1000,4,0.0045,0.0,0.3095,0.6905,0.3095,0.3095,False
CREBBP,2,1000,-1.1068687255967695,0.0,0.0,16,0.1740153063277194,4,1000,4,1.0,0.9975,0.0,1.0,0.0,0.0,True
CREBRF,2,1000,0.2224139640997445,0.963,0.037,16,0.1238776061274491,4,1000,4,0.267,0.0135,0.963,0.037,0.963,0.03700000000000003,False
CREM,2,1000,0.1789925197092362,0.934,0.0659999999999999,16,0.1184515091160929,4,1000,4,0.1565,0.001,0.934,0.066,0.934,0.06599999999999995,False
CRIP2,2,1000,0.1486010084871695,0.913,0.0869999999999999,16,0.1088194665123012,4,1000,4,0.086,0.0,0.913,0.087,0.913,0.08699999999999997,False
CRISPLD2,2,1000,0.1547217653917393,0.911,0.0889999999999999,16,0.1140674196551129,4,1000,4,0.101,0.001,0.911,0.089,0.911,0.08899999999999997,False
CRLS1,2,1000,-0.0157944096147961,0.47,0.47,16,0.1736280648991991,4,1000,4,0.161,0.0095,0.8245,0.1755,0.8245,0.1755,False
CRP,2,1000,-0.157804342999966,0.0735,0.0735,16,0.1077864124480414,4,1000,4,0.097,0.001,0.0735,0.9265,0.0735,0.0735,False
CRTC2,2,1000,0.0038737877216831,0.5055,0.4945,16,0.161641051398944,4,1000,4,0.1615,0.011,0.87,0.13,0.87,0.13,False
