gene,chains,tune,beta_mean_nuts,psp_nuts,lfsr_nuts,n_obs,beta_sd_nuts,n_sgrna,draws,n_sample,p_abs_beta_ge_0_3,p_abs_beta_ge_0_5,p_beta_gt_0,p_beta_lt_0,psp_draws,lfsr_draws,hit
TMEM231,2,1000,0.1480906099995017,0.895,0.1049999999999999,16,0.1140113305609547,4,1000,4,0.0955,0.0,0.895,0.105,0.895,0.10499999999999998,False
TMEM232,2,1000,-0.0464382210302751,0.3295,0.3295,16,0.1043968674840697,4,1000,4,0.01,0.0,0.3295,0.6705,0.3295,0.3295,False
TMEM237,2,1000,0.1573538420257233,0.956,0.044,16,0.097199603031626,4,1000,4,0.071,0.0,0.956,0.044,0.956,0.04400000000000004,False
TMEM242,2,1000,0.1385725804988055,0.926,0.0739999999999999,16,0.09608365268121,4,1000,4,0.0535,0.0,0.926,0.074,0.926,0.07399999999999995,False
TMEM258,2,1000,0.8839014221116205,1.0,0.0,16,0.1735388288233355,4,1000,4,1.0,1.0,1.0,0.0,1.0,0.0,True
TMEM261,2,1000,0.1672086779213429,0.9525,0.0474999999999999,16,0.1013101865319816,4,1000,4,0.0975,0.0,0.9525,0.0475,0.9525,0.04749999999999999,False
TMEM30A,2,1000,-1.0121852359516836,0.0,0.0,16,0.1796160976616383,4,1000,4,1.0,0.9875,0.0,1.0,0.0,0.0,True
TMEM33,2,1000,0.1182995691007796,0.8825,0.1175,16,0.1044449591169047,4,1000,4,0.044,0.0,0.8825,0.1175,0.8825,0.11750000000000005,False
TMEM41B,2,1000,0.1347869952946286,0.907,0.0929999999999999,16,0.1019910493772009,4,1000,4,0.051,0.0,0.907,0.093,0.907,0.09299999999999997,False
TMEM55A,2,1000,-0.142342202633665,0.074,0.074,16,0.1006819041824492,4,1000,4,0.0605,0.0,0.074,0.926,0.074,0.074,False
TMEM60,2,1000,0.3451309836919562,0.9534883720930232,0.0465116279069767,16,0.1489694090309601,4,1000,4,0.6976744186046512,0.09302325581395349,0.9534883720930233,0.046511627906976744,0.9534883720930233,0.046511627906976716,False
TMEM65,2,1000,-0.0659642441688933,0.2475,0.2475,16,0.1003055934997684,4,1000,4,0.0095,0.0,0.2475,0.7525,0.2475,0.2475,False
TMEM81,2,1000,0.1416247105602295,0.9315,0.0685,16,0.0964313400547952,4,1000,4,0.0565,0.001,0.9315,0.0685,0.9315,0.0685,False
TMEM86A,2,1000,-0.0742228896522792,0.2175,0.2175,16,0.0955169926644242,4,1000,4,0.008,0.0,0.2175,0.7825,0.2175,0.2175,False
TMIGD1,2,1000,-0.2174287399313215,0.023,0.023,16,0.1093709499913517,4,1000,4,0.2315,0.0045,0.023,0.977,0.023,0.023,False
TMIGD2,2,1000,-0.1479715250470485,0.1085,0.1085,16,0.1183503438407298,4,1000,4,0.0995,0.0015,0.1085,0.8915,0.1085,0.1085,False
TMPRSS7,2,1000,0.1608344418164642,0.911,0.0889999999999999,16,0.1168153050819003,4,1000,4,0.1145,0.002,0.911,0.089,0.911,0.08899999999999997,False
TMTC3,2,1000,-0.0714559750735559,0.2225,0.2225,16,0.0952292243632781,4,1000,4,0.009,0.0,0.2225,0.7775,0.2225,0.2225,False
TNFRSF14,2,1000,-0.2353574557464201,0.015,0.015,16,0.1045699324239425,4,1000,4,0.2635,0.009,0.015,0.985,0.015,0.015,False
TNFRSF1A,2,1000,0.2454211337688437,0.9767441860465116,0.0232558139534884,16,0.1047126518410495,4,1000,4,0.3488372093023256,0.0,0.9767441860465116,0.023255813953488372,0.9767441860465116,0.023255813953488413,False
TNFRSF4,2,1000,-0.0509074047311056,0.284,0.284,16,0.0943005179021563,4,1000,4,0.002,0.0,0.284,0.716,0.284,0.284,False
TNNC1,2,1000,-0.2344752088987213,0.014,0.014,16,0.1109564227396322,4,1000,4,0.2945,0.0075,0.014,0.986,0.014,0.014,False
TNNI3,2,1000,-0.2298139627726838,0.0,0.0,16,0.0875064510894235,4,1000,4,0.18604651162790697,0.0,0.0,1.0,0.0,0.0,False
TNPO1,2,1000,-0.3401477113469809,0.0,0.0,16,0.140782788585362,4,1000,4,0.6744186046511628,0.09302325581395349,0.0,1.0,0.0,0.0,False
TNRC18,2,1000,-0.9538425334063404,0.0,0.0,16,0.1835030022230136,4,1000,4,1.0,0.971,0.0,1.0,0.0,0.0,True
TNRC6A,2,1000,-0.0794207617289022,0.2315,0.2315,16,0.1080524612710228,4,1000,4,0.024,0.0,0.2315,0.7685,0.2315,0.2315,False
TNS3,2,1000,-0.0674917049748485,0.245,0.245,16,0.0959095148919015,4,1000,4,0.0105,0.0,0.245,0.755,0.245,0.245,False
TNS4,2,1000,-0.226618737322446,0.023,0.023,16,0.113149385900957,4,1000,4,0.2585,0.0085,0.023,0.977,0.023,0.023,False
TOMM40,2,1000,0.1364475357865268,0.9075,0.0925,16,0.1022759326215544,4,1000,4,0.054,0.0,0.9075,0.0925,0.9075,0.09250000000000003,False
TOP1,2,1000,0.1983021908098086,0.915,0.0849999999999999,16,0.1462275865100931,4,1000,4,0.2475,0.0175,0.915,0.085,0.915,0.08499999999999996,False
TOP2A,2,1000,-0.2851166900402967,0.0105,0.0105,16,0.1269583574412049,4,1000,4,0.4445,0.047,0.0105,0.9895,0.0105,0.0105,False
TOP3A,2,1000,-0.0991376842893261,0.145,0.145,16,0.0925274065017078,4,1000,4,0.016,0.0,0.145,0.855,0.145,0.145,False
TOX,2,1000,0.2168573433287552,0.9295,0.0705,16,0.1479598991350763,4,1000,4,0.2815,0.027,0.9295,0.0705,0.9295,0.07050000000000001,False
TOX2,2,1000,-0.6598928814709153,0.0,0.0,16,0.1513664643947088,4,1000,4,0.993,0.838,0.0,1.0,0.0,0.0,True
TOX4,2,1000,0.1581264051867977,0.947,0.053,16,0.0955535960346257,4,1000,4,0.073,0.0,0.947,0.053,0.947,0.05300000000000005,False
TP53I13,2,1000,-0.1199692965077712,0.093,0.093,16,0.0910508183205248,4,1000,4,0.023,0.0,0.093,0.907,0.093,0.093,False
TPH1,2,1000,-0.0764717030871151,0.2015,0.2015,16,0.0938446531043855,4,1000,4,0.0135,0.0,0.2015,0.7985,0.2015,0.2015,False
TPRKB,2,1000,0.1052624719916076,0.8665,0.1334999999999999,16,0.0967754781649234,4,1000,4,0.024,0.0,0.8665,0.1335,0.8665,0.13349999999999995,False
TPSAB1,2,1000,-0.0991956643853976,0.1475,0.1475,16,0.0945692727835419,4,1000,4,0.022,0.0,0.1475,0.8525,0.1475,0.1475,False
TPT1,2,1000,-0.3144618229044786,0.0,0.0,16,0.1415860007710073,4,1000,4,0.5348837209302325,0.13953488372093023,0.0,1.0,0.0,0.0,False
TRA2A,2,1000,0.206483291718038,0.9785,0.0214999999999999,16,0.1030147332986195,4,1000,4,0.1845,0.0005,0.9785,0.0215,0.9785,0.021499999999999964,False
TRABD2B,2,1000,-0.078294934240342,0.2005,0.2005,16,0.0932171405642286,4,1000,4,0.008,0.0,0.2005,0.7995,0.2005,0.2005,False
TRAF1,2,1000,-0.1826814460871466,0.0405,0.0405,16,0.1073736051082739,4,1000,4,0.133,0.0025,0.0405,0.9595,0.0405,0.0405,False
TRAF2,2,1000,0.3606163768464235,0.9845,0.0154999999999999,16,0.1710306572067681,4,1000,4,0.9275,0.5165,1.0,0.0,1.0,0.0,True
TRAF3,2,1000,0.3765698552685259,0.976,0.024,16,0.1874594875460286,4,1000,4,0.9395,0.568,1.0,0.0,1.0,0.0,True
TRAM1,2,1000,0.1442547968105597,0.9285,0.0715,16,0.0987252105141725,4,1000,4,0.0535,0.0,0.9285,0.0715,0.9285,0.07150000000000001,False
TRAPPC1,2,1000,0.310074203081855,0.984,0.016,16,0.1453207442682291,4,1000,4,0.5305,0.092,0.984,0.016,0.984,0.016000000000000014,False
TRAPPC12,2,1000,0.1173888118262306,0.898,0.1019999999999999,16,0.0947811417099268,4,1000,4,0.026,0.0,0.898,0.102,0.898,0.10199999999999998,False
TRAPPC13,2,1000,0.2420323954823832,0.945,0.055,16,0.148565229644302,4,1000,4,0.334,0.0485,0.945,0.055,0.945,0.05500000000000005,False
TRAPPC2,2,1000,0.3753582518658841,1.0,0.0,16,0.1050640816173744,4,1000,4,0.7674418604651163,0.13953488372093023,1.0,0.0,1.0,0.0,False
TRAPPC3,2,1000,0.6033756158490956,1.0,0.0,16,0.1582699371018839,4,1000,4,0.9685,0.741,1.0,0.0,1.0,0.0,True
TRAPPC4,2,1000,0.3026946284163468,0.9645,0.0354999999999999,16,0.1710005784705677,4,1000,4,0.8375,0.3795,1.0,0.0,1.0,0.0,False
TRAPPC5,2,1000,0.3211076621154763,0.9825,0.0174999999999999,16,0.1538573897569363,4,1000,4,0.559,0.126,0.9825,0.0175,0.9825,0.01749999999999996,False
TRAPPC8,2,1000,0.1379786386312578,0.8315,0.1684999999999999,16,0.1424103834558998,4,1000,4,0.131,0.0085,0.8315,0.1685,0.8315,0.16849999999999998,False
TRERF1,2,1000,-0.1531386853428865,0.0765,0.0765,16,0.1085693360355459,4,1000,4,0.0905,0.002,0.0765,0.9235,0.0765,0.0765,False
TRIB1,2,1000,0.1392039416892822,0.8905,0.1095,16,0.1139263376554433,4,1000,4,0.0815,0.0005,0.8905,0.1095,0.8905,0.10950000000000004,False
TRIM10,2,1000,0.1950066087245449,0.9715,0.0284999999999999,16,0.1015014044672537,4,1000,4,0.1485,0.0005,0.9715,0.0285,0.9715,0.02849999999999997,False
TRIM11,2,1000,-0.2275520614053222,0.0,0.0,16,0.0759938655251123,4,1000,4,0.18604651162790697,0.0,0.0,1.0,0.0,0.0,False
TRIM22,2,1000,-0.1731943998242306,0.0795,0.0795,16,0.1204376063760337,4,1000,4,0.145,0.003,0.0795,0.9205,0.0795,0.0795,False
TRIM25,2,1000,0.1746465296124512,0.9305,0.0695,16,0.114640209949733,4,1000,4,0.132,0.0015,0.9305,0.0695,0.9305,0.0695,False
TRIM27,2,1000,0.1110917145934691,0.84,0.16,16,0.1077193953569846,4,1000,4,0.0415,0.0,0.84,0.16,0.84,0.16000000000000003,False
TRIM28,2,1000,0.2534246915750632,0.9235,0.0765,16,0.1763668575356983,4,1000,4,0.7615,0.25,0.9975,0.0025,0.9975,0.0024999999999999467,False
TRIM39-RPP21,2,1000,-0.0953760750831528,0.136,0.136,16,0.0874156533552545,4,1000,4,0.009,0.0,0.136,0.864,0.136,0.136,False
TRIM46,2,1000,0.2113536017142761,0.9725,0.0274999999999999,16,0.1039034235094673,4,1000,4,0.193,0.0015,0.9725,0.0275,0.9725,0.02749999999999997,False
TRIM49C,2,1000,-0.4902763057388679,0.0005,0.0005,16,0.1514157673470361,4,1000,4,0.894,0.482,0.0005,0.9995,0.0005,0.0005,True
TRIM55,2,1000,-0.0976294318922539,0.1845,0.1845,16,0.1119301314332425,4,1000,4,0.035,0.0,0.1845,0.8155,0.1845,0.1845,False
TRIM77,2,1000,0.1024059321783025,0.869,0.131,16,0.0935770105522694,4,1000,4,0.017,0.0,0.869,0.131,0.869,0.131,False
TRIP12,2,1000,-0.5501304225875702,0.0,0.0,16,0.1469332369720906,4,1000,4,0.961,0.6295,0.0,1.0,0.0,0.0,True
TRIP4,2,1000,-0.1186697353384006,0.145,0.145,16,0.1102497452821358,4,1000,4,0.054,0.0,0.145,0.855,0.145,0.145,False
TRIP6,2,1000,0.1247578601093981,0.8775,0.1225,16,0.1090724041623296,4,1000,4,0.053,0.0025,0.8775,0.1225,0.8775,0.12250000000000005,False
TRMT1,2,1000,-0.142648247853149,0.1015,0.1015,16,0.1085000464932215,4,1000,4,0.0735,0.0,0.1015,0.8985,0.1015,0.1015,False
TRMT112,2,1000,0.3640996835602916,0.9955,0.0044999999999999,16,0.1210089178997341,4,1000,4,0.7125,0.116,0.9955,0.0045,0.9955,0.0044999999999999485,False
TRMT5,2,1000,0.1501954869106419,0.95,0.05,16,0.0918075688787299,4,1000,4,0.048,0.0,0.95,0.05,0.95,0.050000000000000044,False
TRMT6,2,1000,-0.1233438438613446,0.136,0.136,16,0.113865040000232,4,1000,4,0.064,0.001,0.136,0.864,0.136,0.136,False
TRNAU1AP,2,1000,0.2507865674155569,0.9767441860465116,0.0232558139534884,16,0.128385712558699,4,1000,4,0.3953488372093023,0.046511627906976744,0.9767441860465116,0.023255813953488372,0.9767441860465116,0.023255813953488413,False
TRO,2,1000,0.1163435919925289,0.844,0.156,16,0.1132835662489848,4,1000,4,0.052,0.0,0.844,0.156,0.844,0.15600000000000003,False
TRPM1,2,1000,-0.1281679194333198,0.1015,0.1015,16,0.0997536383778727,4,1000,4,0.046,0.0,0.1015,0.8985,0.1015,0.1015,False
TRPM4,2,1000,-0.1498976192945156,0.111,0.111,16,0.1199350077341469,4,1000,4,0.11,0.0025,0.111,0.889,0.111,0.111,False
TRPV4,2,1000,-0.1713622927078886,0.0795,0.0795,16,0.1217246731357087,4,1000,4,0.141,0.0025,0.0795,0.9205,0.0795,0.0795,False
TSC2,2,1000,-0.1051457004224374,0.1615,0.1615,16,0.1053396377296933,4,1000,4,0.0285,0.0,0.1615,0.8385,0.1615,0.1615,False
TSC22D2,2,1000,-0.1384248907557126,0.1155,0.1155,16,0.1162945675584923,4,1000,4,0.0805,0.001,0.1155,0.8845,0.1155,0.1155,False
TSC22D4,2,1000,-0.1893991836134559,0.0585,0.0585,16,0.1188509296236965,4,1000,4,0.1785,0.0035,0.0585,0.9415,0.0585,0.0585,False
TSEN54,2,1000,0.1989977367423596,0.9785,0.0214999999999999,16,0.1019903343518299,4,1000,4,0.17,0.001,0.9785,0.0215,0.9785,0.021499999999999964,False
TSPAN19,2,1000,-0.1063059545778426,0.124,0.124,16,0.092804457613676,4,1000,4,0.02,0.0,0.124,0.876,0.124,0.124,False
TSPY8,2,1000,0.1143951417755258,0.88,0.12,16,0.0941872087304701,4,1000,4,0.0215,0.0,0.88,0.12,0.88,0.12,False
TSR2,2,1000,0.2499597397761788,1.0,0.0,16,0.122171227379316,4,1000,4,0.32558139534883723,0.0,1.0,0.0,1.0,0.0,False
TSR3,2,1000,-0.9046202597307198,0.0,0.0,16,0.172483959021705,4,1000,4,0.9995,0.9465,0.0,1.0,0.0,0.0,True
TST,2,1000,-0.0687371808123922,0.2315,0.2315,16,0.0907519609407033,4,1000,4,0.006,0.0,0.2315,0.7685,0.2315,0.2315,False
TSTD3,2,1000,0.2705674657866951,0.996,0.004,16,0.1083238593552037,4,1000,4,0.392,0.0195,0.996,0.004,0.996,0.0040000000000000036,False
TTC12,2,1000,-0.0966750350123946,0.1925,0.1925,16,0.1164024676077791,4,1000,4,0.045,0.0,0.1925,0.8075,0.1925,0.1925,False
TTC14,2,1000,0.2814530240384617,0.9715,0.0284999999999999,16,0.1501087212744703,4,1000,4,0.44,0.081,0.9715,0.0285,0.9715,0.02849999999999997,False
TTC26,2,1000,-0.2693526165195763,0.0465116279069767,0.0465116279069767,16,0.1640793282572587,4,1000,4,0.46511627906976744,0.09302325581395349,0.046511627906976744,0.9534883720930233,0.046511627906976744,0.046511627906976744,False
TTC27,2,1000,0.2931323868727792,0.977,0.023,16,0.1504755057698344,4,1000,4,0.4735,0.0865,0.977,0.023,0.977,0.02300000000000002,False
TTC34,2,1000,-0.1265348675485973,0.089,0.089,16,0.0933578921847107,4,1000,4,0.0325,0.0,0.089,0.911,0.089,0.089,False
TTC4,2,1000,0.1384303556054203,0.9215,0.0785,16,0.0957868100346361,4,1000,4,0.0455,0.0,0.9215,0.0785,0.9215,0.07850000000000001,False
TTLL11,2,1000,-0.1503607379542272,0.093,0.093,16,0.114660973008424,4,1000,4,0.0955,0.001,0.093,0.907,0.093,0.093,False
TTPAL,2,1000,-0.0591166774573769,0.2705,0.2705,16,0.0964896617677965,4,1000,4,0.0055,0.0,0.2705,0.7295,0.2705,0.2705,False
TTYH1,2,1000,-0.0869774182863069,0.223,0.223,16,0.1121527275096077,4,1000,4,0.0285,0.0,0.223,0.777,0.223,0.223,False
TUBA1B,2,1000,0.0709475169658752,0.765,0.235,16,0.0978310737228476,4,1000,4,0.0095,0.0,0.765,0.235,0.765,0.235,False
TUBB4B,2,1000,-0.1009890241598481,0.174,0.174,16,0.1069505137272878,4,1000,4,0.0335,0.0005,0.174,0.826,0.174,0.174,False
TUBD1,2,1000,0.2287960060482859,0.9534883720930232,0.0465116279069767,16,0.1340410896173487,4,1000,4,0.32558139534883723,0.023255813953488372,0.9534883720930233,0.046511627906976744,0.9534883720930233,0.046511627906976716,False
TUBG1,2,1000,0.1145430287294241,0.8345,0.1654999999999999,16,0.1167706998007276,4,1000,4,0.0595,0.0005,0.8345,0.1655,0.8345,0.16549999999999998,False
TUBGCP2,2,1000,-0.1855217126882984,0.051,0.051,16,0.1126321481049589,4,1000,4,0.1515,0.0035,0.051,0.949,0.051,0.051,False
TUFM,2,1000,0.1525207661830324,0.903,0.0969999999999999,16,0.1182147211988058,4,1000,4,0.1,0.003,0.903,0.097,0.903,0.09699999999999998,False
TULP1,2,1000,-0.25907600290534,0.0095,0.0095,16,0.1142727105704519,4,1000,4,0.365,0.017,0.0095,0.9905,0.0095,0.0095,False
TUSC5,2,1000,-0.531186292528176,0.0,0.0,16,0.1523281109749382,4,1000,4,0.933,0.586,0.0,1.0,0.0,0.0,True
TWF1,2,1000,0.131812828852411,0.872,0.128,16,0.1161453183504861,4,1000,4,0.072,0.001,0.872,0.128,0.872,0.128,False
TWISTNB,2,1000,0.1153296709499795,0.877,0.123,16,0.1012480200490854,4,1000,4,0.041,0.0,0.877,0.123,0.877,0.123,False
TXLNA,2,1000,-0.0558587060795191,0.2705,0.2705,16,0.0951400126191551,4,1000,4,0.005,0.0,0.2705,0.7295,0.2705,0.2705,False
TXN,2,1000,-0.1773450417346702,0.068,0.068,16,0.1196855892091577,4,1000,4,0.16,0.0045,0.068,0.932,0.068,0.068,False
TXNIP,2,1000,-0.0718025387243572,0.215,0.215,16,0.0918561061469701,4,1000,4,0.004,0.0,0.215,0.785,0.215,0.215,False
TXNL1,2,1000,0.1365171679726649,0.925,0.0749999999999999,16,0.0951401733524729,4,1000,4,0.0425,0.0,0.925,0.075,0.925,0.07499999999999996,False
TXNRD2,2,1000,-0.0889864219572691,0.1975,0.1975,16,0.1082632604015995,4,1000,4,0.029,0.0,0.1975,0.8025,0.1975,0.1975,False
TYMS,2,1000,-0.1383746801281497,0.073,0.073,16,0.0946333731075174,4,1000,4,0.041,0.0,0.073,0.927,0.073,0.073,False
TYMSOS,2,1000,0.1573248145315651,0.956,0.044,16,0.0940061567917286,4,1000,4,0.0645,0.0,0.956,0.044,0.956,0.04400000000000004,False
TYROBP,2,1000,0.0856230985114883,0.8345,0.1654999999999999,16,0.0892192165763354,4,1000,4,0.008,0.0,0.8345,0.1655,0.8345,0.16549999999999998,False
U2AF1,2,1000,0.3801580424614668,1.0,0.0,16,0.0764766120517059,4,1000,4,0.813953488372093,0.06976744186046512,1.0,0.0,1.0,0.0,False
UAP1,2,1000,0.2644329298378676,0.9645,0.0354999999999999,16,0.1458673256891547,4,1000,4,0.407,0.055,0.9645,0.0355,0.9645,0.035499999999999976,False
UBA2,2,1000,0.1258537784721273,0.887,0.1129999999999999,16,0.1043191812727004,4,1000,4,0.05,0.0,0.887,0.113,0.887,0.11299999999999999,False
UBA3,2,1000,0.1719706804415244,0.9535,0.0464999999999999,16,0.103536950053036,4,1000,4,0.1095,0.0,0.9535,0.0465,0.9535,0.046499999999999986,False
UBA5,2,1000,0.1444165089521143,0.9295,0.0705,16,0.0991851626027541,4,1000,4,0.0525,0.0,0.9295,0.0705,0.9295,0.07050000000000001,False
UBALD1,2,1000,-0.1261515028008974,0.1255,0.1255,16,0.1109892044580015,4,1000,4,0.06,0.0,0.1255,0.8745,0.1255,0.1255,False
UBAP2,2,1000,-0.0993511078534962,0.2095,0.2095,16,0.119535997860354,4,1000,4,0.0505,0.0005,0.2095,0.7905,0.2095,0.2095,False
UBAP2L,2,1000,-0.1328637946920872,0.0935,0.0935,16,0.101809625952164,4,1000,4,0.0475,0.0,0.0935,0.9065,0.0935,0.0935,False
UBE2D3,2,1000,-0.6237459047364615,0.0,0.0,16,0.1464178190783481,4,1000,4,0.984,0.802,0.0,1.0,0.0,0.0,True
UBE2F,2,1000,0.1921621171473112,0.902,0.0979999999999999,16,0.1492597938644847,4,1000,4,0.249,0.0155,0.902,0.098,0.902,0.09799999999999998,False
UBE2H,2,1000,-0.4796781900490146,0.0005,0.0005,16,0.148213852362334,4,1000,4,0.889,0.4365,0.0005,0.9995,0.0005,0.0005,True
UBE2N,2,1000,-0.8548112210667828,0.0,0.0,16,0.1768963074847097,4,1000,4,0.9945,0.886,0.0,1.0,0.0,0.0,True
UBE2O,2,1000,-0.1642096282491979,0.0755,0.0755,16,0.1136163139651371,4,1000,4,0.1135,0.002,0.0755,0.9245,0.0755,0.0755,False
UBE2T,2,1000,-0.8021899689086264,0.0,0.0,16,0.1745248962583186,4,1000,4,0.9825,0.7955,0.0,1.0,0.0,0.0,True
UBIAD1,2,1000,-0.0699537939597097,0.2175,0.2175,16,0.0921713491316851,4,1000,4,0.008,0.0,0.2175,0.7825,0.2175,0.2175,False
UBL4B,2,1000,-0.0631944738339352,0.2495,0.2495,16,0.0935574011103274,4,1000,4,0.008,0.0,0.2495,0.7505,0.2495,0.2495,False
UBL5,2,1000,0.203783245778673,0.9525,0.0474999999999999,16,0.1182856959217057,4,1000,4,0.2065,0.0055,0.9525,0.0475,0.9525,0.04749999999999999,False
UBN1,2,1000,-0.1567931476516723,0.074,0.074,16,0.1057258080053548,4,1000,4,0.085,0.0005,0.074,0.926,0.074,0.074,False
UBQLNL,2,1000,0.0993935265661005,0.8435,0.1564999999999999,16,0.095101495403455,4,1000,4,0.02,0.0,0.8435,0.1565,0.8435,0.15649999999999997,False
UBR2,2,1000,0.2794979306343164,1.0,0.0,16,0.1123755028870953,4,1000,4,0.4418604651162791,0.0,1.0,0.0,1.0,0.0,False
UBR3,2,1000,-0.2501578677169356,0.0,0.0,16,0.0946575313470835,4,1000,4,0.3488372093023256,0.0,0.0,1.0,0.0,0.0,False
UBR5,2,1000,-0.1172439398020303,0.1115,0.1115,16,0.0983968331914701,4,1000,4,0.031,0.0,0.1115,0.8885,0.1115,0.1115,False
UBTFL1,2,1000,-0.1751349287302522,0.0485,0.0485,16,0.1085849064622525,4,1000,4,0.128,0.0,0.0485,0.9515,0.0485,0.0485,False
UBXN7,2,1000,0.0518786584975541,0.6195,0.3804999999999999,16,0.1729671146892746,4,1000,4,0.264,0.027,0.9145,0.0855,0.9145,0.08550000000000002,False
UCHL5,2,1000,0.1472521805393942,0.8995,0.1005,16,0.1121677191414672,4,1000,4,0.0885,0.0005,0.8995,0.1005,0.8995,0.10050000000000003,False
UCN2,2,1000,-0.4490805714318263,0.0025,0.0025,16,0.1507912515707789,4,1000,4,0.8395,0.367,0.0025,0.9975,0.0025,0.0025,False
UCP1,2,1000,0.156981525706355,0.939,0.061,16,0.1033703558041132,4,1000,4,0.0845,0.0005,0.939,0.061,0.939,0.061000000000000054,False
UFD1L,2,1000,0.1867958810858065,0.8995,0.1005,16,0.1501264378737912,4,1000,4,0.227,0.0175,0.8995,0.1005,0.8995,0.10050000000000003,False
UGCG,2,1000,-0.2181789155190241,0.0465116279069767,0.0465116279069767,16,0.1240622691705036,4,1000,4,0.27906976744186046,0.0,0.046511627906976744,0.9534883720930233,0.046511627906976744,0.046511627906976744,False
UGT1A6,2,1000,-0.0696448464985852,0.214,0.214,16,0.0864751947143685,4,1000,4,0.0065,0.0,0.214,0.786,0.214,0.214,False
UHMK1,2,1000,0.1463326087208368,0.953,0.047,16,0.0872607321850247,4,1000,4,0.044,0.0,0.953,0.047,0.953,0.04700000000000004,False
UHRF1,2,1000,-1.3291453326643552,0.0,0.0,16,0.1855072167383002,4,1000,4,1.0,1.0,0.0,1.0,0.0,0.0,True
ULK1,2,1000,-0.1295836865778382,0.139,0.139,16,0.1161894514157755,4,1000,4,0.068,0.0,0.139,0.861,0.139,0.139,False
ULK3,2,1000,-0.1098221219083465,0.122,0.122,16,0.0929309042090779,4,1000,4,0.019,0.0,0.122,0.878,0.122,0.122,False
UNC5CL,2,1000,-0.0700591050004498,0.2275,0.2275,16,0.0921925235521263,4,1000,4,0.003,0.0,0.2275,0.7725,0.2275,0.2275,False
UNCX,2,1000,-0.1718812641700273,0.065,0.065,16,0.1132657576323032,4,1000,4,0.13,0.0005,0.065,0.935,0.065,0.065,False
UNKL,2,1000,-0.1009952823034203,0.138,0.138,16,0.0940497924090152,4,1000,4,0.02,0.0,0.138,0.862,0.138,0.138,False
UPB1,2,1000,-0.0740952855733783,0.2185,0.2185,16,0.0961832632586347,4,1000,4,0.01,0.0,0.2185,0.7815,0.2185,0.2185,False
UPF3A,2,1000,-0.2227432174793285,0.029,0.029,16,0.1172198263571039,4,1000,4,0.252,0.01,0.029,0.971,0.029,0.029,False
UPF3B,2,1000,-0.1719273541194846,0.1627906976744186,0.1627906976744186,16,0.1431123621941741,4,1000,4,0.23255813953488372,0.0,0.16279069767441862,0.8372093023255814,0.16279069767441862,0.16279069767441862,False
UQCRC2,2,1000,0.1132977586960516,0.879,0.121,16,0.0967899353561602,4,1000,4,0.0275,0.0,0.879,0.121,0.879,0.121,False
UQCRFS1,2,1000,-0.5482472010604093,0.0,0.0,16,0.1543292888158311,4,1000,4,0.946,0.6185,0.0,1.0,0.0,0.0,True
URAD,2,1000,-0.0909711955547366,0.1925,0.1925,16,0.1003142378669602,4,1000,4,0.0175,0.0,0.1925,0.8075,0.1925,0.1925,False
URI1,2,1000,0.2223467418507659,0.896,0.1039999999999999,16,0.1782395561535547,4,1000,4,0.677,0.2095,0.987,0.013,0.987,0.013000000000000012,False
USMG5,2,1000,-0.0844871324105571,0.1805,0.1805,16,0.0915379115271396,4,1000,4,0.0135,0.0,0.1805,0.8195,0.1805,0.1805,False
USO1,2,1000,1.2789786287345506,1.0,0.0,16,0.1756279693422317,4,1000,4,1.0,1.0,1.0,0.0,1.0,0.0,True
USP10,2,1000,0.2522571108654637,0.9935,0.0064999999999999,16,0.1046088106977978,4,1000,4,0.319,0.011,0.9935,0.0065,0.9935,0.00649999999999995,False
USP13,2,1000,0.2937990762733062,0.9534883720930232,0.0465116279069767,16,0.1458018981136705,4,1000,4,0.5581395348837209,0.06976744186046512,0.9534883720930233,0.046511627906976744,0.9534883720930233,0.046511627906976716,False
USP14,2,1000,-0.1199039895436205,0.156,0.156,16,0.1161475467520472,4,1000,4,0.058,0.0005,0.156,0.844,0.156,0.156,False
USP15,2,1000,0.0475782272874742,0.6955,0.3045,16,0.0913261016377815,4,1000,4,0.0025,0.0,0.6955,0.3045,0.6955,0.3045,False
USP17L25,2,1000,-0.2633040370845951,0.0115,0.0115,16,0.1169707351453193,4,1000,4,0.385,0.0185,0.0115,0.9885,0.0115,0.0115,False
USP17L3,2,1000,-0.1842234946021644,0.065,0.065,16,0.1185734796510857,4,1000,4,0.164,0.003,0.065,0.935,0.065,0.065,False
USP17L30,2,1000,-0.1752597926750488,0.0525,0.0525,16,0.1071763160693465,4,1000,4,0.1255,0.001,0.0525,0.9475,0.0525,0.0525,False
USP21,2,1000,-0.2475830273686181,0.0175,0.0175,16,0.115510718323306,4,1000,4,0.3315,0.0135,0.0175,0.9825,0.0175,0.0175,False
USP22,2,1000,0.2534785222171209,0.9855,0.0144999999999999,16,0.1169241952559525,4,1000,4,0.358,0.0165,0.9855,0.0145,0.9855,0.014499999999999957,False
USP24,2,1000,-0.108285923742894,0.154,0.154,16,0.1044800766900384,4,1000,4,0.0345,0.0,0.154,0.846,0.154,0.154,False
USP3,2,1000,-0.2754549681854895,0.0,0.0,16,0.1463850345145017,4,1000,4,0.3953488372093023,0.06976744186046512,0.0,1.0,0.0,0.0,False
